Style,Link,Brand,Dress name ,Price,Price Category,Color,Fabric,Outer fabric material,Lining,Care instructions,Collar,Cut,Fastening,Type of dress,Neckline,Consolidated Prints,Details,Article number,Dress length,Sleeve length,Consolidated sleeve length,Total length,Fit,Consolidated fit,Our model's height,Back width,Sheer?,Pockets?,Rhinestones?,Shoulderpads?,Backless?,,,,,,,,,,,,,,,,,,,,,,,,
,https://www.zalando.co.uk/needle-and-thread-emilana-sgown-occasion-wear-petal-pink-nt521c0ew-j11.html,Needle & Thread,EMILANA SHORT SLEEVE GOWN ,499.99,5,pastel pink,Tulle,100% polyester,100% polyester,Dry clean only,--,--,Zip,,Round neckline,Plain,"Slip, border, embroidery",NT521C0EW-J11,Maxi/long,Short,Short,"59.0 "" (Size 8)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 8","14.5 "" (Size 8)",No,No,No,No,No,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,https://www.zalando.co.uk/farm-rio-midi-dress-day-dress-multi-coloured-f0i21c03k-t11.html,Farm Rio,MIDI DRESS ,154.99,4,multi-coloured,--,100% viscose,--,Hand wash only,--,--,--,,Square neckline,Floral,--,F0I21C03K-T11,Calf length,"24.5 "" (Size 8-10)",Long,"44.0 "" (Size 8-10)",Regular Fit,Regular fit,--,--,No,No,No,No,No,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,https://www.zalando.co.uk/alberta-ferretti-dress-occasion-wear-green-af321c02r-m11.html,Alberta Ferretti,DRESS ,"1,635,00",5,pastel green,Satin,100% silk,--,Dry clean only,--,--,Zip,,Low v-neck,Plain,Bow,AF321C02R-M11,Maxi/long,Sleeveless,Sleeveless,--,Slim Fit,Slim fit,"Our model is 5' 10""  tall and is wearing size 10",--,No,No,No,No,No,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,https://www.zalando.co.uk/tommy-hilfiger-curve-shift-long-dress-day-dress-blackwhite-toy21c00f-t11.html,Tommy Hilfiger,SHIFT LONG DRESS  ,179.99,4,black/white,--,100% viscose,--,"Machine wash at 30Â°C, Machine wash on gentle cycle",Standing collar,--,Button,Accentuating the waist,Low v-neck,Checked,Belt included,TOY21C00F-T11,Calf length,"23.0 "" (Size 18)",Long,"50.0 "" (Size 18)",Regular Fit,Regular fit,"Our model is 5' 9""  tall and is wearing size 18","17.5 "" (Size 18)",No,No,No,No,No,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,https://www.zalando.co.uk/maxandco-nigella-day-dress-black-mq921c0c5-q11.html,MAX&Co.,NIGELLA ,159.99,4,black,--,"75% polyester, 19% viscose, 6% elastane",--,Machine wash at 30Â°C,--,--,Zip,,Round neckline,Plain,Bust darts,MQ921C0C5-Q11,Knee length,"25.0 "" (Size 8)",Long,"34.5 "" (Size 8)",Regular Fit,Regular fit,--,"14.5 "" (Size 8)",No,No,No,No,No,100% polyester,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,https://www.zalando.co.uk/twinset-abito-fil-coupe-cocktail-dress-party-dress-nero-tw321c06x-q11.html,TWINSET,ABITO FIL COUPE ,204.99,5,black,Chiffon,"97% viscose, 3% metal",100% polyester,Dry clean only,Standing collar,--,Button,,--,Polka dot,"Slip, bow",TW321C06X-Q11,Short,"27.0 "" (Size 10)",Long,"35.0 "" (Size 10)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 10","15.5 "" (Size 10)",No,No,No,No,No,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,https://www.zalando.co.uk/monki-day-dress-twirl-black-moq21c0bl-q11.html,Monki,Day dress,26,1,black/white,--,100% viscose,--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,,Low v-neck,Prints in general,--,MOQ21C0BL-Q11,Calf length,Elbow length,Elbow length,"52.0 "" (Size XS/S)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size XS/S","17.5 "" (Size XS/S)",No,No,No,No,No,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,https://www.zalando.co.uk/bytimo-baby-dress-day-dress-dark-blossom-byh21c01l-t11.html,byTiMo,BABY DRESS ,299.99,5,black/brown,Cord,100% cotton,--,Machine wash at 40Â°C,Standing collar,--,Button,,--,Floral,Embroidery,BYH21C01L-T11,Short,"25.5 "" (Size S)",Long,"34.5 "" (Size S)",Regular Fit,Regular fit,--,"12.0 "" (Size S)",No,No,No,No,No,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,https://www.zalando.co.uk/proenza-schouler-white-label-crepe-pleated-slip-dress-day-dress-walnut-p1y21c00c-o11.html,Proenza Schouler White Label,CREPE PLEATED SLIP DRESS ,570,5,orange,--,"97% polyester, 3% elastane",--,Dry clean only,--,--,--,Pleated dresses,Spaghetti straps,Plain,Belt included,P1Y21C00C-O11,Calf length,Spaghetti straps,Spaghetti straps,"50.5 "" (Size 10)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 10","13.0 "" (Size 10)",No,No,No,No,No,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,https://www.zalando.co.uk/vero-moda-vmdicthe-calf-dress-day-dress-birchsodalite-blue-ve121c2rb-k11.html,Vero Moda,Day dress,34.99,1,white,--,100% cotton,--,"Do not tumble dry, machine wash at 30Â°C, A shrinkage of up to 5% may occur",--,--,--,,Low v-neck,Prints in general,--,VE121C2RB-K11,Calf length,"20.0 "" (Size S)",Long,"45.5 "" (Size S)",Oversized,Loose fit,"Our model is 5' 9""  tall and is wearing size S","13.5 "" (Size S)",Yes,No,No,No,No,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,https://www.zalando.co.uk/mango-day-dress-zwart-m9121c5k1-q11.html,Mango,JUNGLA ,35.99,1,black,--,100% polyester,--,"Do not tumble dry, machine wash at 30Â°C, Do not iron",Turn-down collar,--,--,Button down dresses,--,Plain,Belt included,M9121C5K1-Q11,Knee length,Long,Long,--,Regular Fit,Regular fit,--,--,No,No,No,No,No,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,https://www.zalando.co.uk/yas-tall-yasholi-dress-day-dress-aster-purple-ya021c076-m11.html,Yas,YASHOLI DRESS  ,59.99,2,purple,--,100% cotton,100% cotton,"Do not tumble dry, machine wash at 30Â°C",Standing collar,--,--,,Low v-neck,Plain,"Embroidery, slip",YA021C076-M11,Knee length,"27.0 "" (Size 10)",Long,"40.0 "" (Size 10)",Loose Fit,Loose fit,--,"14.5 "" (Size 10)",No,No,No,No,No,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,https://www.zalando.co.uk/summery-copenhagen-iben-dress-day-dress-blueprint-cec21c03p-k11.html,SUMMERY Copenhagen,IBEN DRESS ,194.99,4,blue,--,100% cotton,--,"Do not tumble dry, machine wash at 30Â°C",--,--,Laces,,Round neckline,Checked,Bust darts,CEC21C03P-K11,Short,"18.0 "" (Size S)",Elbow length,"36.0 "" (Size S)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size S","15.5 "" (Size S)",No,No,No,No,No,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,https://www.zalando.co.uk/tommy-jeans-signature-bodycon-dress-shift-dress-black-tob21c071-q11.html,Tommy Hilfiger,SIGNATURE BODYCON DRESS ,64.99,2,black,Jersey,"72% polyester, 23% modal, 5% elastane",--,"Machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,Bodycon dresses,Strapless,Plain,"Bust darts, embroidery",TOB21C071-Q11,Short,Strapless,Strapless,"28.0 "" (Size S)",Bodycon,Slim fit,"Our model is 5' 10""  tall and is wearing size S",--,No,No,No,No,Yes,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,https://www.zalando.co.uk/lauren-ralph-lauren-vilodie-sleeveless-day-dress-day-dress-deep-pinebluemulti-l4221c1c3-k11.html,Ralph Lauren,VILODIE SLEEVELESS DAY DRESS ,159.99,4,black/green,Jersey,"53% cotton, 41% viscose, 6% elastane","95% polyester, 5% elastane",Machine wash at 30Â°C,--,--,Zip,Accentuating the waist,Round neckline,Checked,"Belt included, bust darts, slip",L4221C1C3-K11,Knee length,Sleeveless,Sleeveless,"43.5 "" (Size 10)",Regular Fit,Regular fit,--,--,No,No,No,No,No,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,https://www.zalando.co.uk/theory-jatinn-day-dress-black-t4021c00e-q11.html,Theory,JATINN ,315,5,black,--,"96% wool, 4% elastane",100% cupro,Dry clean only,--,--,Zip,,Round neckline,Plain,Slip,T4021C00E-Q11,Extra short,Short,Short,"33.0 "" (Size 10)",Slim Fit,Slim fit,"Our model is 5' 10""  tall and is wearing size 10","14.5 "" (Size 10)",No,No,No,No,No,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,https://www.zalando.co.uk/vero-moda-tall-vmeasy-dress-day-dress-black-veb21c0ca-q11.html,Vero Moda,VMEASY DRESS  ,32.99,1,black multi-coloured,--,100% viscose,--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Mandarin collar,--,Button,Accentuating the waist,Round neckline,Floral,Belt included,VEB21C0CA-Q11,Calf length,"25.0 "" (Size S)",Long,"53.5 "" (Size S)",Regular Fit,Regular fit,--,"14.0 "" (Size S)",No,No,No,No,No,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,https://www.zalando.co.uk/bruuns-bazaar-valerian-philina-dress-day-dress-black-br321c07v-b11.html,Bruuns Bazaar,VALERIAN PHILINA DRESS ,149.99,4,black,--,"69% lyocell, 31% polyester",100% viscose,"Machine wash at 30Â°C, do not tumble dry, Machine wash on gentle cycle",Standing collar,--,Button,,--,Floral,"Embroidery, slip",BR321C07V-B11,Knee length,"28.5 "" (Size 8)",Long,"38.5 "" (Size 8)",Loose Fit,Loose fit,"Our model is 5' 11""  tall and is wearing size 8","12.0 "" (Size 8)",No,No,No,No,No,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,https://www.zalando.co.uk/vila-vipinya-fanza-short-dress-day-dress-english-manor-v1021c2xm-k11.html,Vila,VIPINYA FANZA SHORT DRESS ,34.99,1,blue,--,100% viscose,--,"Machine wash at 40Â°C, do not tumble dry, Machine wash on gentle cycle",--,--,Button,Accentuating the waist,Round neckline,Plain,"Belt included, bust darts",V1021C2XM-K11,Extra short,"17.0 "" (Size 8)",Elbow length,"33.0 "" (Size 8)",--,,"Our model is 5' 10""  tall and is wearing size 8","15.5 "" (Size 8)",No,No,No,No,No,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,https://www.zalando.co.uk/Hugo Boss-dashella-day-dress-open-miscellaneous-bb121c0cx-s11.html,Hugo Boss,DASHELLA ,349.99,5,black/white,--,100% viscose,100% viscose,--,--,--,--,,V-neck,Prints in general,Slip,BB121C0CX-S11,Calf length,"29.5 "" (Size 8)",Long,"53.0 "" (Size 8)",Regular Fit,Regular fit,--,"17.5 "" (Size 8)",No,No,No,No,No,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,https://www.zalando.co.uk/edc-by-esprit-day-dress-blue-medium-wash-ed121c0xk-k11.html,Esprit,Denim dress,59.99,2,denim,Denim,100% cotton,--,Machine wash at 40Â°C,Turn-down collar,--,Button,Button down dresses,--,--,"Belt included, inseam pockets",ED121C0XK-K11,Short,"23.0 "" (Size S)",Long,"36.0 "" (Size S)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size S","15.5 "" (Size S)",No,yes,No,No,No,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,https://www.zalando.co.uk/nuemph-nucerulia-dress-day-dress-fragrant-lilac-nu121c0dc-j11.html,Numph,NUCERULIA DRESS ,89.99,3,pastel purple,--,100% viscose,100% polyester,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Standing collar,--,Button,,--,Prints in general,Slip,NU121C0DC-J11,Knee length,"27.0 "" (Size 8)",Long,"36.0 "" (Size 8)",Loose Fit,Loose fit,"Our model is 5' 10""  tall and is wearing size 8","13.5 "" (Size 8)",No,No,No,No,No,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,https://www.zalando.co.uk/mango-contrast-day-dress-whitered-m9121c5iu-a11.html,Mango,CONTRAST ,59.99,2,white multi-coloured,--,100% cotton,--,"Do not tumble dry, machine wash at 30Â°C",--,--,Drawstring fastening,,Round neckline,Prints in general,Embroidery,M9121C5IU-A11,Knee length,3/4 length,Elbow length,--,Loose Fit,Loose fit,--,--,No,No,No,No,No,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,https://www.zalando.co.uk/tommy-hilfiger-angela-fandf-short-dress-day-dress-desert-sky-to121c0kn-k11.html,Tommy Hilfiger,ANGELA F&F SHORT DRESS ,139.99,4,red,--,"73% polyester, 21% viscose, 6% elastane",--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,Zip,,Round neckline,Plain,"Elasticated waist, bust darts",TO121C0KN-K11,Short,Short,Short,"36.5 "" (Size 8)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 8",--,No,No,No,No,No,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,https://www.zalando.co.uk/derhy-ainoa-robe-day-dress-bleupetrole-rd521c0lf-k11.html,Derhy,AINOA ROBE ,99.99,3,bright multi-coloured,--,100% viscose,100% cotton,"Do not tumble dry, Hand wash only",Turn-down collar,--,Button,Button down dresses,--,--,"Belt included, slip",RD521C0LF-K11,Short,"19.5 "" (Size S)",Long,"36.0 "" (Size S)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size S","15.0 "" (Size S)",No,No,No,No,No,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,https://www.zalando.co.uk/never-fully-dressed-petite-retro-daisy-panel-dress-day-dress-multi-nez21c01i-t11.html,Never Fully Dressed,RETRO DAISY PANEL DRESS ,104.99,3,bright multi-coloured,--,100% viscose,--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Mandarin collar,--,Button,,Round neckline,Floral,Bust darts,NEZ21C01I-T11,Calf length,Long,Long,--,Loose Fit,Loose fit,--,--,No,No,No,No,No,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,https://www.zalando.co.uk/hosbjerg-freya-dress-day-dress-purpleblue-hox21c00p-l11.html,HOSBJERG,FREYA DRESS ,119.99,3,bright multi-coloured,--,100% cotton,--,--,Turn-down collar,--,Button,Button down dresses,--,Prints in general,"Button row, bust darts",HOX21C00P-L11,Knee length,"26.5 "" (Size S)",Long,"38.0 "" (Size S)",Loose Fit,Loose fit,--,"14.0 "" (Size S)",No,No,No,No,No,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,https://www.zalando.co.uk/nly-by-nelly-asymmetric-dress-cocktail-dress-party-dress-black-neg21c0hm-q11.html,Nly by Nelly,ASYMMETRIC DRESS ,34.99,1,black,--,"87% polyamide, 8% metal, 5% elastane",--,"Do not tumble dry, machine wash at 30Â°C",--,--,--,Bodycon dresses,Cowl neckline,--,--,NEG21C0HM-Q11,Short,Spaghetti straps,Spaghetti straps,"41.0 "" (Size S)",Bodycon,Slim fit,"Our model is 5' 10""  tall and is wearing size S",--,No,No,No,No,Yes,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,https://www.zalando.co.uk/thought-elizabeth-dress-day-dress-currant-red-t0z21c01d-g11.html,Thought,ELIZABETH DRESS ,99.99,3,burgundy,--,"60% lyocell, 40% viscose",--,"Do not tumble dry, machine wash at 30Â°C",--,--,--,,Round neckline,Floral,--,T0Z21C01D-G11,Calf length,"19.0 "" (Size 10)",Elbow length,"53.0 "" (Size 10)",Regular Fit,Regular fit,--,--,No,No,No,No,No,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,https://www.zalando.co.uk/desigual-vest-sum-shift-dress-black-de121c0yy-q11.html,Desigual,VEST SUM ,94.99,3,black,--,"98% polyester, 2% elastane","96% viscose, 4% elastane","Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Zip neck,--,--,Bodycon dresses,--,Plain,Bust darts,DE121C0YY-Q11,Knee length,Sleeveless,Sleeveless,"41.5 "" (Size S)",Bodycon,Slim fit,"Our model is 5' 9""  tall and is wearing size S",--,No,No,No,No,No,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
girly,https://www.zalando.co.uk/yas-yastyra-ankle-dress-celeb-occasion-wear-star-white-y0121c1sq-a11.html,Yas,YASTYRA ANKLE DRESS  CELEB ,199.99,4,white,"Satin, tulle",100% polyester,100% polyester,"Do not tumble dry, Do not wash",--,Asymmetrical,Zip,,Strapless,Plain,Padded bust,Y0121C1SQ-A11,Maxi/long,One shoulder,One shoulder,"54.0 "" (Size S)",Regular Fit,Regular fit,--,"15.0 "" (Size S)",No,No,No,No,No,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,https://www.zalando.co.uk/alice-olivia-crawford-day-dress-perfect-pansy-a2n21c01n-k11.html,Alice + Olivia,CRAWFORD  ,385,5,bright multi-coloured,--,100% cotton,"94% polyester, 6% elastane",Dry clean only,--,--,Laces,,Square neckline,Floral,Zip fastening,A2N21C01N-K11,Extra short,short,Short,"33.0 "" (Size 8)",Regular Fit,Regular fit,"Our model is 5' 11""  tall and is wearing size 8","14.0 "" (Size 8)",No,No,No,No,No,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,https://www.zalando.co.uk/gestuz-bernadette-dress-day-dress-pink-ge221c0b6-j11.html,Gestuz,BERNADETTE DRESS ,129.99,4,pink,--,"57% cotton, 43% nylon",--,--,--,--,--,,Square neckline,Plain,Inseam pockets,GE221C0B6-J11,Calf length,"25.0 "" (Size 8)",Long,"47.0 "" (Size 8)",Oversized,Loose fit,"Our model is 5' 10""  tall and is wearing size 8",--,No,yes,No,No,Yes,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,https://www.zalando.co.uk/mango-day-dress-black-m9121c5fz-q11.html,Mango,Day dress,29.99,1,black/white,--,100% viscose,--,"Do not tumble dry, machine wash at 30Â°C, Dry cleanable",--,--,--,,Low v-neck,--,--,M9121C5FZ-Q11,--,long,Long,--,--,,--,--,No,No,No,No,No,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,https://www.zalando.co.uk/abercrombie-and-fitch-day-dress-black-a0f21c09u-q11.html,Abercrombie & Fitch,Day dress,55.24,2,black,--,"60% cotton, 40% polyester",100% cotton,Machine wash at 30Â°C,--,--,--,,Square neckline,Plain,Inseam pockets,A0F21C09U-Q11,Extra short,Elbow length,Elbow length,"31.5 "" (Size S)",Loose Fit,Loose fit,"Our model is 5' 10""  tall and is wearing size S",--,No,yes,No,No,Yes,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,https://www.zalando.co.uk/edc-by-esprit-day-dress-dark-purple-ed121c0y3-i11.html,Esprit,Day dress,29.99,1,purple,--,"95% viscose, 5% elastane",--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle, Do not bleach",--,--,--,,Boat neckline (wide),Plain,--,ED121C0Y3-I11,Thigh length,Long,Long,--,Regular Fit,Regular fit,--,--,No,No,No,No,No,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,https://www.zalando.co.uk/lauren-ralph-lauren-rowella-day-dress-lauren-navy-l4221c1a5-k11.html,Ralph Lauren,SURPLICE GEORGETTE MIDI DRESS ,199.99,4,black,--,100% polyester,--,Machine wash at 30Â°C,--,--,Zip,Wrap dresses,Low v-neck,Plain,Belt included,L4221C1A5-K11,Calf length,"22.0 "" (Size 8)",Long,"46.0 "" (Size 8)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 8","16.5 "" (Size 8)",No,No,No,No,No,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,https://www.zalando.co.uk/forever-new-arianna-tipped-shoulder-dress-cocktail-dress-party-dress-burgandy-fod21c0fe-g11.html,Forever New,ARIANNA TIPPED SHOULDER DRESS ,109.99,3,burnt orange,Satin,"98% polyester, 2% elastane",100% polyester,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,Asymmetrical,--,,Strapless,Plain,Slip,FOD21C0FE-G11,Short,One shoulder,One shoulder,"30.5 "" (Size 8)",Slim Fit,Slim fit,"Our model is 5' 10""  tall and is wearing size 8","12.5 "" (Size 8)",No,No,No,No,No,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,https://www.zalando.co.uk/bec-and-bridge-modern-romance-mini-dress-cocktail-dress-party-dress-black-beu21c03h-q11.html,Bec & Bridge,MODERN ROMANCE MINI DRESS ,249.99,5,black,Jersey,"96% viscose, 4% elastane","96% viscose, 4% elastane",Dry clean only,--,--,--,,Spaghetti straps,Plain,Slip,BEU21C03H-Q11,Extra short,Spaghetti straps,Spaghetti straps,"32.0 "" (Size 8)",Slim Fit,Slim fit,"Our model is 5' 10""  tall and is wearing size 8",--,No,No,No,No,Yes,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,https://www.zalando.co.uk/vero-moda-vmallie-short-dress-day-dress-ve121c249-k11.html,Vero Moda,VMALLIE SHORT DRESS ,34.99,1,navy,Lace,"60% cotton, 40% nylon",100% polyester,"Do not tumble dry, machine wash at 30Â°C",--,--,Zip,,Round neckline,Plain,"Bust darts, slip",VE121C249-K11,Extra short,Sleeveless,Sleeveless,"34.5 "" (Size S)",Slim Fit,Slim fit,"Our model is 5' 10""  tall and is wearing size S",--,No,No,No,No,No,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,https://www.zalando.co.uk/needle-and-thread-rosie-mini-dress-cocktail-dress-party-dress-champagne-nt521c0fx-a11.html,Needle & Thread,ROSIE MINI DRESS ,394.99,5,pastel pink,Tulle,100% polyester,100% polyester,Dry cleanable,Standing collar,--,Zip,,--,Floral,"Slip, embroidery",NT521C0FX-A11,Short,Short,Short,"35.0 "" (Size 8)",Regular Fit,Regular fit,"Our model is 5' 9""  tall and is wearing size 8",--,No,No,No,No,No,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,https://www.zalando.co.uk/lily-and-lionel-matilda-dress-day-dress-black-l2t21c01i-q11.html,Lily & Lionel,MATILDA DRESS ,219.99,5,black multi-coloured,--,100% viscose,100% modal,"Do not tumble dry, machine wash at 30Â°C, Dry cleanable",--,--,--,,Square neckline,Floral,Bow,L2T21C01I-Q11,Calf length,3/4 length,Elbow length,"42.5 "" (Size 10)",Slim Fit,Slim fit,"Our model is 5' 10""  tall and is wearing size 10",--,No,No,No,No,No,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,https://www.zalando.co.uk/vila-petite-vifelipa-ankle-dress-cocktail-dress-party-dress-navy-blazer-vip21c03s-k11.html,Vila,VIFELIPA ANKLE DRESS ,54.99,2,navy,Chiffon,100% polyester,100% polyester,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,Wrap dresses,Low v-neck,Plain,"Zip fastening, slip",VIP21C03S-K11,Maxi/long,Short,Short,"50.5 "" (Size 8)",Regular Fit,Regular fit,--,"11.5 "" (Size 8)",No,No,No,No,No,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,https://www.zalando.co.uk/naf-naf-eliad-cocktail-dress-party-dress-laurier-rose-na521c17z-j11.html,NAF NAF,ELIAD ,89.99,3,pink,Satin,100% viscose,100% viscose,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,,Low v-neck,Plain,Slip,NA521C17Z-J11,Short,Elbow length,Elbow length,"34.0 "" (Size 8)",Regular Fit,Regular fit,--,"13.0 "" (Size 8)",No,No,No,No,Yes,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
