"predict","alternative","casual chic","classic","edgy","girly","sporty","trendy","C1","brand","description","day dress","category","price","color","Bottom part material","Contains non-textile parts of animal origin","Fabric","Sheer","Outer fabric material","Lining","Care instructions","Collar","Cut","Pockets","Fastening","Neckline","Pattern","Details","Article number","Length","Sleeve length","Total length","Fit","Our model's height","Back width"
"alternative",0.6308016898557889,3.755797742532594E-7,1.9889731247794607E-11,2.3487061188636712E-6,0.3691550013254094,4.717938243001535E-13,4.058451254714479E-5,2760,"Vero Moda Petite","VMINGE DRESS ","Day dress","summer-dresses",26.34,"green",,,,,"100% polyester",,"Do not tumble dry, machine wash at 30°C, Machine wash on gentle cycle",,,,,"Low-cut v-neck","Plain",,"VM021C0CN-M11","Short","21.0 "" (Size S)","31.0 "" (Size S)","Loose Fit",,"12.0 "" (Size S)"
"girly",1.9039428647555924E-4,3.090353540598835E-6,8.408493947850614E-9,0.009974835341740783,0.9879896113556874,1.2493139239858131E-18,0.0018420602540615652,2761,"Love Copenhagen","LCVENTSA DRESS ","Cocktail dress / Party dress","Cocktail Dresses",119.99,"pastel blue",,,,,"75% nylon, 25% lyocell","100% viscose","Do not tumble dry, machine wash at 30°C, Machine wash on gentle cycle",,,,"Button","Backless","Plain","Bust darts, slip","L1G21C05P-M11","Knee-length","Short","38.0 "" (Size 8)","Loose Fit","Our model is 5' 9""  tall and is wearing size 8","17.5 "" (Size 8)"
"alternative",0.9863371703465863,1.5858818025479755E-7,3.329871760808166E-9,4.099046443492946E-4,0.013241352335459401,3.1091424685232005E-13,1.1410755242034799E-5,2762,"Selected Femme Tall","SLFBETH MIDI DRESS ","Day dress","summer-dresses",54.99,"black/white",,,,,"100% viscose",,,,,,,"Henley","Print",,"SEM21C01V-A11","Calf-length","27.0 "" (Size 10)","52.5 "" (Size 10)","Regular Fit","Our model is 6'  tall and is wearing size 10","14.0 "" (Size 10)"
"girly",0.17527211282447291,9.685953511447394E-9,1.9585182012040973E-10,1.9252410005280707E-4,0.6068642300560694,1.5161832742959737E-6,0.21766960695432527,2763,"Tommy Jeans","STRAPPY LINEAR BODYCON DRESS ","Jersey dress","summer-dresses",64.99,"black",,,"Jersey",,"72% polyester, 23% viscose, 5% elastane",,"Machine wash at 30°C, Machine wash on gentle cycle",,,,,"Backless","Plain",,"TOB21C06K-Q11","Short","Spaghetti straps","37.0 "" (Size S)","Bodycon","Our model is 5' 9""  tall and is wearing size S",
"girly",2.257513354662468E-7,7.784711820907376E-9,1.0755174257934066E-10,3.333666709594831E-4,0.9572336075594706,3.946066039734617E-19,0.042432792125970745,2764,"Forever New","SKYLAR DRAPED MIDI DRESS ","Cocktail dress / Party dress","Cocktail Dresses",109.99,"gold",,,"Satin",,"97% polyester, 3% elastane","100% polyester","Do not tumble dry, machine wash at 30°C",,,,"Zip","Cache-coeur","Plain","Slip","FOD21C0FB-J11","Calf-length","25.0 "" (Size 10)","49.0 "" (Size 10)","Regular Fit","Our model is 5' 10""  tall and is wearing size 10","13.5 "" (Size 10)"
"trendy",9.416297840795203E-8,1.8513084919615596E-10,3.040693300957983E-11,0.01623164214249012,0.0026449514702966636,2.6116533154918205E-17,0.9811233120086971,2765,"WAL G.","BELINDA CUPPED SKATER DRESS ","Cocktail dress / Party dress","Cocktail Dresses",37.99,"black",,,,,"95% polyester, 5% elastane",,"Do not tumble dry, machine wash at 30°C",,,,"Zip","Low-cut v-neck",,"Padded bust, wired bustier","WG021C0OL-K11","Short","Strapless","27.5 "" (Size 10)","Slim Fit","Our model is 5' 10""  tall and is wearing size 10",
"alternative",0.8267976690987093,9.488657490169618E-8,8.285044574905119E-9,0.1424610409780432,0.030332023931219466,1.7786404953439224E-7,4.089849563590862E-4,2766,"Guess","Day dress",,"summer-dresses",109.99,"black",,,,,"92% polyester, 8% elastane",,,,,,,,,,"GU121C11S-Q11",,,,"Bodycon",,
"girly",9.928259541063138E-13,2.1242457000846175E-19,4.9594519328731925E-15,9.057307207850582E-14,0.9999989883144725,2.2584315139840485E-20,1.011684438952842E-6,2767,"Lace & Beads","MARIELLA MAXI ","Occasion wear","Occasion dresses",104.99,"white",,,"Tulle",,"100% polyester","100% polyester","Do not tumble dry, Do not wash",,,,"Zip",,"Plain","Slip, sequins, rhinestones, border","LS721C0GH-A11","Long","Spaghetti straps","61.5 "" (Size 8)","Regular Fit","Our model is 5' 10""  tall and is wearing size 8",
"trendy",8.300386841416481E-16,1.7907344219941475E-19,1.6129360875327896E-10,0.0048767185431888155,0.03628242674023459,7.709668586874734E-36,0.958840854555282,2768,"Alberta Ferretti","DRESS  ","Day dress","summer-dresses",610.0,"white",,,"Sweat",,"95% cotton, 5% elastane",,"Dry cleanable, Hand wash only",,,,,"Crew neck","Plain","Inseam pockets, elasticated waist, Crochet Detailing","AF321C025-A11","Knee-length","18.0 "" (Size 10)","34.5 "" (Size 10)","Loose Fit","Our model is 5' 9""  tall and is wearing size 10",
"trendy",1.989255502419916E-25,6.945605686271969E-25,5.289918454238624E-11,0.29202956191323404,2.114020543522918E-7,1.9829575544982591E-50,0.7079702266318123,2769,"Diane von Furstenberg","ABIGAIL MIDI DRESS ","Cocktail dress / Party dress","Cocktail Dresses",635.0,"black/green",,,,,"100% silk",,"Dry clean only","Turn-down collar",,,"Belt","Cache-coeur","Print",,"DF221C0AJ-M11","Calf-length","25.5 "" (Size S)","50.5 "" (Size S)","Slim Fit","Our model is 5' 11""  tall and is wearing size S",
"sporty",0.005052267169620175,3.517788969727414E-8,5.455926395793958E-13,0.10204693388394427,3.234077392992492E-8,0.8928990561696482,1.6752575781921909E-6,2770,"Tommy Jeans","METALLIC HOODIE DRESS ","Day dress","summer-dresses",99.99,"black","100% cotton",,"Sweat",,"70% cotton, 30% polyester",,"Do not tumble dry, machine wash at 30°C, Machine wash on gentle cycle","Hood",,,,,"Print","Inseam pockets, elasticated waist","TOB21C06G-Q11","Short","23.0 "" (Size S)","35.5 "" (Size S)","Loose Fit","Our model is 5' 10""  tall and is wearing size S",
"girly",6.4102725542501284E-6,1.757678660124551E-6,5.422031319331593E-11,6.939335103202661E-6,0.9999254421974981,1.883580245368366E-15,5.94504619623166E-5,2771,"Colourful Rebel","KIMI FOIL STRIPE BELTED RUFFLE DRESS ","Cocktail dress / Party dress","Cocktail Dresses",54.99,"silver",,,,,"100% polyester","100% polyester","Do not tumble dry, Do not wash",,,,"Laces","Crew neck",,"Belt included, slip","C5J21C00X-D11","Short","25.0 "" (Size S)","33.5 "" (Size S)","Regular Fit","Our model is 5' 9""  tall and is wearing size S","15.5 "" (Size S)"
"girly",1.6847253191624366E-6,7.989659553180292E-12,8.725220096653712E-10,6.667687995084993E-5,0.942057200033925,5.447630271857583E-17,0.057874437480293424,2772,"WAL G.","KADINE MIDI DRESS ","Cocktail dress / Party dress","Cocktail Dresses",36.99,"dusty pink",,,,,"95% polyester, 5% elastane",,"Do not tumble dry, machine wash at 30°C",,,,"Zip","Low-cut v-neck","Plain","Padded bust, wired bustier","WG021C0O4-I11","Knee-length","Sleeveless","40.0 "" (Size 10)","Slim Fit",,
"sporty",0.012279848286716381,1.2566304343900893E-9,8.614048186199075E-14,2.823667982893443E-5,1.0199450060705268E-9,0.9876907749354192,1.1378213740286314E-6,2773,"Even&Odd","Day dress",,"summer-dresses",17.24,"black",,,"Sweat",,"60% cotton, 40% polyester",,"Do not tumble dry, machine wash at 30°C, Machine wash on gentle cycle","Zip neck",,,,,,"Elasticated waist","EV421C178-Q11","Extra short","27.5 "" (Size S)","36.0 "" (Size S)","Loose Fit","Our model is 5' 10""  tall and is wearing size S",
"trendy",1.9043050343617066E-5,1.2909104178281835E-11,3.914091221121688E-6,0.2737360836762548,0.26654356099568854,5.112286564810113E-25,0.45969739817358285,2774,"IVY & OAK","MASHA ","Day dress","summer-dresses",334.99,"army green",,,,,"100% viscose","100% polyester","Do not tumble dry, Do not wash","Standing collar",,,"Button","Crew neck","Plain","Belt included, slip","IV321C0BQ-N11","Long","Sleeveless","54.5 "" (Size 8)","Regular Fit","Our model is 5' 9""  tall and is wearing size 8","16.5 "" (Size 8)"
"girly",9.570143053469703E-7,2.8257465998558533E-14,4.644358634488264E-10,0.045901669153792166,0.9510617951236761,7.652113229697208E-28,0.003035578243762321,2775,"Iro","CARLINA ","Day dress","summer-dresses",424.99,"pink",,,"Chiffon",,"53% silk, 47% cotton","100% viscose","Dry clean only",,,,"Zip","Cache-coeur","Print","Slip","IR221C04M-J11","Short","Elbow length","34.5 "" (Size 10)","Regular Fit",,"15.0 "" (Size 10)"
"edgy",2.432969191818529E-6,8.313992987467864E-8,8.427741631386673E-7,0.5613431764170346,0.33317122671999044,3.8814438188331966E-21,0.10548223797969015,2776,"DKNY","Cocktail dress / Party dress",,"Cocktail Dresses",139.99,"black",,,"Chiffon",,"100% polyester","100% polyester","Dry clean only",,,,"Zip","Cache-coeur","Polka dot","Belt included, slip","DK121C0CD-K11","Calf-length","21.5 "" (Size 8)","49.0 "" (Size 8)","Slim Fit",,"15.5 "" (Size 8)"
"alternative",0.5904833289771134,9.899979035266404E-7,1.2464353658969739E-5,0.0014639042473945792,0.0019337850173190526,1.1723081446345905E-13,0.4061055274064932,2777,"Lauren Ralph Lauren Petite","KAHWELL LONG SLEEVE CASUAL DRESS ","Day dress","summer-dresses",174.99,"black",,,,,"100% polyester",,"Machine wash at 30°C","Turn-down collar",,,"Button",,"Plain","Inseam pockets, bow","LAR21C03S-K11","Calf-length","23.5 "" (Size 10)","44.5 "" (Size 10)","Regular Fit","Our model is 5' 5""  tall and is wearing size 10","15.5 "" (Size 10)"
"alternative",0.9568780434755937,2.395428788252577E-4,4.2187478279772196E-8,5.156363620691715E-4,0.04170262223855963,8.132888195060642E-16,6.641128574732097E-4,2778,"Bruuns Bazaar","FLORIAN BENNETT DRESS ","Day dress","summer-dresses",119.99,"sand",,"Yes","Chiffon",,"100% polyester","100% polyester",,"Standing collar",,,"Button",,"Floral","Slip","BR321C094-A11","Short","26.0 "" (Size 8)","37.5 "" (Size 8)","Loose Fit","Our model is 5' 11""  tall and is wearing size 8","12.5 "" (Size 8)"
"girly",2.5824319916932236E-11,3.0318006168654744E-12,5.213492776754118E-11,0.07002896701465079,0.5752908259882868,1.7689469544905404E-29,0.3546802069160713,2779,"Milly","WILDA FLOATING BOTANICA DRESS ","Cocktail dress / Party dress","Cocktail Dresses",404.99,"red",,,"Chiffon",,"100% polyester","97% polyester, 3% elastane",,,,,"Zip","Low-cut v-neck","Floral","Bust darts, adjustable straps, slip, bow","M1221C052-G11","Calf-length","Spaghetti straps","49.0 "" (Size 8)","Regular Fit",,
"alternative",0.9218579808532567,3.63626920551529E-4,1.2967817688940703E-8,0.03129273551311369,0.044465478439191505,2.0200205317410226E-14,0.0020201653060484552,2780,"comma casual identity","Day dress",,"summer-dresses",76.49,"black/white",,,,,"100% viscose","100% viscose","Do not tumble dry, machine wash at 30°C, Machine wash on gentle cycle",,,,,"V-neck","Polka dot","Slip","C1E21C04W-Q11","Calf-length","Long",,,,
"sporty",0.010536478791304782,6.943236617258618E-9,2.0615270641438374E-7,1.2579315353804942E-6,2.0199066858212283E-4,0.9892599871646088,7.234802580932453E-8,2781,"Tommy Hilfiger","HERITAGE SLIM DRESS ","Day dress","summer-dresses",,"navy",,,"PiquÃ©",,"96% cotton, 4% elastane",,"Machine wash at 30°C, Machine wash on gentle cycle","Polo shirt",,,,,"Plain",,"TO121C08R-K11","Short","Short","35.0 "" (Size S)","Slim Fit","Our model is 5' 10""  tall and is wearing size S",
"alternative",0.8614338099043364,8.490484857550215E-9,4.9050854746571154E-11,0.0025586121246662357,0.13388914753715606,7.520986703053164E-19,0.002118421894305653,2782,"Never Fully Dressed Tall","HAPPY PLACE MIDI DRESS ","Day dress","summer-dresses",119.99,"bright multi-coloured",,,,,"100% viscose",,"Dry clean only",,,,"Laces","Cache-coeur","Colourful","Bust darts, bow","N0L21C01F-T11","Calf-length","27.0 "" (Size 8)","49.0 "" (Size 8)","Regular Fit",,"14.5 "" (Size 8)"
"alternative",0.9987789750318694,4.158930709188364E-8,3.8734665873888913E-11,1.0847931061458107E-4,4.01800929248054E-5,2.892359340408105E-9,0.0010723210441898861,2783,"Never Fully Dressed","BLUE SCARLETT DRESS ","Day dress","summer-dresses",104.99,"electric blue",,,,,"98% polyester, 2% elastane",,"Do not tumble dry, machine wash at 30°C, Machine wash on gentle cycle",,,,,"Crew neck","Print",,"NEN21C04D-K11","Calf-length","24.5 "" (Size 10)","46.5 "" (Size 10)","Slim Fit","Our model is 5' 9""""  tall and is wearing size 10",
"edgy",1.7823406723157453E-8,1.1451561003300818E-11,1.9088558404789773E-11,0.9992293039512532,7.403067751168054E-4,1.2835346310883716E-33,3.037141968300511E-5,2784,"The Kooples","DRESS ","Day dress","summer-dresses",394.99,"black multi-coloured",,,"Chiffon",,"100% silk","100% viscose","Dry clean only",,,,"Zip","Cache-coeur","Floral","Slip","THA21C08N-Q11","Calf-length","17.5 "" (Size 8)","45.5 "" (Size 8)","Regular Fit","Our model is 5' 11""  tall and is wearing size 8","15.5 "" (Size 8)"
"alternative",0.9700478446396026,1.35949822442853E-7,2.944467486525398E-9,0.0010682536596978611,0.02634320450164369,2.544080078956665E-9,0.002540555760685914,2785,"Mykke Hofmann","KETALETO ","Day dress","summer-dresses",159.99,"green",,,"Satin",,"97% cotton, 3% elastane",,"Machine wash at 30°C, Machine wash on gentle cycle",,,,,"Low-cut v-neck","Plain",,"MYD21C01Z-M11","Knee-length","23.0 "" (Size S)","37.0 "" (Size S)","Loose Fit",,"18.5 "" (Size S)"
"alternative",0.995263719131381,7.486133741325339E-9,3.6714694861316993E-9,0.0045886363850939785,2.3682375768239378E-5,4.99996194614208E-10,1.2395045015721744E-4,2786,"Missguided Petite","SHIRRED WAIST DRESS ","Day dress","summer-dresses",28.99,"army green",,,,,"100% cotton","100% polyester","Do not tumble dry, machine wash at 30°C","Turn-down collar",,,,"V-neck","Plain","Slip","M0V21C0NB-N11","Short","21.5 "" (Size 8)","29.5 "" (Size 8)","Regular Fit",,"14.0 "" (Size 8)"
"alternative",0.885063208078411,2.8039483563307105E-7,9.42793985188208E-13,0.10717911075859024,0.0021175988825251854,5.97206456262506E-13,0.005639801884097833,2787,"Missguided Tall","VNECK SMOCK DRESS ","Day dress","summer-dresses",28.99,"black/red",,,,,"100% polyester",,"Do not tumble dry, machine wash at 30°C, Machine wash on gentle cycle",,,,"Zip","Low-cut v-neck","Floral",,"MIG21C0GC-Q11","Extra short","21.5 "" (Size 8)","31.5 "" (Size 8)","Regular Fit",,"14.0 "" (Size 8)"
"girly",8.173956503825435E-7,1.0570168461998497E-12,1.5853618718534852E-9,4.477267278434968E-5,0.984012167259267,4.1281891465989214E-23,0.015942241085879213,2788,"Han KjÃ¸benhavn","TWISTED LONG DRESS ","Occasion wear","Occasion dresses",219.99,"black",,,"Satin",,"100% viscose",,,"Standing collar",,,"Zip","Backless","Plain","Bust darts","HK021C00R-Q11","Long","Sleeveless","56.5 "" (Size S)","Bodycon","Our model is 5' 10""  tall and is wearing size S","14.0 "" (Size S)"
"alternative",0.9994987723449168,2.326444638386774E-9,1.6714710164077734E-12,3.3616221944363244E-6,1.1059206276295128E-6,6.119506204054638E-13,4.967577835331979E-4,2789,"Springfield","VESTIDO CORTO ","Day dress","summer-dresses",34.99,"orange",,,,,"98% polyester, 2% elastane",,"Machine wash at 30°C, Machine wash on gentle cycle",,,,"Button","Crew neck","Paisley","Elasticated waist","FI021C068-B11","Extra short","19.5 "" (Size 8)","31.5 "" (Size 8)","Regular Fit",,"14.5 "" (Size 8)"
"trendy",5.421448880062369E-7,7.217750329229269E-11,1.6583966244722517E-10,0.0011822117820284464,0.3313548986152925,6.288978451721581E-16,0.6674623472197733,2790,"WAL G.","BOW SKATER DRESS ","Jersey dress","Cocktail Dresses",36.99,"black/white",,,"Jersey",,"95% polyester, 5% elastane",,"Do not tumble dry, machine wash at 30°C",,,,"Zip","Backless",,"Padded bust, bow","WG021C0OV-Q11","Short","Sleeveless","33.0 "" (Size 10)","Slim Fit","Our model is 5' 9""  tall and is wearing size 10",
"girly",0.009086081035877316,7.125671727303822E-8,1.0035928917034045E-7,0.08695280933953942,0.7344125355013528,3.1975960279194323E-15,0.1695484025072208,2791,"Swing","COCKTAIL DRESS ","Cocktail dress / Party dress","Cocktail Dresses",164.99,"black multi-coloured","97% polyester, 3% elastane",,"Jersey",,"48% polyamide, 40% viscose, 12% elastane","80% polyester, 20% elastane",,,,,"Zip","Crew neck","Floral",,"SG721C0LO-K11","Calf-length","Short","48.0 "" (Size 10)","Bodycon","Our model is 5' 10""  tall and is wearing size 10",
"girly",1.7095304563870327E-15,3.729352997564912E-23,8.396337590627679E-13,3.0552222331742916E-10,0.8781824983191158,2.3385481751713656E-30,0.12181750137452059,2792,"IVY & OAK BRIDAL","AUCUBABERRY ","Occasion wear","Occasion dresses",359.99,"white",,,"Chiffon",,"64% acetate, 36% viscose","97% polyester, 3% elastane","Dry clean only",,,,"Zip","Backless","Plain","Slip","IV521C027-A11","Long","23.5 "" (Size 8)","53.0 "" (Size 8)","Regular Fit","Our model is 5' 10""  tall and is wearing size 8","16.5 "" (Size 8)"
"girly",2.1277960735412545E-7,3.250714855306224E-8,1.397049882471075E-10,0.002244813262490852,0.7218728976776884,3.8228551004390086E-19,0.2758820436333598,2793,"Closet","CLOSET LONDON MIDI WRAP SLIP DRESS ","Cocktail dress / Party dress","Cocktail Dresses",94.99,"purple",,,,,"97% polyester, 3% elastane",,"Do not tumble dry, machine wash at 30°C",,,,"Zip","Cache-coeur","Polka dot","Adjustable straps","CL921C0TI-I11","Knee-length","Sleeveless, spaghetti straps","41.5 "" (Size 10)","Regular Fit","Our model is 5' 10""  tall and is wearing size 10","15.5 "" (Size 10)"
"alternative",0.9999693088147524,2.616410972366293E-7,1.7030792755476177E-11,4.622957599394999E-8,2.9815053671107633E-5,8.169523521844882E-11,5.68162177164405E-7,2794,"Anna Field","Day dress",,"summer-dresses",24.64,"green",,,"Jersey",,"95% modal, 5% elastane",,"Do not tumble dry, machine wash at 30°C, Machine wash on gentle cycle",,,,,"Low-cut v-neck","Plain","Belt included","AN621C1QA-K11","Knee-length","25.0 "" (Size S)","36.5 "" (Size S)","Regular Fit",,
"trendy",0.004741789527535624,1.4088119961932E-6,6.209283544466745E-8,0.0014348328719437408,0.005237149275839522,1.7277399929590682E-14,0.9885847574198321,2795,"By Malene Birger","BALTARA ","Day dress","summer-dresses",199.99,"black/white",,,,,"100% cotton",,"Machine wash at 30°C","Standing collar",,,,,"Striped","Bow","BY121C09V-Q11","Knee-length","26.0 "" (Size 8)","38.0 "" (Size 8)","Loose Fit","Our model is 5' 11""  tall and is wearing size 8","12.5 "" (Size 8)"
"alternative",0.9940239872481207,1.294112371125875E-4,3.324368265216572E-8,0.005805835335122106,2.1431814319234133E-5,4.05943222910743E-14,1.9301121602161656E-5,2796,"JDY Petite","JDYPIPER DRESS ","Day dress","summer-dresses",23.99,"black",,,,,"97% polyester, 3% elastane",,"Do not tumble dry, machine wash at 30°C, A shrinkage of up to 5% may occur","Turn-down collar",,,"Button",,"Plain","Covered fastener","JD421C001-Q11","Short","22.5 "" (Size 8)","31.5 "" (Size 8)","Loose Fit",,"15.0 "" (Size 8)"
"alternative",0.9996792941064452,1.5474377551894273E-6,2.7930450573469118E-11,2.8984762304659986E-4,2.8622024953058386E-5,8.58344602680528E-18,6.887798692939856E-7,2797,"NAF NAF","NEUTRAL  ","Day dress","summer-dresses",109.99,"black multi-coloured",,,,"Semi-sheer","98% polyester, 2% metal","100% viscose","Do not tumble dry, machine wash at 30°C, Machine wash on gentle cycle",,,,,"V-neck","Floral","Belt included, slip","NA521C19Q-T11","Calf-length","25.0 "" (Size 8)","54.5 "" (Size 8)","Regular Fit","Our model is 5' 10""  tall and is wearing size 8",
"edgy",0.011829505451672537,1.5199770294814858E-5,9.641838407798627E-9,0.9376443955823085,0.05042686283196151,1.9957818093537798E-16,8.402672192407937E-5,2798,"Glamorous Bloom","LONG SLEEVE TEA DRESS ","Day dress","summer-dresses",37.99,"black/white",,,"Chiffon",,"100% polyester","100% polyester","Hand wash only",,,,"Zip","Low-cut v-neck","Print","Slip, bow","GLI29F04X-Q11","Knee-length","24.0 "" (Size 8)","36.0 "" (Size 8)","Regular Fit","Our model is 5' 10""  tall and is wearing size 8","14.5 "" (Size 8)"
