cv_predicted,Styles,Random order,Original order,link,brand,description,day dress,category,price,color,Bottom part material,Contains non-textile parts of animal origin,Fabric,Sheer,Outer fabric material,Lining,Care instructions,Collar,Cut,Pockets,Fastening,Neckline,Pattern,Details,Article number,Length,Sleeve length,Total length,Fit,Our model's height,Back width,Sleeve length 1,Jacket length,Top part material,Filling,Insert material,Sleeves material,Back material,Middle part material,Outer leg length,Licensed characters,Front material,Sport,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59
girly,girly,0.239490715,2777,https://www.zalando.co.uk/superdry-gia-cami-dress-day-dress-su221c0il-k11.html,Superdry,GIA CAMI DRESS , Day dress,summer-dresses,From Â£38.49,pastel blue,--,--,--,--,100% cotton,--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,Laces,Backless,Striped,--,SU221C0IL-K11,Short,Sleeveless,"38.0 "" (Size S)",Slim Fit,"Our model is 5' 10""  tall and is wearing size S","17.0 "" (Size S)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
sporty,sporty,0.670526987,5419,https://www.zalando.co.uk/lacoste-day-dress-pinot-la221c063-g11.html,Lacoste,Day dress,,summer-dresses,Â£134.99,bordeaux,--,--,PiquÃ©,--,"67% lyocell, 33% cotton",--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Turn-down collar,--,--,--,Low-cut v-neck,Plain,"Belt included, inseam pockets",LA221C063-G11,Calf-length,Short,"43.5 "" (Size S)",Regular Fit,"Our model is 5' 10""  tall and is wearing size S",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
girly,girly,0.933302827,444,https://www.zalando.co.uk/vila-petite-vietina-v-neck-dress-day-dress-birch-vip21c041-a11.html,VILA PETITE,VIETINA V NECK DRESS , Day dress,summer-dresses,Â£34.99,white,--,--,--,--,100% polyester,--,"Do not tumble dry, machine wash at 30Â°C",--,--,--,--,Cache-coeur,Plain,Bust darts,VIP21C041-A11,Short,3/4 length,--,Loose Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
trendy,classic,0.461040093,3685,https://www.zalando.co.uk/see-by-chloe-day-dress-honey-nude-se321c066-j11.html,See by ChloÃ©,Day dress,,summer-dresses,Â£245.00,sand,--,--,--,--,100% polyester,--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,--,Crew neck,Plain,Inseam pockets,SE321C066-J11,Short,"16.0 "" (Size 10)","35.0 "" (Size 10)",Oversized,"Our model is 5' 9""  tall and is wearing size 10","16.5 "" (Size 10)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
alternative,alternative,0.763250161,1969,https://www.zalando.co.uk/superdry-day-dress-black-su221c0nu-q11.html,Superdry,Day dress,,summer-dresses,Â£45.49,black,--,--,--,--,100% viscose,--,"Do not tumble dry, Do not bleach",--,--,Side pockets,Drawstring fastening,Backless,Print,"Adjustable straps, tassels",SU221C0NU-Q11,Calf-length,Spaghetti straps,--,Slim Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
sporty,sporty,0.175501175,3746,https://www.zalando.co.uk/puma-downtown-v-neck-dress-day-dress-arctic-ice-pu121c028-k11.html,Puma,DOWNTOWN V NECK DRESS , Day dress,summer-dresses,Â£64.99,pastel blue,--,--,Sweat,--,100% cotton,--,--,--,--,--,--,Low-cut v-neck,--,Elasticated waist,PU121C028-K11,Short,"18.5 "" (Size S)","35.5 "" (Size S)",Oversized,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
classic,classic,0.547856508,6763,https://www.zalando.co.uk/wal-g-arya-halter-neck-dress-cocktail-dress-party-dress-black-wg021c0l3-q11.html,WAL G.,SAGAR CHIFFON SLEEVE MIDI DRESS , Cocktail dress / Party dress,Cocktail Dresses,Â£35.99,black,--,--,"Chiffon, Jersey",--,"95% polyester, 5% elastane",--,"Do not tumble dry, machine wash at 30Â°C",--,Asymmetrical,--,Zip,Low-cut v-neck,Plain,Bust darts,WG021C0L3-Q11,Calf-length,"Sleeveless, short","39.5 "" (Size 10)",Bodycon,"Our model is 5' 9""  tall and is wearing size 10",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
trendy,trendy,0.263427766,7091,https://www.zalando.co.uk/cult-gaia-kisha-dress-cocktail-dress-party-dress-ink-cui21c00s-k11.html,Cult Gaia,KISHA DRESS , Cocktail dress / Party dress,Cocktail Dresses,Â£440.00,blue,--,--,Jersey,--,"50% acetate, 45% viscose, 5% elastane",--,Dry cleaning,--,--,--,Laces,Backless,Plain,Adjustable straps,CUI21C00S-K11,Calf-length,Spaghetti straps,"53.0 "" (Size S)",Slim Fit,"Our model is 5' 10""  tall and is wearing size S",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
classic,classic,0.8227778729999999,2214,https://www.zalando.co.uk/massimo-dutti-mit-volants-day-dress-beige-m3i21c0i7-b11.html,Massimo Dutti,MIT VOLANTS  , Day dress,summer-dresses,Â£119.00,off-white,--,--,--,--,"82% viscose, 11% wool, 6% polyester, 1% elastane",--,--,--,--,--,--,Low-cut v-neck,Plain,Crochet Detailing,M3I21C0I7-B11,Calf-length,Long,"51.5 "" (Size M)",Regular Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
classic,classic,0.164351959,137,https://www.zalando.co.uk/vero-moda-vmdino-calf-dress-day-dress-navy-ve121c37h-k11.html,Vero Moda,VMDINO CALF DRESS , Day dress,summer-dresses,Â£43.99,navy,--,--,--,--,100% polyester,100% polyester,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Standing collar,--,--,Button,--,Plain,Slip,VE121C37H-K11,Calf-length,"18.5 "" (Size S)","43.0 "" (Size S)",Regular Fit,"Our model is 5' 10""  tall and is wearing size S","17.0 "" (Size S)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
girly,alternative,0.223350308,1360,https://www.zalando.co.uk/jdy-jdydodo-beltdress-day-dress-dusk-blue-jy121c0qn-k11.html,JDY,JDYDODO BELTDRESS , Day dress,summer-dresses,Â£18.99,pastel blue,--,--,Jersey,--,"96% polyester, 4% elastane",--,"Do not tumble dry, machine wash at 30Â°C",--,--,--,--,Scoop neck,--,"Belt included, border",JY121C0QN-K11,Short,Short,"35.5 "" (Size S)",Regular Fit,"Our model is 5' 10""  tall and is wearing size S",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
trendy,trendy,0.281104246,2126,https://www.zalando.co.uk/capsule-by-simply-be-poppy-day-dress-redblack-cas21c03i-g11.html,CAPSULE by Simply Be,POPPY , Day dress,summer-dresses,Â£30.59,black/red,--,--,--,--,100% viscose,--,"Machine wash at 40Â°C, do not tumble dry",Standing collar,--,--,--,V-neck,Floral,--,CAS21C03I-G11,Calf-length,"23.5 "" (Size 16)","53.0 "" (Size 16)",Regular Fit,--,"17.5 "" (Size 16)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
trendy,girly,0.16191623900000002,1030,https://www.zalando.co.uk/vila-viclarette-v-neck-ankle-dress-day-dress-cloud-dancerpink-v1021c2yk-a11.html,Vila,VICLARETTE V NECK ANKLE DRESS , Day dress,summer-dresses,Â£59.99,white/pink,--,--,Chiffon,Semi-sheer,100% polyester,--,Machine wash at 30Â°C,--,--,--,--,Cache-coeur,Floral,"Elasticated waist, belt included, slip",V1021C2YK-A11,Long,"18.5 "" (Size 8)","55.0 "" (Size 8)",Regular Fit,"Our model is 5' 10""  tall and is wearing size 8",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
casual chic,casual chic,0.04172122,5840,https://www.zalando.co.uk/mamalicious-mlcorina-dress-day-dress-black-m6429f0xi-q11.html,MAMALICIOUS,MLCORINA DRESS , Day dress,summer-dresses,Â£43.99,black,--,--,Satin,--,100% polyester,--,"Machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,--,V-neck,Floral,Bust darts,M6429F0XI-Q11,Knee-length,Long,--,Regular Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
classic,classic,0.368638943,1095,https://www.zalando.co.uk/esprit-dresses-day-dress-navy-es121c220-k11.html,Esprit,DRESSES , Day dress,summer-dresses,Â£50.99,navy,--,--,--,--,"60% viscose, 40% polyamide",--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Standing collar,--,--,--,Low-cut v-neck,Marl,"Belt included, inseam pockets",ES121C220-K11,Knee-length,Short,"38.5 "" (Size 8)",Loose Fit,--,"14.0 "" (Size 8)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
sporty,sporty,0.703139847,3462,https://www.zalando.co.uk/g-star-ilou-zip-hdd-sw-dress-wmn-ls-day-dress-gs121c06l-q11.html,G-Star,ILOU ZIP HDD SW DRESS WMN L/S , Day dress,summer-dresses,Â£74.99,black,--,--,Sweat,--,100% cotton,--,"Machine wash at 40Â°C, do not tumble dry",Hood,--,--,--,--,--,"Zip fastening, elasticated waist",GS121C06L-Q11,Short,"25.5 "" (Size S)","33.0 "" (Size S)",Wide cut,"Our model is 5' 9""  tall and is wearing size S",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
sporty,sporty,0.386756276,1939,https://www.zalando.co.uk/in-the-style-stacey-solomon-day-dress-brown-i0421c01n-o11.html,IN THE STYLE,STACEY SOLOMON  , Day dress,summer-dresses,Â£42.99,brown,--,--,Sweat,--,100% cotton,--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,--,Crew neck,Plain,Belt included,I0421C01N-O11,Extra short,"21.5 "" (Size 8)","31.0 "" (Size 8)",Regular Fit,"Our model is 5' 10""  tall and is wearing size 8",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
sporty,sporty,0.385092638,3891,https://www.zalando.co.uk/superdry-day-dress-glacier-grey-marl-su221c0op-c11.html,Superdry,Day dress,,summer-dresses,Â£54.99,grey,--,--,"Rib, Sweat",--,"59% cotton, 41% polyester",--,"Do not bleach, do not tumble dry",--,--,--,--,Crew neck,Print,"Border, elasticated waist, embroidery",SU221C0OP-C11,Short,Long,--,Regular Fit,--,--,--,--,--,--,--,--,"59% cotton, 41% polyester",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
classic,classic,0.9668591209999999,1066,https://www.zalando.co.uk/moss-copenhagen-lillis-morocco-dress-day-dress-black-m0y21c088-q11.html,Moss Copenhagen,LILLIS MOROCCO DRESS , Day dress,summer-dresses,Â£89.99,black,--,--,Chiffon,--,100% viscose,--,"Do not tumble dry, machine wash at 30Â°C",--,--,--,--,Low-cut v-neck,Floral,Belt included,M0Y21C088-Q11,Calf-length,"25.5 "" (Size S)","50.5 "" (Size S)",Regular Fit,"Our model is 5' 10""  tall and is wearing size S","17.5 "" (Size S)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
trendy,trendy,0.357677976,6774,https://www.zalando.co.uk/diane-von-furstenberg-silvie-dress-cocktail-dress-party-dress-arrow-head-medium-cabernet-df221c0aq-g11.html,Diane von Furstenberg,SILVIE DRESS , Cocktail dress / Party dress,Cocktail Dresses,Â£420.00,bordeaux,--,--,Mesh,Semi-sheer,100% nylon,100% nylon,Dry clean only,--,--,--,Belt,Cache-coeur,--,"Belt included, slip",DF221C0AQ-G11,Knee-length,"25.0 "" (Size S)","46.5 "" (Size S)",Slim Fit,"Our model is 5' 11""  tall and is wearing size S",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
casual chic,casual chic,0.6967211740000001,3671,https://www.zalando.co.uk/mamalicious-mlday-midi-dress-day-dress-black-m6429f0vh-q12.html,MAMALICIOUS,MLDAY MIDI DRESS , Day dress,summer-dresses,Â£39.99,multi-coloured,--,--,--,--,100% polyester,--,"Machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,--,Cache-coeur,Floral,"Belt included, bust darts",M6429F0VH-Q12,Calf-length,"24.0 "" (Size S)","46.0 "" (Size S)",Regular Fit,"Our model is 5' 11""  tall and is wearing size S","14.0 "" (Size S)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
sporty,sporty,0.277200061,4184,https://www.zalando.co.uk/calvin-klein-modern-hybrid-day-dress-moccasin-6ca21c053-b11.html,Calvin Klein,MODERN HYBRID  , Day dress,summer-dresses,Â£90.99,sand,--,--,Sweat,--,"64% cotton, 36% polyester",--,Machine wash at 30Â°C,Standing collar,--,--,Zip,--,Plain,Inseam pockets,6CA21C053-B11,Extra short,"24.0 "" (Size S)","34.5 "" (Size S)",Regular Fit,"Our model is 5' 10""  tall and is wearing size S",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
girly,girly,0.632632381,7388,https://www.zalando.co.uk/lace-and-beads-tall-occasion-wear-grey-lad21c01x-k11.html,Lace & Beads Tall,RUHI MIDI , Cocktail dress / Party dress,Cocktail Dresses,Â£74.99,silver,--,--,"Jersey, tulle",--,100% polyester,100% polyester,"Do not tumble dry, Hand wash only",--,--,--,Zip,Low-cut v-neck,Plain,"Adjustable straps, sequins",LAD21C01X-K11,Calf-length,Spaghetti straps,"44.0 "" (Size 8)",Regular Fit,--,--,--,--,--,100% polyester,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
edgy,casual chic,0.23074077,1246,https://www.zalando.co.uk/edc-by-esprit-crepe-day-dress-black-ed121c0xf-q11.html,edc by Esprit,CREPE , Day dress,summer-dresses,Â£43.99,black,--,--,--,Semi-sheer,"95% viscose, 5% elastane",--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,Laces,V-neck,Plain,--,ED121C0XF-Q11,Short,"25.0 "" (Size S)","35.5 "" (Size S)",Regular Fit,"Our model is 5' 10""  tall and is wearing size S","13.5 "" (Size S)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
classic,classic,0.58187208,2599,https://www.zalando.co.uk/capsule-by-simply-be-spot-pleated-dress-with-collar-day-dress-blackwhite-cas21c03l-q11.html,CAPSULE by Simply Be,SPOT PLEATED DRESS WITH COLLAR , Day dress,summer-dresses,Â£38.99,black/white,--,--,--,--,100% polyester,100% polyester,"Machine wash at 40Â°C, do not tumble dry, Machine wash on gentle cycle",Volant collar,--,--,Button,--,Animal print,"Bust darts, slip, bow",CAS21C03L-Q11,Calf-length,"20.5 "" (Size 16)","43.5 "" (Size 16)",Loose Fit,--,"15.0 "" (Size 16)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
casual chic,casual chic,0.225458054,4252,https://www.zalando.co.uk/andiata-edla-dress-day-dress-cashew-beige-a4l21c000-b11.html,ANDIATA,EDLA DRESS , Day dress,summer-dresses,Â£289.99,sand,--,--,Rib,--,"90% wool, 10% cashmere",--,"Do not tumble dry, Hand wash only",--,--,--,--,Crew neck,Marl,Belt included,A4L21C000-B11,Calf-length,"25.0 "" (Size S)","47.0 "" (Size S)",Slim Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
alternative,sporty,0.5012022970000001,1057,https://www.zalando.co.uk/jdy-jdymathilde-dress-day-dress-black-jy121c0hd-q11.html,JDY,JDYMATHILDE DRESS , Day dress,summer-dresses,Â£23.99,black,--,--,Sweat,--,"65% polyester, 35% cotton",--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,--,Crew neck,Plain,--,JY121C0HD-Q11,Short,"25.0 "" (Size S)","32.5 "" (Size S)",Regular Fit,"Our model is 5' 9""  tall and is wearing size S",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
alternative,classic,0.36395980299999997,2426,https://www.zalando.co.uk/diane-von-furstenberg-nella-day-dress-blue-df221c0bi-k11.html,Diane von Furstenberg,NELLA , Day dress,summer-dresses,Â£420.00,navy,--,--,--,--,100% polyester,--,Dry clean only,Standing collar,--,--,Zip,--,Print,Bust darts,DF221C0BI-K11,Calf-length,Elbow length,"46.0 "" (Size 8)",Regular Fit,"Our model is 5' 10""  tall and is wearing size 8","15.0 "" (Size 8)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
alternative,alternative,0.573823995,2932,https://www.zalando.co.uk/superdry-day-dress-ochre-su221c0nu-b11.html,Superdry,Day dress,,summer-dresses,Â£48.99,orange,--,--,--,--,100% viscose,--,"Do not tumble dry, Do not bleach",--,--,Side pockets,Drawstring fastening,Backless,Print,"Adjustable straps, tassels",SU221C0NU-B11,Calf-length,Spaghetti straps,--,Slim Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
casual chic,alternative,0.430883239,3265,https://www.zalando.co.uk/only-carmakoma-carlollilise-day-dress-sky-captain-ona21e0fp-q11.html,ONLY Carmakoma,CARLOLLILISE , Day dress,summer-dresses,Â£28.04,black multi-coloured,--,--,--,--,100% viscose,--,"Do not tumble dry, machine wash at 30Â°C, A shrinkage of up to 5% may occur",Standing collar,--,--,--,Low-cut v-neck,Floral,Bust darts,ONA21E0FP-Q11,Short,"20.5 "" (Size 16)","38.0 "" (Size 16)",Regular Fit,"Our model is 5' 9""  tall and is wearing size 16","15.5 "" (Size 16)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
girly,girly,0.5410442839999999,6097,https://www.zalando.co.uk/vila-vimilia-pearl-ankle-dress-occasion-wear-cloud-dancer-white-v1021c2y9-a11.html,Vila,VIMILIA PEARL ANKLE DRESS , Occasion wear,Occasion dresses,Â£89.99,white,--,--,Tulle,--,100% nylon,100% polyester,Hand wash only,--,--,--,Button,Backless,Plain,"Adjustable straps, slip, rhinestones",V1021C2Y9-A11,Long,Spaghetti straps,"59.0 "" (Size 10)",Regular Fit,"Our model is 5' 10""  tall and is wearing size 10",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
girly,girly,0.7132700820000001,1113,https://www.zalando.co.uk/monki-thora-dress-day-dress-retropastel-moq21c0bu-t11.html,Monki,Day dress,,summer-dresses,Â£31.00,pastel yellow,--,--,--,--,100% polyester,--,--,--,--,--,Button,Crew neck,Floral,--,MOQ21C0BU-T11,Calf-length,Long,"42.5 "" (Size S)",Regular Fit,--,"15.5 "" (Size S)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
girly,girly,0.496725496,4434,https://www.zalando.co.uk/summery-copenhagen-thea-long-dress-day-dress-shell-pink-cec21c040-h11.html,SUMMERY Copenhagen,THEA DRESS , Day dress,summer-dresses,Â£209.99,pink,--,--,--,--,"60% cotton, 40% viscose",--,Machine wash at 30Â°C,--,--,--,--,Square neck,--,--,CEC21C040-H11,Calf-length,Short,"47.0 "" (Size S)",Regular Fit,"Our model is 5' 10""  tall and is wearing size S","14.0 "" (Size S)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
sporty,sporty,0.9759035309999999,1227,https://www.zalando.co.uk/moss-copenhagen-ima-dress-day-dress-wistfull-mauve-m0y21c08d-q11.html,Moss Copenhagen,IMA DRESS , Jersey dress,summer-dresses,Â£48.74,purple,--,--,Jersey,--,"72% viscose, 23% polyester, 5% elastane",--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,--,Crew neck,Plain,--,M0Y21C08D-Q11,Short,"25.0 "" (Size S/M)","35.0 "" (Size S/M)",Loose Fit,"Our model is 5' 10""  tall and is wearing size S/M",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
casual chic,casual chic,0.49341016,1742,https://www.zalando.co.uk/soliver-day-dress-black-so221c13e-q11.html,s.Oliver,Day dress,,summer-dresses,Â£69.99,black,--,--,Mesh,--,"98% polyester, 2% elastane",100% polyester,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,Button,Crew neck,Print,Slip,SO221C13E-Q11,Calf-length,"25.0 "" (Size 10)","48.5 "" (Size 10)",Regular Fit,"Our model is 5' 9""  tall and is wearing size 10",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
casual chic,casual chic,0.9674781290000001,1830,https://www.zalando.co.uk/vero-moda-vmcaitlynn-day-dress-black-graphic-ve121c2jm-q13.html,Vero Moda,VMCAITLYNN DRESS BELT , Day dress,summer-dresses,Â£39.99,black,--,--,Chiffon,--,100% polyester,--,"Do not tumble dry, machine wash at 30Â°C",Standing collar,--,--,Button,--,--,Belt included,VE121C2JM-Q13,Knee-length,"25.5 "" (Size S)","41.0 "" (Size S)",Regular Fit,"Our model is 5' 9""  tall and is wearing size S","14.0 "" (Size S)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
classic,sporty,0.077406303,1421,https://www.zalando.co.uk/jdy-jdyivy-mathilde-dress-day-dress-cashmere-blue-jy121c0px-k11.html,JDY,JDYIVY MATHILDE DRESS , Day dress,summer-dresses,Â£16.14,pastel blue,--,--,Sweat,--,"62% cotton, 38% polyester",--,"Machine wash at 40Â°C, do not tumble dry, A shrinkage of up to 5% may occur",--,--,--,--,Crew neck,Plain,--,JY121C0PX-K11,Short,"25.5 "" (Size S)","33.5 "" (Size S)",Loose Fit,"Our model is 5' 9""  tall and is wearing size S",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
unknown,trendy,0.023225894,4392,https://www.zalando.co.uk/roksanda-emina-dress-day-dress-blackoatmealcoral-r9821c01u-b11.html,Roksanda,EMINA DRESS , Day dress,summer-dresses,"Â£1,695.00",black multi-coloured,--,--,--,--,100% wool,--,Dry clean only,--,--,--,Zip,V-neck,--,"Inseam pockets, bust darts",R9821C01U-B11,Calf-length,Sleeveless,--,Regular Fit,"Our model is 5' 10""  tall and is wearing size 10","14.5 "" (Size 10)",--,--,--,--,"87% polyester, 9% viscose, 4% elastane",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
trendy,trendy,0.984131347,1678,https://www.zalando.co.uk/abercrombie-and-fitch-day-dress-black-a0f21c09q-q11.html,Abercrombie & Fitch,Day dress,,summer-dresses,Â£89.99,black multi-coloured,--,--,--,--,100% polyester,100% polyester,Machine wash at 30Â°C,--,--,--,--,Backless,Floral,"Bust darts, adjustable straps",A0F21C09Q-Q11,Calf-length,Spaghetti straps,"53.0 "" (Size S)",Slim Fit,"Our model is 5' 10""  tall and is wearing size S","14.0 "" (Size S)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
girly,girly,0.9382062240000001,6929,https://www.zalando.co.uk/adrianna-papell-beaded-trapeze-dress-cocktail-dress-party-dress-candied-ginger-ad421c0eu-j11.html,Adrianna Papell,BEADED TRAPEZE DRESS , Cocktail dress / Party dress,Cocktail Dresses,Â£244.99,dusty pink,--,--,Tulle,--,100% polyester,100% polyester,"Do not tumble dry, Do not wash",--,--,--,Hook fasteningÂ ,Crew neck,--,"Bust darts, slip, sequins, rhinestones",AD421C0EU-J11,Short,Sleeveless,"33.5 "" (Size 8)",Regular Fit,"Our model is 5' 10""  tall and is wearing size 8",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
