Style options,Styles,Random order,Original order,,link,heading1,description,day dress,category,price,color,Bottom part material,Contains non-textile parts of animal origin,Fabric,Sheer,Outer fabric material,Lining,Care instructions,Collar,Cut,Pockets,Fastening,Neckline,Pattern,Details,Article number,Length,Sleeve length,Total length,Fit,Our model's height,Back width,Sleeve length,Jacket length,Top part material,Filling,Insert material,Sleeves material,Back material,Middle part material,Outer leg length,Licensed characters,Front material,Sport,,,,,,,,,,,,,,,,,
,,0.645202931,3295,https://www.zalando.co.uk/superdry-day-dress-black-su221c0py-q11.html,https://www.zalando.co.uk/superdry-day-dress-black-su221c0py-q11.html,Superdry,Day dress,,summer-dresses,Â£80.00,black,--,--,--,--,100% lyocell,--,"Do not bleach, do not tumble dry",--,--,--,Zip,Crew neck,Plain,--,SU221C0PY-Q11,Short,Elbow length,--,Regular Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,,0.819170966,3994,https://www.zalando.co.uk/twist-and-tango-nimue-dress-day-dress-black-tw121c022-q11.html,https://www.zalando.co.uk/twist-and-tango-nimue-dress-day-dress-black-tw121c022-q11.html,Twist & Tango,NIMUE DRESS , Day dress,summer-dresses,Â£159.99,black/white,--,--,--,--,"97% polyester, 3% elastane",--,"Do not tumble dry, machine wash at 30Â°C",--,--,--,Zip,Backless,Polka dot,Shoulder pads,TW121C022-Q11,Calf-length,"26.0 "" (Size S)","45.0 "" (Size S)",Slim Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,,0.101993113,7375,https://www.zalando.co.uk/missguided-plus-front-keyhole-dress-jersey-dress-black-m0u21c0a5-q11.html,https://www.zalando.co.uk/missguided-plus-front-keyhole-dress-jersey-dress-black-m0u21c0a5-q11.html,Missguided Plus,FRONT KEYHOLE DRESS , Jersey dress,Cocktail Dresses,Â£24.99,black,--,--,"Jersey, Lace",--,"95% polyester, 5% elastane",--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Standing collar,--,--,Button,Crew neck,Plain,--,M0U21C0A5-Q11,Short,Short,"35.5 "" (Size 16)",Slim Fit,"Our model is 5' 10""  tall and is wearing size 16","14.0 "" (Size 16)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,,0.046435547,1265,https://www.zalando.co.uk/superdry-day-dress-gold-metallic-su221c0qa-f11.html,https://www.zalando.co.uk/superdry-day-dress-gold-metallic-su221c0qa-f11.html,Superdry,LIMITED EDITION METALLIC MIDI , Day dress,summer-dresses,Â£85.00,gold,--,--,Lace,--,"85% cotton, 15% metal",--,"Do not bleach, do not tumble dry",--,--,Side pockets,Zip,Crew neck,Striped,--,SU221C0QA-F11,Calf-length,Short,--,Regular Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,,0.370594639,219,https://www.zalando.co.uk/vila-petite-vikawa-dress-day-dress-old-rose-vip21c03o-j11.html,https://www.zalando.co.uk/vila-petite-vikawa-dress-day-dress-old-rose-vip21c03o-j11.html,VILA PETITE,VIKAWA DRESS , Day dress,summer-dresses,Â£39.99,dusty pink,--,--,Jersey,--,"95% polyester, 5% elastane",100% polyester,Machine wash at 30Â°C,--,--,--,--,Low-cut v-neck,Plain,"Slip, embroidery",VIP21C03O-J11,Short,"23.0 "" (Size S)","33.0 "" (Size S)",Loose Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,,0.439279724,6809,https://www.zalando.co.uk/closet-cocktail-dress-party-dress-lilac-cl921c0uk-i11.html,https://www.zalando.co.uk/closet-cocktail-dress-party-dress-lilac-cl921c0uk-i11.html,Closet,Cocktail dress / Party dress,,Cocktail Dresses,Â£89.99,pastel purple,--,--,--,--,100% viscose,--,"Do not tumble dry, machine wash at 30Â°C",--,--,--,Button,Low-cut v-neck,Floral,--,CL921C0UK-I11,Knee-length,"22.5 "" (Size 10)","39.0 "" (Size 10)",Slim Fit,"Our model is 5' 10""  tall and is wearing size 10","14.0 "" (Size 10)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,,0.324553928,1027,https://www.zalando.co.uk/in-the-style-billie-suzie-leopard-wrap-midi-dress-day-dress-brown-i0421c015-c11.html,https://www.zalando.co.uk/in-the-style-billie-suzie-leopard-wrap-midi-dress-day-dress-brown-i0421c015-c11.html,IN THE STYLE,BILLIE SUZIE LEOPARD WRAP MIDI DRESS , Day dress,summer-dresses,Â£46.99,brown,--,--,--,--,100% polyester,--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,Laces,Cache-coeur,Animal print,Bow,I0421C015-C11,Knee-length,"24.0 "" (Size 8)","44.5 "" (Size 8)",Regular Fit,--,"14.5 "" (Size 8)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,,0.63213788,7185,https://www.zalando.co.uk/n21-cocktail-dress-party-dress-black-n3121c021-q11.html,https://www.zalando.co.uk/n21-cocktail-dress-party-dress-black-n3121c021-q11.html,NÂ°21,Cocktail dress / Party dress,,Cocktail Dresses,Â£660.00,black,--,--,--,--,"69% acetate, 31% silk",--,Dry clean only,--,--,--,Button,--,--,"Bust darts, bow",N3121C021-Q11,Short,"23.5 "" (Size 10)","37.5 "" (Size 10)",Regular Fit,"Our model is 5' 10""  tall and is wearing size 10","16.0 "" (Size 10)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,,0.11093174,7163,https://www.zalando.co.uk/milly-atalie-3d-floral-dress-cocktail-dress-party-dress-white-m1221c04a-a11.html,https://www.zalando.co.uk/milly-atalie-3d-floral-dress-cocktail-dress-party-dress-white-m1221c04a-a11.html,Milly,ATALIE 3D FLORAL DRESS , Cocktail dress / Party dress,Cocktail Dresses,Â£359.99,white,--,--,Lace,--,100% polyester,"97% polyester, 3% elastane",Dry cleaning,--,--,--,Zip,Low-cut v-neck,Plain,"Bust darts, slip",M1221C04A-A11,Extra short,Short,--,Slim Fit,"Our model is 5' 10""  tall and is wearing size 8",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,,0.571941677,1673,https://www.zalando.co.uk/cream-crlumas-long-day-dress-multi-coloured-cr221c0nh-t11.html,https://www.zalando.co.uk/cream-crlumas-long-day-dress-multi-coloured-cr221c0nh-t11.html,Cream,CRLUMAS LONG , Day dress,summer-dresses,Â£99.99,multi-coloured,--,--,--,--,100% viscose,--,--,Turn-down collar,--,--,Button,--,Print,Inseam pockets,CR221C0NH-T11,Calf-length,"26.0 "" (Size 10)","47.0 "" (Size 10)",Regular Fit,"Our model is 5' 9""  tall and is wearing size 10","19.5 "" (Size 10)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,,0.819899577,1860,https://www.zalando.co.uk/selected-femme-slfkofi-midi-dress-day-dress-sandshell-se521c13i-b11.html,https://www.zalando.co.uk/selected-femme-slfkofi-midi-dress-day-dress-sandshell-se521c13i-b11.html,Selected Femme,SLFKOFI MIDI DRESS , Day dress,summer-dresses,Â£69.99,off-white,--,--,Sweat,--,"60% cotton, 40% polyester",--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Turn-down collar,--,--,--,--,Plain,--,SE521C13I-B11,Calf-length,"25.0 "" (Size 10)","45.5 "" (Size 10)",Loose Fit,"Our model is 5' 10""  tall and is wearing size 10",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,,0.500041202,2147,https://www.zalando.co.uk/kaffe-kagrena-dress-day-dress-blueyellow-flowers-print-ka321c0sg-k11.html,https://www.zalando.co.uk/kaffe-kagrena-dress-day-dress-blueyellow-flowers-print-ka321c0sg-k11.html,Kaffe,KAGRENA DRESS , Day dress,summer-dresses,Â£69.99,black multi-coloured,--,--,--,--,100% viscose,--,--,--,--,--,--,Low-cut v-neck,Floral,Inseam pockets,KA321C0SG-K11,Calf-length,Elbow length,"46.0 "" (Size 10)",Loose Fit,"Our model is 5' 10""  tall and is wearing size 10","19.0 "" (Size 10)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,,0.447546594,2762,https://www.zalando.co.uk/moves-misanta-day-dress-dazzling-blue-mod21c07t-k11.html,https://www.zalando.co.uk/moves-misanta-day-dress-dazzling-blue-mod21c07t-k11.html,Moves,MISANTA , Day dress,summer-dresses,Â£74.99,navy,--,--,--,--,"78% polyester, 22% metal",--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,Zip,Low-cut v-neck,Floral,--,MOD21C07T-K11,Short,"25.0 "" (Size 8)","34.5 "" (Size 8)",Regular Fit,"Our model is 5' 10""  tall and is wearing size 8","14.0 "" (Size 8)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,,0.43368368,3753,https://www.zalando.co.uk/hofmann-copenhagen-josie-day-dress-rose-dust-0hc21c02o-j11.html,https://www.zalando.co.uk/hofmann-copenhagen-josie-day-dress-rose-dust-0hc21c02o-j11.html,Hofmann Copenhagen,JOSIE , Day dress,summer-dresses,Â£264.99,pink,--,--,--,--,100% viscose,100% polyester,"Do not tumble dry, machine wash at 30Â°C, A shrinkage of up to 5% may occur, Machine wash on gentle cycle",Standing collar,--,--,Laces,--,Floral,"Inseam pockets, slip, border",0HC21C02O-J11,Extra short,"23.0 "" (Size 8)","33.0 "" (Size 8)",Loose Fit,"Our model is 5' 10""  tall and is wearing size 8","17.5 "" (Size 8)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,,0.011877227,7386,https://www.zalando.co.uk/marc-cain-cocktail-dress-party-dress-lip-gloss-m4r21c06t-j11.html,https://www.zalando.co.uk/marc-cain-cocktail-dress-party-dress-lip-gloss-m4r21c06t-j11.html,Marc Cain,Cocktail dress / Party dress,,Cocktail Dresses,Â£254.99,pink,--,--,--,--,"60% polyester, 40% cotton",--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,--,Crew neck,Plain,Inseam pockets,M4R21C06T-J11,Knee-length,"23.0 "" (Size 8)","39.0 "" (Size 8)",Loose Fit,--,"21.5 "" (Size 8)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,,0.825951609,1217,https://www.zalando.co.uk/pieces-pckeba-midi-dress-day-dress-sky-captain-pe321c18q-k11.html,https://www.zalando.co.uk/pieces-pckeba-midi-dress-day-dress-sky-captain-pe321c18q-k11.html,Pieces,PCKEBA MIDI DRESS , Day dress,summer-dresses,Â£34.99,black multi-coloured,--,--,--,--,100% polyester,--,--,Standing collar,--,--,Button,--,Floral,Bust darts,PE321C18Q-K11,Calf-length,"25.5 "" (Size S)","48.5 "" (Size S)",Loose Fit,"Our model is 5' 9""  tall and is wearing size S","16.5 "" (Size S)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,,0.439942168,4530,https://www.zalando.co.uk/mango-day-dress-blauw-m9121c5i0-k11.html,https://www.zalando.co.uk/mango-day-dress-blauw-m9121c5i0-k11.html,Mango,JULES , Day dress,summer-dresses,Â£35.99,blue,--,--,--,--,100% viscose,--,"Do not tumble dry, machine wash at 30Â°C",--,--,--,Button,Low-cut v-neck,Print,--,M9121C5I0-K11,Short,Long,--,Regular Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,,0.71130738,5694,https://www.zalando.co.uk/jdy-jdyjoline-puff-below-knee-dress-day-dress-blackmulticolor-jy121c0g9-q11.html,https://www.zalando.co.uk/jdy-jdyjoline-puff-below-knee-dress-day-dress-blackmulticolor-jy121c0g9-q11.html,JDY,JDYJOLINE PUFF BELOW KNEE DRESS , Day dress,summer-dresses,Â£22.09,black/white,--,--,--,--,100% polyester,100% polyester,"Do not tumble dry, machine wash at 30Â°C, A shrinkage of up to 5% may occur, Machine wash on gentle cycle",--,--,--,Laces,V-neck,Checked,Slip,JY121C0G9-Q11,Calf-length,"24.0 "" (Size 8)","44.0 "" (Size 8)",Regular Fit,"Our model is 5' 9""  tall and is wearing size 8","14.0 "" (Size 8)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,,0.519395642,6649,https://www.zalando.co.uk/iro-anza-day-dress-black-multi-coloured-ir221c04q-q11.html,https://www.zalando.co.uk/iro-anza-day-dress-black-multi-coloured-ir221c04q-q11.html,Iro,ANZA , Cocktail dress / Party dress,Cocktail Dresses,Â£489.99,black multi-coloured,--,--,Chiffon,--,100% viscose,100% viscose,Dry clean only,--,--,--,Zip,Crew neck,Print,Slip,IR221C04Q-Q11,Knee-length,Elbow length,"45.0 "" (Size 10)",Regular Fit,"Our model is 5' 10""  tall and is wearing size 10",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,,0.478756718,2712,https://www.zalando.co.uk/vero-moda-curve-vmellie-waistcoat-day-dress-black-vee21g01z-q11.html,https://www.zalando.co.uk/vero-moda-curve-vmellie-waistcoat-day-dress-black-vee21g01z-q11.html,Vero Moda Curve,VMELLIE WAISTCOAT , Day dress,summer-dresses,Â£47.99,black,--,--,--,--,"65% polyester, 35% cotton",--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Lapel collar,--,--,Button,--,Plain,"Belt included, inseam pockets",VEE21G01Z-Q11,Short,Extra short,"39.0 "" (Size 16)",Regular Fit,--,"14.0 "" (Size 16)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,,0.471867238,6340,https://www.zalando.co.uk/dkny-pleated-v-neck-gown-occasion-wear-navy-combo-dk121c0eh-k11.html,https://www.zalando.co.uk/dkny-pleated-v-neck-gown-occasion-wear-navy-combo-dk121c0eh-k11.html,DKNY,PLEATED GOWN , Occasion wear,Occasion dresses,Â£349.99,navy,--,--,Satin,--,100% polyester,--,Dry clean only,--,--,--,Zip,Cache-coeur,--,Belt included,DK121C0EH-K11,Long,Sleeveless,"55.5 "" (Size 8)",Regular Fit,--,"18.0 "" (Size 8)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,,0.425626123,3345,https://www.zalando.co.uk/g-star-graphic-loose-dress-day-dress-black-gs121c0de-q11.html,https://www.zalando.co.uk/g-star-graphic-loose-dress-day-dress-black-gs121c0de-q11.html,G-Star,GRAPHIC LOOSE DRESS , Day dress,summer-dresses,Â£104.99,black,--,--,Sweat,--,"60% cotton, 40% polyester",--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Hood,--,--,--,--,Plain,--,GS121C0DE-Q11,Knee-length,"25.0 "" (Size S)","37.5 "" (Size S)",Loose Fit,"Our model is 5' 9""  tall and is wearing size S",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,,0.311564941,5755,https://www.zalando.co.uk/vero-moda-vmfallie-day-dress-ve121c1yh-q11.html,https://www.zalando.co.uk/vero-moda-vmfallie-day-dress-ve121c1yh-q11.html,Vero Moda,VMFALLIE , Day dress,summer-dresses,Â£35.99,black multi-coloured,--,--,--,--,100% polyester,--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Turn-down collar,--,--,Button,--,Floral,Bust darts,VE121C1YH-Q11,Knee-length,"22.5 "" (Size S)","39.5 "" (Size S)",Fitted waist,"Our model is 5' 9""  tall and is wearing size S","15.0 "" (Size S)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,,0.796221127,6348,https://www.zalando.co.uk/needle-and-thread-bodice-ankle-gown-occasion-wear-petal-pink-nt521c0fd-j11.html,https://www.zalando.co.uk/needle-and-thread-bodice-ankle-gown-occasion-wear-petal-pink-nt521c0fd-j11.html,Needle & Thread,BODICE ANKLE GOWN , Occasion wear,Occasion dresses,Â£279.99,pastel pink,--,--,Tulle,--,100% polyester,100% polyester,Dry clean only,--,--,--,Zip,Crew neck,Floral,"Bust darts, slip, border, embroidery",NT521C0FD-J11,Long,Short,"53.5 "" (Size 8)",Regular Fit,"Our model is 5' 10""  tall and is wearing size 8","14.5 "" (Size 8)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,,0.759000308,7376,https://www.zalando.co.uk/missguided-ruched-open-back-dress-cocktail-dress-party-dress-khaki-m0q21c205-o11.html,https://www.zalando.co.uk/missguided-ruched-open-back-dress-cocktail-dress-party-dress-khaki-m0q21c205-o11.html,Missguided,RUCHED OPEN BACK DRESS , Cocktail dress / Party dress,Cocktail Dresses,Â£27.99,army green,--,--,Tulle,--,"95% polyester, 5% elastane",100% polyester,Hand wash only,--,--,--,--,Backless,Plain,"Adjustable straps, slip",M0Q21C205-O11,Extra short,Spaghetti straps,"30.5 "" (Size 8)",Bodycon,"Our model is 5' 10""  tall and is wearing size 8",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,,0.661238638,931,https://www.zalando.co.uk/desigual-veronica-day-dress-scarlet-de121c0zj-g11.html,https://www.zalando.co.uk/desigual-veronica-day-dress-scarlet-de121c0zj-g11.html,Desigual,VERONICA , Day dress,summer-dresses,Â£84.99,black multi-coloured,--,--,Rib,--,"95% viscose, 5% elastane",--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,--,Low-cut v-neck,Floral,--,DE121C0ZJ-G11,Short,"26.5 "" (Size M)","33.0 "" (Size M)",Slim Fit,"Our model is 5' 10""  tall and is wearing size M",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,,0.417252954,3691,https://www.zalando.co.uk/superdry-superdry-summer-stripe-maxi-dress-jersey-dress-su221c0j0-k11.html,https://www.zalando.co.uk/superdry-superdry-summer-stripe-maxi-dress-jersey-dress-su221c0j0-k11.html,Superdry,SUPERDRY SUMMER STRIPE MAXI DRESS , Day dress,summer-dresses,From Â£33.99,navy,--,--,--,--,100% cotton,--,--,--,--,--,--,--,Striped,--,SU221C0J0-K11,--,Spaghetti straps,--,--,--,--,--,--,--,--,--,--,100% cotton,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,,0.478055987,4028,https://www.zalando.co.uk/liu-jo-jeans-abito-day-dress-nero-l2521c082-q11.html,https://www.zalando.co.uk/liu-jo-jeans-abito-day-dress-nero-l2521c082-q11.html,Liu Jo Jeans,ABITO , Day dress,summer-dresses,Â£114.99,black,--,--,Jersey,--,100% cotton,--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,--,V-neck,Plain,Decorative studs,L2521C082-Q11,Long,Short,"49.5 "" (Size S)",Regular Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,,0.702743515,7178,https://www.zalando.co.uk/supermom-dress-short-sleeve-allover-cocktail-dress-party-dress-sea-spray-s8629f04r-t11.html,https://www.zalando.co.uk/supermom-dress-short-sleeve-allover-cocktail-dress-party-dress-sea-spray-s8629f04r-t11.html,Supermom,DRESS SHORT SLEEVE ALLOVER  , Jersey dress,Cocktail Dresses,Â£42.99,black,"97% polyester, 3% elastane",--,"Jersey, satin",--,"58% polyester, 32% viscose, 10% elastane",--,--,--,--,--,--,Low-cut v-neck,Animal print,--,S8629F04R-T11,Calf-length,Short,"43.0 "" (Size S)",Regular Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,,0.976395341,6146,https://www.zalando.co.uk/needle-and-thread-snowdrop-gown-occasion-wear-pearl-rosechalk-nt521c0fb-a11.html,https://www.zalando.co.uk/needle-and-thread-snowdrop-gown-occasion-wear-pearl-rosechalk-nt521c0fb-a11.html,Needle & Thread,SNOWDROP GOWN , Occasion wear,Occasion dresses,Â£644.99,off-white,--,--,Tulle,--,100% polyester,100% polyester,Dry clean only,Standing collar,--,--,Button,--,--,"Belt included, slip, sequins, border",NT521C0FB-A11,Long,"23.5 "" (Size 8)","56.5 "" (Size 8)",Regular Fit,"Our model is 5' 10""  tall and is wearing size 8","15.0 "" (Size 8)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,,0.362852172,486,https://www.zalando.co.uk/massimo-dutti-day-dress-blue-m3i21c0gr-k11.html,https://www.zalando.co.uk/massimo-dutti-day-dress-blue-m3i21c0gr-k11.html,Massimo Dutti,Day dress,,summer-dresses,Â£99.95,blue,--,--,--,--,"55% cupro, 45% viscose","55% cupro, 45% viscose",--,--,--,--,--,Cache-coeur,Plain,"Bow, slip",M3I21C0GR-K11,Calf-length,Short,"51.5 "" (Size M)",Regular Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,,0.882111228,1570,https://www.zalando.co.uk/desigual-vest-my-mickey-day-dress-white-de121c0z3-a11.html,https://www.zalando.co.uk/desigual-vest-my-mickey-day-dress-white-de121c0z3-a11.html,Desigual,VEST MY MICKEY , Day dress,summer-dresses,Â£84.99,white,--,--,Jersey,Semi-sheer,100% cotton,--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,--,Crew neck,Print,--,DE121C0Z3-A11,Extra short,Short,"31.5 "" (Size S)",Regular Fit,--,--,--,--,--,--,--,--,--,--,--,Mickey Mouse and friends,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,,0.759308346,2983,https://www.zalando.co.uk/calvin-klein-jeans-plus-shrunken-dress-day-dress-black-c2q21c00g-q11.html,https://www.zalando.co.uk/calvin-klein-jeans-plus-shrunken-dress-day-dress-black-c2q21c00g-q11.html,Calvin Klein Jeans Plus,SHRUNKEN DRESS , Day dress,summer-dresses,Â£84.99,black,--,--,Sweat,--,100% cotton,--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Standing collar,--,--,--,--,Print,--,C2Q21C00G-Q11,Knee-length,"26.0 "" (Size 20/22)","37.5 "" (Size 20/22)",Regular Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,,0.585627753,7349,https://www.zalando.co.uk/needle-and-thread-tempest-midi-dress-cocktail-dress-party-dress-petal-pink-nt521c0ex-j11.html,https://www.zalando.co.uk/needle-and-thread-tempest-midi-dress-cocktail-dress-party-dress-petal-pink-nt521c0ex-j11.html,Needle & Thread,TEMPEST V,NECK BODICE MIDI DRESS ,Cocktail Dresses,Â£219.99,pastel pink,--,--,Tulle,--,100% polyester,--,Dry clean only,--,--,--,Zip,Cache-coeur,Plain,"Slip, sequins, border, embroidery",NT521C0EX-J11,Knee-length,"24.5 "" (Size 8)","39.5 "" (Size 8)",Regular Fit,"Our model is 5' 10""  tall and is wearing size 8","14.0 "" (Size 8)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,,0.601924568,6074,https://www.zalando.co.uk/love-copenhagen-lora-dress-cocktail-dress-party-dress-red-bud-l1g21c057-g11.html,https://www.zalando.co.uk/love-copenhagen-lora-dress-cocktail-dress-party-dress-red-bud-l1g21c057-g11.html,Love Copenhagen,LORA MAXI DRESS , Occasion wear,Occasion dresses,Â£139.99,bordeaux,--,--,Satin,--,100% polyester,--,--,--,--,--,Zip,Cache-coeur,Floral,"Belt included, bust darts, embroidery",L1G21C057-G11,Long,Short,"54.0 "" (Size 8)",Regular Fit,"Our model is 5' 10""  tall and is wearing size 8","15.0 "" (Size 8)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
