,cv_predicted,Style,Brand,"Dress name ",Price,Price Category,Color,Fabric,Outer fabric material,Lining,Care instructions,Collar,Cut,Fastening,Type of dress,Neckline,Consolidated Prints,Details,Dress length,Sleeve length,Consolidated sleeve length,Total length,Fit,Consolidated fit,Our model's height,Back width,Sheer?,Pockets?,Rhinestones?,Shoulderpads?,Backless?
869,girly,girly,WAL G.,"SONIA HALTER NECK MAXI DRESS ",64.99,2,pastel pink,Satin,"97% polyester, 3% elastane",100% polyester,"Do not tumble dry, machine wash at 30Â°C",Standing collar,Asymmetrical,Zip,Wrap dresses,Round neckline,Plain,"Bust darts, padded bust",Maxi/long,Sleeveless,Sleeveless,"61.0 "" (Size 10)",Slim Fit,Slim fit,"Our model is 5' 9""  tall and is wearing size 10","13.5 "" (Size 10)",No,No,No,No,Yes
870,trendy,trendy,Forever New,"OPAL BIAS COWL MIDI DRESS ",109.99,3,burnt orange,Satin,"97% polyester, 3% elastane",100% polyester,"Do not tumble dry, Do not wash",Standing collar,Asymmetrical,Zip,Wrap dresses,Spaghetti straps,Plain,"Adjustable straps, slip",Calf length,Spaghetti straps,Spaghetti straps,"46.5 "" (Size 8)",Regular Fit,Regular fit,"Our model is 5' 9""  tall and is wearing size 8","12.5 "" (Size 8)",No,No,No,No,Yes
871,girly,girly,Love Copenhagen,"LIKA DRESS ",99.99,3,pastel green,Chiffon,100% polyester,100% polyester,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Standing collar,Asymmetrical,Zip,Wrap dresses,Low v-neck,Checked,Slip,Calf length,Long,Long,"34.5 "" (Size S)",Slim Fit,Slim fit,"Our model is 5' 10""  tall and is wearing size 8","15.0 "" (Size 8)",Yes,No,No,No,No
872,alternative,alternative,Superdry,Day dress,54.99,2,pink,Chiffon,100% lyocell,100% polyester,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Standing collar,Asymmetrical,Zip,Wrap dresses,V-neck,Floral,Slip,Short,Long,Long,"34.5 "" (Size S)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 8","14.0 "" (Size 8)",No,No,No,No,No
873,girly,girly,WAL G.,"CHRISTIE RUFFLE MAXI DRESS ",54.99,2,white,Jersey,"95% polyester, 5% elastane",100% polyester,"Do not tumble dry, machine wash at 30Â°C",Volant/frill collar,Asymmetrical,Zip,Wrap dresses,Round neckline,Plain,Button row,Maxi/long,Sleeveless,Sleeveless,"61.0 "" (Size 10)",Slim Fit,Slim fit,"Our model is 5' 9""  tall and is wearing size 10","14.0 "" (Size 8)",No,No,No,No,Yes
874,alternative,alternative,NA-KD,"FRILL V NECK MIDI DRESS ",26.94,1,black multi-coloured,Chiffon,100% polyester,"98% polyester, 2% elastane","Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Volant/frill collar,Asymmetrical,Zip,Wrap dresses,Low v-neck,Floral,"Slip, bow",Calf length,"27.0 "" (Size 8)",Long,"46.5 "" (Size 8)",Regular Fit,Regular fit,"Our model is 5' 9""  tall and is wearing size 8","14.5 "" (Size 8)",No,No,No,No,No
875,girly,girly,Needle & Thread,"TEMPEST BODICE CAMI GOWN ",259.99,5,sand,Tulle,100% polyester,100% polyester,Dry clean only,Standing collar,Asymmetrical,Zip,Wrap dresses,Spaghetti straps,Plain,"Bust darts, adjustable straps, slip, sequins, border",Maxi/long,Spaghetti straps,Spaghetti straps,"54.0 "" (Size 8)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 8","14.0 "" (Size 8)",No,No,yes,No,No
876,trendy,trendy,CMEO COLLECTIVE,"CONTEMPO MIDI DRESS ",209.99,5,orange,Chiffon,100% polyester,"97% polyester, 3% elastane","Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Standing collar,Asymmetrical,Zip,Wrap dresses,Low v-neck,Plain,Slip,Calf length,"24.0 "" (Size 10)",Long,"54.0 "" (Size 10)",Slim Fit,Slim fit,"Our model is 5' 10""  tall and is wearing size 8","14.0 "" (Size 10)",No,No,No,No,No
877,girly,girly,MAMALICIOUS,"MLMIVANA 3/4 DRESS ",54.99,2,pink,Lace,"55% cotton, 20% polyester, 20% nylon, 5% elastane","60% cotton, 35% polyester, 5% elastane","Do not tumble dry, machine wash at 30Â°C, A shrinkage of up to 5% may occur, Machine wash on gentle cycle",Standing collar,Asymmetrical,Button,Accentuating the waist,Low v-neck,Plain,"Belt included, bust darts, slip",Knee length,"17.5 "" (Size 8)",Elbow length,"40.0 "" (Size 8)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 8","14.0 "" (Size 8)",No,No,No,No,No
878,edgy,edgy,WAL G.,"NINA MIDI DRESS ",33.99,1,burgundy,Chiffon,"95% polyester, 5% elastane",100% polyester,"Do not tumble dry, machine wash at 30Â°C",Standing collar,Asymmetrical,Zip,Wrap dresses,Strapless,Plain,Slip,Knee length,Strapless,Strapless,"39.0 "" (Size 10)",Slim Fit,Slim fit,"Our model is 5' 9""  tall and is wearing size 10","14.0 "" (Size 8)",No,No,No,No,No
879,alternative,alternative,MAMALICIOUS,"MLNOMA MIDI DRESS ",43.99,2,orange,Chiffon,100% cotton,100% polyester,"Do not tumble dry, machine wash at 30Â°C, A shrinkage of up to 5% may occur, Machine wash on gentle cycle",Standing collar,Asymmetrical,Zip,Wrap dresses,Henley neckline,Plain,Slip,Calf length,Elbow length,Elbow length,"45.5 "" (Size S)",Loose Fit,Loose fit,"Our model is 5' 10""  tall and is wearing size 8","14.5 "" (Size S)",No,No,No,No,No
880,girly,girly,Yas,"YASTYRA ANKLE DRESS  CELEB ",199.99,4,white,"Satin, tulle",100% polyester,100% polyester,"Do not tumble dry, Do not wash",Standing collar,Asymmetrical,Zip,Wrap dresses,Strapless,Plain,Padded bust,Maxi/long,One shoulder,One shoulder,"54.0 "" (Size S)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 8","15.0 "" (Size S)",No,No,No,No,No
881,girly,girly,Sister Jane,"FLORET MIDI DRESS ",89.99,3,white,Chiffon,100% polyester,"97% polyester, 3% elastane",Dry clean only,Standing collar,Asymmetrical,Zip,Accentuating the waist,Round neckline,Prints in general,"Belt included, inseam pockets",Knee length,Short,Short,"44.5 "" (Size S)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 8","14.0 "" (Size S)",Yes,yes,No,No,No
882,girly,girly,Needle & Thread,"AMALIE MINI DRESS ",359.99,5,pastel pink,Tulle,100% polyester,100% polyester,Dry cleanable,Standing collar,Asymmetrical,Zip,Wrap dresses,Round neckline,Plain,"Slip, sequins",Short,Short,Short,"37.5 "" (Size 8)",Regular Fit,Regular fit,"Our model is 5' 9""  tall and is wearing size 8","14.0 "" (Size 8)",No,No,yes,No,No
883,trendy,trendy,MM6 Maison Margiela,"DRESS ",310.0,5,black,Leather,100% polyester,100% polyester,Hand wash only,Standing collar,Asymmetrical,Zip,Wrap dresses,Low v-neck,Plain,Slip,Short,Sleeveless,Sleeveless,"36.0 "" (Size 10)",Loose Fit,Loose fit,"Our model is 5' 10""  tall and is wearing size 10","14.0 "" (Size 8)",No,No,No,No,No
884,edgy,edgy,The Kooples,"ROBE ",314.99,5,black/green,Chiffon,100% viscose,100% viscose,Dry clean only,Standing collar,Asymmetrical,Button,Accentuating the waist,V-neck,Floral,"Belt included, slip",Short,"27.0 "" (Size 8)",Long,"36.5 "" (Size 8)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 8","15.5 "" (Size 8)",No,No,No,No,No
885,alternative,alternative,Vero Moda,"VMCAITLYNN DRESS BELT ",39.99,1,burnt orange,Chiffon,100% polyester,100% polyester,"Do not tumble dry, machine wash at 30Â°C",Standing collar,Asymmetrical,Button,Accentuating the waist,Low v-neck,Prints in general,"Belt included, slip",Knee length,"24.0 "" (Size S)",Long,"40.0 "" (Size S)",Regular Fit,Regular fit,"Our model is 5' 9""  tall and is wearing size S","14.0 "" (Size S)",No,No,No,No,No
886,edgy,edgy,Massimo Dutti,"LANGES KLEID MIT ANIMALPRINT  ",149.0,4,brown,Chiffon,100% viscose,100% polyester,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Standing collar,Asymmetrical,Belt,Wrap dresses,V-neck,Animal Prints in general,Slip,Maxi/long,Long,Long,"34.5 "" (Size S)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 8","14.0 "" (Size 8)",No,No,No,No,No
887,edgy,edgy,WAL G.,"V NECK RUFFLE SLEEVE MIDI DRESS ",37.99,1,electric blue,Jersey,"95% polyester, 5% elastane","95% polyester, 5% elastane","Do not tumble dry, machine wash at 30Â°C",Standing collar,Asymmetrical,Zip,Bodycon dresses,Low v-neck,Plain,Bust darts,Knee length,Extra short,Short,"41.5 "" (Size 10)",Bodycon,Slim fit,"Our model is 5' 10""  tall and is wearing size 10","14.0 "" (Size 8)",No,No,No,No,No
888,edgy,edgy,Weekday,"HALTER DRESS ",40.0,2,multi-coloured,Mesh,"94% polyester, 6% elastane","92% polyamide, 8% elastane","Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Standing collar,Asymmetrical,Laces,Bodycon dresses,V-neck,Animal Prints in general,Slip,Maxi/long,Sleeveless,Sleeveless,"49.0 "" (Size S)",Bodycon,Slim fit,"Our model is 5' 10""  tall and is wearing size 8","14.0 "" (Size 8)",No,No,No,No,No
889,trendy,trendy,Gina Tricot,"SANJANA COWL NECK DRESS ",54.99,2,green,Chiffon,100% polyester,100% polyester,"Do not tumble dry, machine wash at 30Â°C",Standing collar,Asymmetrical,Zip,Wrap dresses,Cowl neckline,Plain,Slip,Calf length,Spaghetti straps,Spaghetti straps,"55.0 "" (Size 8)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 8","14.0 "" (Size 8)",No,No,No,No,Yes
890,girly,girly,Second Female,"ASTER DRESS ",154.99,4,pastel blue,Chiffon,100% viscose,100% viscose,"Do not tumble dry, Hand wash only",Mandarin collar,Asymmetrical,Button,Wrap dresses,Round neckline,Prints in general,Bust darts,Knee length,"26.0 "" (Size M)",Long,"38.0 "" (Size M)",Loose Fit,Loose fit,"Our model is 5' 10""  tall and is wearing size M","13.5 "" (Size M)",No,No,No,No,No
891,trendy,trendy,byTiMo,"EMBROIDERY DRESS ",394.99,5,yellow,Satin,100% viscose,100% viscose,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Standing collar,Asymmetrical,Zip,Wrap dresses,Round neckline,Plain,"Slip, Crochet Detailing",Maxi/long,Elbow length,Elbow length,"55.0 "" (Size S)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 8","13.5 "" (Size S)",No,No,No,No,No
892,alternative,alternative,IN THE STYLE,"JAC JOSSA FLORAL ",36.99,1,black/red,Chiffon,100% polyester,100% polyester,"Machine wash at 40Â°C, do not tumble dry, Machine wash on gentle cycle",Turn-down collar,Asymmetrical,Button,Button down dresses,Low v-neck,Floral,Slip,Short,Elbow length,Elbow length,"32.5 "" (Size 8)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 8","14.5 "" (Size 8)",No,No,No,No,No
893,girly,girly,Lace & Beads,"MORLEY ",119.99,3,pastel blue,Tulle,100% polyester,100% polyester,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Standing collar,Asymmetrical,Zip,Wrap dresses,Boat neckline (wide),Plain,"Bust darts, slip, sequins, rhinestones",Maxi/long,Sleeveless,Sleeveless,"66.0 "" (Size 8)",Slim Fit,Slim fit,"Our model is 5' 10""  tall and is wearing size 8","14.0 "" (Size 8)",No,No,yes,No,Yes
894,alternative,alternative,Molly Bracken,"LADIES DRESS ",59.99,2,sand,Chiffon,"60% viscose, 40% polyester",100% polyester,"Machine wash at 30Â°C, Machine wash on gentle cycle",Standing collar,Asymmetrical,Zip,Wrap dresses,Spaghetti straps,Plain,Bow,Calf length,Spaghetti straps,Spaghetti straps,"47.5 "" (Size S)",Loose Fit,Loose fit,"Our model is 5' 10""  tall and is wearing size 8","14.0 "" (Size 8)",No,No,No,No,Yes
895,casual chic,trendy,Philosophy di Lorenzo Serafini,Day dress,455.0,5,white,Chiffon,"65% polyester, 35% cotton",100% cotton,"Hand wash only, Dry cleanable",Standing collar,Asymmetrical,Zip,Wrap dresses,Round neckline,Plain,"Embroidery, slip",Short,"21.5 "" (Size 10)",Long,"33.5 "" (Size 10)",Regular Fit,Regular fit,"Our model is 5' 8""  tall and is wearing size 10","12.5 "" (Size 10)",Yes,No,No,No,No
896,girly,girly,Only,"ONLALICE DRESS ",30.99,1,orange,Chiffon,100% polyester,100% polyester,"Do not tumble dry, machine wash at 30Â°C, A shrinkage of up to 5% may occur, Do not iron, Machine wash on gentle cycle",Standing collar,Asymmetrical,Button,Accentuating the waist,Round neckline,Plain,"Belt included, slip, border",Short,Long,Long,"34.5 "" (Size S)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 8","14.0 "" (Size 8)",No,No,No,No,No
897,alternative,alternative,Emily van den Bergh,"DRESS ",94.99,3,bright multi-coloured,Chiffon,100% cotton,100% polyester,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Standing collar,Asymmetrical,Zip,Wrap dresses,Low v-neck,Paisley,Bust darts,Knee length,Short,Short,"38.5 "" (Size 8)",Loose Fit,Loose fit,"Our model is 5' 10""  tall and is wearing size 8","17.5 "" (Size 8)",No,No,No,No,No
898,girly,trendy,Alice + Olivia,"JEANNETTE ",610.0,5,bright multi-coloured,Chiffon,"70% cotton, 30% silk","94% polyester, 6% elastane",Dry clean only,Standing collar,Asymmetrical,Zip,Wrap dresses,Square neckline,Floral,"Button row, slip",Calf length,Short,Short,"51.0 "" (Size 8)",Regular Fit,Regular fit,"Our model is 5' 11""  tall and is wearing size 8","14.5 "" (Size 8)",No,No,No,No,Yes
899,girly,girly,CHIARA FERRAGNI,"DRESS ",320.0,5,pink,Jersey,"95% viscose, 5% elastane",100% polyester,Hand wash only,Standing collar,Asymmetrical,Zip,Bodycon dresses,Spaghetti straps,Floral,"Adjustable straps, bow",Extra short,Spaghetti straps,Spaghetti straps,"35.0 "" (Size 10)",Bodycon,Slim fit,"Our model is 5' 10""  tall and is wearing size 8","14.0 "" (Size 8)",No,No,No,No,No
900,trendy,trendy,BCBGMAXAZRIA,"LONG EVENING ",209.99,5,black,Jersey,"95% polyester, 5% elastane","88% polyester, 12% elastane",Dry clean only,Standing collar,Asymmetrical,Button,Bodycon dresses,Round neckline,Plain,Slip,Maxi/long,"Sleeveless, long",Sleeveless,"34.5 "" (Size S)",Bodycon,Slim fit,"Our model is 5' 10""  tall and is wearing size 8","14.0 "" (Size 8)",No,No,No,No,No
901,casual chic,casual chic,Vila,"VIMICADA V NECK DRESS  ",34.99,1,navy,Chiffon,100% polyester,100% polyester,"Do not tumble dry, machine wash at 30Â°C",Standing collar,Asymmetrical,Zip,Accentuating the waist,Low v-neck,Plain,"Belt included, slip",Short,Short,Short,"34.5 "" (Size S)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 8","14.0 "" (Size 8)",No,No,No,No,No
902,classic,alternative,Noa Noa,"SOFT MOSS EASE ",89.99,3,grey,Chiffon,100% viscose,100% polyester,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Standing collar,Asymmetrical,Button,Wrap dresses,Low v-neck,Plain,Inseam pockets,Short,"16.5 "" (Size 8)",Elbow length,"36.0 "" (Size 8)",Regular Fit,Regular fit,"Our model is 5' 9""  tall and is wearing size 8","14.0 "" (Size 8)",Yes,yes,No,No,No
903,trendy,trendy,Yas,"YASSIMUNA DRESS  ",59.99,2,bright multi-coloured,Chiffon,100% viscose,100% polyester,"Do not tumble dry, machine wash at 30Â°C",Mandarin collar,Asymmetrical,Button,Wrap dresses,Round neckline,Floral,Slip,Short,"23.5 "" (Size S)",Long,"35.5 "" (Size S)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 8","14.0 "" (Size 8)",No,No,No,No,No
904,alternative,alternative,Tory Burch,"TIE SHOULDER BEACH DRESS ",425.0,5,army green,Chiffon,"69% cotton, 27% nylon, 4% elastane",100% polyester,Hand wash only,Standing collar,Asymmetrical,Zip,Wrap dresses,Square neckline,Prints in general,"Bust darts, adjustable straps",Calf length,Sleeveless,Sleeveless,"69.5 "" (Size S)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 8","14.5 "" (Size S)",No,No,No,No,No
905,casual chic,casual chic,Yas,"YASPOPPY MIDI DRESS ",69.99,2,red,Chiffon,100% cotton,100% polyester,"Do not tumble dry, machine wash at 30Â°C",Standing collar,Asymmetrical,Zip,Wrap dresses,Square neckline,Floral,Slip,Calf length,"24.0 "" (Size S)",Long,"50.0 "" (Size S)",Regular Fit,Regular fit,"Our model is 5' 9""  tall and is wearing size S","14.0 "" (Size 8)",No,No,No,No,No
906,girly,girly,Faithfull the brand,"ALLEGRA MINI DRESS ",170.0,4,pastel yellow,Chiffon,100% viscose,100% viscose,Hand wash only,Standing collar,Asymmetrical,Zip,Wrap dresses,Square neckline,Floral,"Bust darts, slip, bow",Short,Short,Short,"32.5 "" (Size S)",Regular Fit,Regular fit,"Our model is 5' 11""  tall and is wearing size S","12.0 "" (Size S)",No,No,No,No,Yes
907,casual chic,casual chic,Only,"CARZELMA MIDI DRESS  ",33.99,1,black multi-coloured,Chiffon,100% viscose,100% polyester,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Standing collar,Asymmetrical,Button,Accentuating the waist,Low v-neck,Floral,Belt included,Calf length,"25.0 "" (Size 16)",Long,"53.0 "" (Size 16)",Loose Fit,Loose fit,"Our model is 5' 10""  tall and is wearing size 8","17.5 "" (Size 16)",No,No,No,No,No
908,girly,girly,Missguided,"BASIC BELTED DRESS ",26.99,1,pink,Chiffon,"95% polyester, 5% elastane",100% polyester,"Machine wash at 30Â°C, Machine wash on gentle cycle",Lapel collar,Asymmetrical,Button,Accentuating the waist,Low v-neck,Plain,Belt included,Short,"23.0 "" (Size 8)",Long,"30.5 "" (Size 8)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 8","15.0 "" (Size 8)",No,No,No,No,No
909,trendy,girly,Vila,"VILAUREN O NECK DRESS ",34.99,1,pastel pink,Chiffon,100% viscose,100% polyester,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Standing collar,Asymmetrical,Button,Accentuating the waist,Round neckline,Floral,Belt included,Short,"25.0 "" (Size 8)",Long,"33.0 "" (Size 8)",Regular Fit,Regular fit,"Our model is 5' 9""  tall and is wearing size 8","14.0 "" (Size 8)",No,No,No,No,No
910,edgy,alternative,Superdry,"LONG SLEEVE ",32.5,1,multi-coloured,Chiffon,100% cotton,100% polyester,"Do not bleach, do not tumble dry",Standing collar,Asymmetrical,Zip,Wrap dresses,Round neckline,Checked,Button row,Calf length,Long,Long,"34.5 "" (Size S)",Slim Fit,Slim fit,"Our model is 5' 10""  tall and is wearing size 8","14.0 "" (Size 8)",No,No,No,No,No
911,casual chic,casual chic,Only,"CARLOLLIMEGAN ",43.99,2,green,Chiffon,100% viscose,100% polyester,"Do not tumble dry, machine wash at 30Â°C, A shrinkage of up to 5% may occur",Standing collar,Asymmetrical,Zip,Wrap dresses,V-neck,Floral,Bust darts,Calf length,Short,Short,"46.5 "" (Size 16)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 8","14.0 "" (Size 16)",No,No,No,No,No
912,sporty,sporty,ICHI,"IHJONDELL LONG DR ",64.99,2,grey,Sweat,"65% polyester, 35% viscose",100% polyester,"Machine wash at 40Â°C, do not tumble dry",Hood,Asymmetrical,Zip,Hooded dresses,Low v-neck,Plain,Elasticated waist,Knee length,"23.5 "" (Size S)",Long,"38.5 "" (Size S)",Loose Fit,Loose fit,"Our model is 5' 10""  tall and is wearing size S","14.0 "" (Size 8)",No,Yes,No,No,No
913,edgy,edgy,Missguided,"RUCHED CUT OUT SHOULDER DRESS ",42.99,2,brown,Mesh,100% polyester,"95% polyester, 5% elastane","Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Standing collar,Asymmetrical,Zip,Bodycon dresses,Low v-neck,Plain,Slip,Extra short,"25.0 "" (Size 8)",Long,"29.0 "" (Size 8)",Bodycon,Slim fit,"Our model is 5' 10""  tall and is wearing size 8","14.0 "" (Size 8)",No,No,No,No,No
914,sporty,sporty,RIANI,Day dress,279.99,5,pink,Jersey,100% cotton,100% polyester,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Hood,Asymmetrical,Zip,Hooded dresses,Low v-neck,Plain,Inseam pockets,Knee length,"24.5 "" (Size 10)",Long,"38.0 "" (Size 10)",Loose Fit,Loose fit,"Our model is 5' 10""  tall and is wearing size 8","14.0 "" (Size 8)",No,yes,No,No,No
915,edgy,alternative,Vero Moda,"VMANNA DRESS ",27.99,1,brown,Chiffon,100% viscose,100% polyester,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Mandarin collar,Asymmetrical,Button,Wrap dresses,Round neckline,Floral,Covered fastener,Short,"24.5 "" (Size S)",Long,"34.5 "" (Size S)",Loose Fit,Loose fit,"Our model is 5' 10""  tall and is wearing size 8","15.5 "" (Size S)",No,No,No,No,No
916,trendy,trendy,Missguided,"SCOOP NECK X BACK MIDAXI DRESS BANDAGE ",45.99,2,black,Jersey,"90% polyester, 10% elastane",100% polyester,"Do not tumble dry, Hand wash only",Standing collar,Asymmetrical,Zip,Bodycon dresses,Spaghetti straps,Plain,Slip,Calf length,Spaghetti straps,Spaghetti straps,"39.0 "" (Size 8)",Bodycon,Slim fit,"Our model is 5' 10""  tall and is wearing size 8","14.0 "" (Size 8)",No,No,No,No,Yes
917,classic,classic,HUGO,Day dress,219.0,5,grey,Chiffon,100% cotton,100% polyester,"Do not tumble dry, machine wash at 30Â°C",Turn-down collar,Asymmetrical,Button,Button down dresses,Low v-neck,Striped,"Belt included, bust darts",Calf length,Long,Long,"34.5 "" (Size S)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 8","14.0 "" (Size 8)",No,No,No,No,No
918,girly,girly,Only,"ONLKIRBY SHORT BACK DETAIL DRESS ",39.99,1,white,Chiffon,100% cotton,100% polyester,"Machine wash at 30Â°C, Machine wash on gentle cycle",Standing collar,Asymmetrical,Laces,Wrap dresses,Square neckline,Plain,Slip,Short,Elbow length,Elbow length,"36.0 "" (Size S)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 8","14.0 "" (Size 8)",yes,No,No,No,Yes
