Style options,Styles,Random order,Original order,,link,description,day dress,category,price,color,Bottom part material,Contains non-textile parts of animal origin,Fabric,Sheer,Outer fabric material,Lining,Care instructions,Collar,Cut,Pockets,Fastening,Neckline,Pattern,Details,Article number,Length,Sleeve length,Total length,Fit,Our model's height,Back width,Sleeve length,Jacket length,Top part material,Filling,Insert material,Sleeves material,Back material,Middle part material,Outer leg length,Licensed characters,Front material,Sport,,,,,,,,,,,,,,,,,
,casual chic,0.727585604,1184,,https://www.zalando.co.uk/jdy-jdycandice-day-dress-black-jy121c0q6-q11.html,JDYCANDICE , Day dress,summer-dresses,Â£23.99,black,--,--,Chiffon,Semi-sheer,100% polyester,100% polyester,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,Button,Crew neck,Polka dot,Slip,JY121C0Q6-Q11,Short,"17.5 "" (Size 8)","35.0 "" (Size 8)",Loose Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,trendy,0.396733616,7461,,https://www.zalando.co.uk/milly-atalie-glazed-poly-cocktail-dress-party-dress-amethyst-m1221c04s-i11.html,ATALIE GLAZED DRESS , Cocktail dress / Party dress,Cocktail Dresses,Â£314.99,pink,--,--,Satin,--,"82% nylon, 18% polyester",100% polyester,Dry clean only,--,--,--,Zip,Low-cut v-neck,Plain,"Bust darts, slip",M1221C04S-I11,Short,Short,"33.0 "" (Size 8)",Slim Fit,"Our model is 5' 10""  tall and is wearing size 8","16.5 "" (Size 8)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,casual chic,0.998483548,3615,,https://www.zalando.co.uk/only-carmakoma-carlaris-life-dress-day-dress-renaissance-rose-ona21c0gu-j11.html,CARLARIS LIFE DRESS , Day dress,summer-dresses,Â£54.99,dusty pink,--,--,--,--,"93% viscose, 7% polyester",--,"Do not tumble dry, machine wash at 30Â°C",--,--,--,Button,--,Plain,"Belt included, bust darts",ONA21C0GU-J11,Short,"25.0 "" (Size 16)","39.0 "" (Size 16)",Regular Fit,--,"17.5 "" (Size 16)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,casual chic,0.325282682,4452,,https://www.zalando.co.uk/pieces-maternity-pmkaitlyn-wrap-dress-day-dress-tigers-eye-piv29f03k-o11.html,PMKAITLYN  , Day dress,summer-dresses,Â£30.99,pink,--,--,--,--,100% viscose,--,"Do not tumble dry, machine wash at 30Â°C",--,--,--,Laces,Cache-coeur,Floral,--,PIV29F03K-O11,Knee-length,Elbow length,--,Regular Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,casual chic,0.991270958,5633,,https://www.zalando.co.uk/vero-moda-vmwonda-new-singlet-short-dress-day-dress-kalamataliva-ve121c294-c11.html,VMWONDA NEW SINGLET SHORT DRESS , Day dress,summer-dresses,Â£19.99,army green,--,--,Chiffon,--,100% polyester,100% polyester,"Do not tumble dry, machine wash at 30Â°C, A shrinkage of up to 5% may occur",--,--,--,--,Low-cut v-neck,Floral,"Bust darts, slip",VE121C294-C11,Short,Sleeveless,"36.5 "" (Size S)",Regular Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,trendy,0.702469908,3115,,https://www.zalando.co.uk/by-malene-birger-baltara-day-dress-tinted-white-by121c09p-a11.html,BALTARA , Day dress,summer-dresses,Â£199.99,white,--,--,--,Semi-sheer,100% cotton,--,Machine wash at 30Â°C,Standing collar,--,--,--,Low-cut v-neck,Plain,"Inseam pockets, bow",BY121C09P-A11,Knee-length,"26.5 "" (Size 8)","38.0 "" (Size 8)",Loose Fit,"Our model is 5' 10""  tall and is wearing size 8","14.5 "" (Size 8)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,trendy,0.813893674,7342,,https://www.zalando.co.uk/dkny-balloon-sleeve-cocktail-dress-party-dress-irs-dk121c0bi-l11.html,BALLOON SLEEVE  , Cocktail dress / Party dress,Cocktail Dresses,Â£134.99,electric blue,--,--,Chiffon,--,100% polyester,100% polyester,Dry clean only,--,Asymmetrical,--,Zip,Cache-coeur,Plain,Belt included,DK121C0BI-L11,Calf-length,Long,--,Regular Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,casual chic,0.298580353,4597,,https://www.zalando.co.uk/mango-day-dress-rot-m9121c5ik-g11.html,FEMME , Day dress,summer-dresses,Â£29.99,red,--,--,--,--,"85% viscose, 15% polyamide",100% viscose,"Do not tumble dry, machine wash at 30Â°C, Dry cleanable",--,--,--,--,Scoop neck,Plain,Slip,M9121C5IK-G11,Short,Sleeveless,--,Loose Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,classic,0.084426855,7577,,https://www.zalando.co.uk/more-and-more-dress-short-day-dress-middle-blue-denim-m5821c0n9-k11.html,DRESS SHORT , Day dress,Cocktail Dresses,Â£79.99,denim,--,--,--,--,100% lyocell,--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Standing collar,--,--,Button,Low-cut v-neck,--,Bust darts,M5821C0N9-K11,Knee-length,"19.5 "" (Size 10)","38.0 "" (Size 10)",Loose Fit,--,"14.5 "" (Size 10)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,classic,0.443036688,2706,,https://www.zalando.co.uk/lauren-ralph-lauren-floral-sleeveless-dress-day-dress-bluecreamnavy-l4221c1e6-k11.html,FLORAL SLEEVELESS JERSEY DRESS , Day dress,summer-dresses,Â£174.99,navy,--,--,Jersey,--,"94% cotton, 6% elastane","95% cotton, 5% elastane",Machine wash at 30Â°C,--,--,--,--,Crew neck,Floral,Belt included,L4221C1E6-K11,Calf-length,Sleeveless,"45.5 "" (Size 10)",Regular Fit,"Our model is 5' 9""  tall and is wearing size 10",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,casual chic,0.029024477,6448,,https://www.zalando.co.uk/anna-field-cocktail-dress-party-dress-blackpink-an621c1qj-q11.html,Jersey dress,,Cocktail Dresses,Â£26.34,black multi-coloured,--,--,Jersey,--,"95% polyester, 5% elastane",--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,--,Crew neck,Floral,Bust darts,AN621C1QJ-Q11,Short,Extra short,"38.0 "" (Size 8)",Slim Fit,"Our model is 5' 10""  tall and is wearing size 8",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,casual chic,0.748731138,5472,,https://www.zalando.co.uk/only-onlkarmen-dress-day-dress-night-skyrose-on321c0yh-k11.html,ONLKARMEN DRESS , Day dress,summer-dresses,Â£25.99,black multi-coloured,--,--,--,--,100% viscose,100% polyester,"Do not tumble dry, machine wash at 30Â°C, A shrinkage of up to 5% may occur",--,--,--,--,V-neck,Floral,"Bust darts, slip",ON321C0YH-K11,Short,Sleeveless,"35.0 "" (Size 8)",Regular Fit,"Our model is 5' 10""  tall and is wearing size 8","15.0 "" (Size 8)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,girly,0.43053588,4456,,https://www.zalando.co.uk/patrizia-pepe-abito-dress-day-dress-granadine-red-p1421c0j5-j11.html,ABITO DRESS , Day dress,summer-dresses,Â£329.99,pink,--,--,--,--,100% viscose,--,Hand wash only,--,--,--,--,Backless,Plain,Belt included,P1421C0J5-J11,Extra short,"Spaghetti straps, sleeveless","26.0 "" (Size 10)",Regular Fit,"Our model is 5' 10""  tall and is wearing size 10","15.5 "" (Size 10)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,casual chic,0.660829225,3442,,https://www.zalando.co.uk/only-petite-onlnella-bodycon-dress-day-dress-chinois-green-op421c094-m11.html,ONLNELLA BODYCON DRESS , Day dress,summer-dresses,Â£28.99,pastel green,--,--,Rib,--,"65% polyester, 30% viscose, 5% elastane",--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,--,Low-cut v-neck,Marl,Button row,OP421C094-M11,Short,Sleeveless,"37.5 "" (Size S)",Bodycon,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,classic,0.429743002,1625,,https://www.zalando.co.uk/anna-field-curvy-day-dress-black-ax821c052-q11.html,Day dress,,summer-dresses,Â£28.99,black,--,--,Jersey,--,"95% viscose, 5% elastane",--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,--,Boat neck,Plain,Elasticated waist,AX821C052-Q11,Calf-length,Short,"40.0 "" (Size 18)",Regular Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,girly,0.818645911,83,,https://www.zalando.co.uk/only-petite-onlolivia-wrap-dress-day-dress-blue-op421c09z-k12.html,ONLOLIVIA WRAP DRESS , Day dress,summer-dresses,Â£25.99,blue,--,--,--,--,100% polyester,--,"Do not tumble dry, machine wash at 30Â°C, A shrinkage of up to 5% may occur, Machine wash on gentle cycle",--,--,--,Laces,Cache-coeur,Floral,Bust darts,OP421C09Z-K12,Short,Short,"38.0 "" (Size 8)",Slim Fit,--,"14.5 "" (Size 8)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,sporty,0.361537402,266,,https://www.zalando.co.uk/monki-day-dress-black-dark-moq21c0bx-q11.html,Day dress,,summer-dresses,Â£31.00,black,--,--,Sweat,--,"80% cotton, 20% polyester",--,"Machine wash at 40Â°C, do not tumble dry",Standing collar,--,--,--,--,Plain,Elasticated waist,MOQ21C0BX-Q11,Thigh-length,"21.5 "" (Size S)","36.5 "" (Size S)",Loose Fit,"Our model is 5' 9""  tall and is wearing size S",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,girly,0.651728594,1528,,https://www.zalando.co.uk/vila-petite-vietina-v-neck-dress-day-dress-english-manor-vip21c041-k11.html,VIETINA V NECK DRESS , Day dress,summer-dresses,Â£34.99,pastel blue,--,--,--,--,100% polyester,--,"Do not tumble dry, machine wash at 30Â°C",--,--,--,--,Cache-coeur,Pinstriped,--,VIP21C041-K11,Short,3/4 length,--,Loose Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,sporty,0.094377214,4142,,https://www.zalando.co.uk/boss-ehailey-day-dress-light-beige-bb121c0c2-b11.html,EHAILEY , Day dress,summer-dresses,Â£199.99,sand,--,--,Sweat,--,100% cotton,--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Hood,--,--,--,--,Floral,"Zip fastening, elasticated waist, embroidery",BB121C0C2-B11,Knee-length,"25.0 "" (Size S)","35.0 "" (Size S)",Loose Fit,"Our model is 5' 9""  tall and is wearing size S",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,trendy,0.464557978,6176,,https://www.zalando.co.uk/ivy-and-oak-bridal-girasole-occasion-wear-snow-white-iv521c029-a11.html,GIRASOLE , Occasion wear,Occasion dresses,Â£329.99,white,--,--,Lace,--,100% polyester,"65% cotton, 32% polyamide, 3% elastane",Dry clean only,--,--,--,Zip,Square neck,Plain,Slip,IV521C029-A11,Long,Sleeveless,--,Slim Fit,"Our model is 5' 10""  tall and is wearing size 8",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,sporty,0.946291434,2299,,https://www.zalando.co.uk/noisy-may-nmkaylee-dress-day-dress-china-blue-nm321c0m3-k11.html,NMKAYLEE DRESS , Day dress,summer-dresses,Â£30.99,blue,--,--,Sweat,--,"65% polyester, 35% cotton",--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Zip neck,--,--,--,--,Plain,--,NM321C0M3-K11,Short,"24.0 "" (Size 10)","35.5 "" (Size 10)",Loose Fit,"Our model is 5' 10""  tall and is wearing size 10",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,classic,0.085027516,2514,,https://www.zalando.co.uk/dkny-combo-sleeve-fit-and-flare-day-dress-blackivory-dk121c0db-q11.html,COMBO SLEEVE FIT AND FLARE , Day dress,summer-dresses,Â£139.99,black/white,--,--,Jersey,--,"94% polyester, 6% elastane",--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,Zip,Crew neck,--,"Belt included, bust darts",DK121C0DB-Q11,Short,"26.0 "" (Size 8)","36.0 "" (Size 8)",Slim Fit,"Our model is 5' 10""  tall and is wearing size 8",--,--,--,--,--,--,100% polyester,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,classic,0.832006435,7053,,https://www.zalando.co.uk/tiger-of-sweden-tunne-cocktail-dress-party-dress-ivory-ti521c07r-a11.html,TUNNE , Cocktail dress / Party dress,Cocktail Dresses,Â£319.99,off-white,--,--,Satin,--,"86% triacetate, 14% polyester",--,"Do not tumble dry, machine wash at 30Â°C",--,--,--,--,Low-cut v-neck,Plain,--,TI521C07R-A11,Knee-length,Sleeveless,"38.0 "" (Size 8)",Regular Fit,"Our model is 5' 10""  tall and is wearing size 8","17.5 "" (Size 8)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,casual chic,0.474054736,4464,,https://www.zalando.co.uk/pieces-maternity-pmkaitlyn-wrap-dress-day-dress-deep-lichen-green-piv29f03k-m11.html,PMKAITLYN  , Day dress,summer-dresses,Â£30.99,army green,--,--,--,--,100% viscose,--,"Do not tumble dry, machine wash at 30Â°C",--,--,--,Belt,Cache-coeur,Floral,--,PIV29F03K-M11,Knee-length,Elbow length,--,Regular Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,trendy,0.051318716,6998,,https://www.zalando.co.uk/max-mara-leisure-gaetana-cocktail-dress-party-dress-acqua-m1x21c029-k11.html,GAETANA , Cocktail dress / Party dress,Cocktail Dresses,Â£159.99,silver,--,--,Satin,--,100% polyester,--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,--,Cowl neck,Plain,Adjustable straps,M1X21C029-K11,Calf-length,Spaghetti straps,"49.5 "" (Size 8)",Loose Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,casual chic,0.827984192,304,,https://www.zalando.co.uk/jdy-jdylion-layer-dress-day-dress-khaki-jy121c0l4-n11.html,JDYLION LAYER DRESS , Day dress,summer-dresses,Â£23.99,pastel green,--,--,--,--,100% viscose,--,"Do not tumble dry, machine wash at 30Â°C",--,--,--,--,V-neck,Floral,--,JY121C0L4-N11,Extra short,"25.0 "" (Size 8)","35.5 "" (Size 8)",Loose Fit,"Our model is 5' 11""  tall and is wearing size 8","14.5 "" (Size 8)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,trendy,0.682227868,2273,,https://www.zalando.co.uk/never-fully-dressed-faces-neha-dress-day-dress-multi-nen21c04j-t11.html,FACES NEHA DRESS , Day dress,summer-dresses,Â£119.99,bright multi-coloured,--,--,--,Semi-sheer,100% cotton,--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,--,Low-cut v-neck,Colourful,Bust darts,NEN21C04J-T11,Calf-length,"27.5 "" (Size S)","53.0 "" (Size S)",Loose Fit,"Our model is 5' 11""  tall and is wearing size S","13.5 "" (Size S)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,casual chic,0.249075091,1193,,https://www.zalando.co.uk/edited-dorisa-dress-day-dress-black-edd21c0jg-q11.html,DORISA DRESS , Day dress,summer-dresses,Â£59.99,black,--,--,--,--,100% viscose,--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Turn-down collar,--,--,Zip,--,Paisley,Bust darts,EDD21C0JG-Q11,Extra short,"24.5 "" (Size 8)","34.0 "" (Size 8)",Regular Fit,"Our model is 5' 11""  tall and is wearing size 8","15.5 "" (Size 8)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,classic,0.666771809,6802,,https://www.zalando.co.uk/swing-cocktail-dress-party-dress-navy-sg721c0ly-k11.html,DRESS MADE OF SUSTAINABLE SCUBA , Cocktail dress / Party dress,Cocktail Dresses,Â£124.99,multi-coloured,"92% polyester, 8% elastane",--,Jersey,--,"95% polyester, 5% elastane",100% polyester,--,--,--,--,Zip,Crew neck,Floral,Inseam pockets,SG721C0LY-K11,Knee-length,Sleeveless,"36.0 "" (Size 10)",Slim Fit,"Our model is 5' 10""  tall and is wearing size 10",--,--,--,--,--,100% polyester,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,casual chic,0.322006972,2944,,https://www.zalando.co.uk/vero-moda-vmfay-short-v-neck-dress-day-dress-black-ve121c3c1-q11.html,VMFAY SHORT V NECK DRESS , Day dress,summer-dresses,Â£34.99,black,--,--,Jersey,--,100% viscose,--,"Do not tumble dry, machine wash at 30Â°C, A shrinkage of up to 5% may occur, Machine wash on gentle cycle",--,--,--,--,Low-cut v-neck,Print,--,VE121C3C1-Q11,Short,"26.0 "" (Size S)","36.0 "" (Size S)",Loose Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,girly,0.333980878,6502,,https://www.zalando.co.uk/swing-dress-with-embroidery-cocktail-dress-party-dress-ivory-sg721c0lv-a11.html,DRESS WITH EMBROIDERY , Cocktail dress / Party dress,Cocktail Dresses,Â£174.99,white,--,--,"Chiffon, tulle",Semi-sheer,100% polyester,"97% polyester, 3% elastane","Do not tumble dry, Do not wash",--,--,--,Zip,Square neck,--,"Slip, embroidery",SG721C0LV-A11,Calf-length,Elbow length,"47.0 "" (Size 10)",Regular Fit,--,"13.0 "" (Size 10)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,casual chic,0.777645145,4412,,https://www.zalando.co.uk/summery-copenhagen-dress-day-dress-emerald-cec21c049-m11.html,DRESS , Day dress,summer-dresses,Â£164.99,green,--,--,--,--,100% cotton,--,"Do not tumble dry, Hand wash only",--,--,--,--,Low-cut v-neck,Checked,--,CEC21C049-M11,Knee-length,Short,"35.5 "" (Size S)",Regular Fit,--,"15.5 "" (Size S)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,casual chic,0.267452363,5872,,https://www.zalando.co.uk/lascana-midikleid-day-dress-braunapricot-l8321c00o-t11.html,MIDIKLEID , Day dress,summer-dresses,Â£59.99,brown,--,--,--,--,100% viscose,--,--,--,--,--,--,Crew neck,Floral,Bow,L8321C00O-T11,Calf-length,"20.5 "" (Size 8)","47.5 "" (Size 8)",Regular Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,casual chic,0.901893708,2878,,https://www.zalando.co.uk/marc-opolo-denim-day-dress-light-shower-op521c05t-i11.html,Day dress,,summer-dresses,Â£104.99,pastel blue,--,--,Cord,--,100% cotton,--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Standing collar,--,--,Button,--,Plain,--,OP521C05T-I11,Knee-length,"24.5 "" (Size S)","36.0 "" (Size S)",Loose Fit,"Our model is 5' 9""  tall and is wearing size S","16.0 "" (Size S)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,casual chic,0.785432622,1689,,https://www.zalando.co.uk/noa-noa-artisan-day-dress-blue-nn121c0eg-k11.html,ARTISAN  , Day dress,summer-dresses,Â£89.99,blue,--,--,--,--,100% viscose,--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Standing collar,--,--,Button,--,Floral,Inseam pockets,NN121C0EG-K11,Knee-length,"21.5 "" (Size S)","37.0 "" (Size S)",Loose Fit,--,"14.0 "" (Size S)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,edgy,0.315537794,1633,,https://www.zalando.co.uk/yas-yasleona-dress-vip-day-dress-frosted-almondleona-y0121c1r4-o11.html,YASLEONA DRESS VIP , Day dress,summer-dresses,Â£53.99,brown,--,--,--,--,100% polyester,100% polyester,"Do not tumble dry, machine wash at 30Â°C",Turn-down collar,--,--,Button,--,Animal print,"Bust darts, slip",Y0121C1R4-O11,Knee-length,"22.0 "" (Size S)","37.5 "" (Size S)",Loose Fit,"Our model is 5' 9""  tall and is wearing size S","14.0 "" (Size S)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,trendy,0.503586056,5791,,https://www.zalando.co.uk/massimo-dutti-day-dress-black-m3i21c0ih-q11.html,Day dress,,summer-dresses,Â£89.95,black,--,--,--,--,"96% cotton, 4% polyamide",--,--,--,--,--,--,Crew neck,Plain,--,M3I21C0IH-Q11,Calf-length,Long,--,Regular Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,edgy,0.883921567,4309,,https://www.zalando.co.uk/2nd-day-loretta-crispy-day-dress-lark-s3821c068-b11.html,LORETTA CRISPY , Day dress,summer-dresses,Â£94.99,brown,--,--,--,--,100% cotton,--,"Do not tumble dry, machine wash at 30Â°C",--,--,--,Button,Crew neck,Plain,--,S3821C068-B11,Short,Short,"36.0 "" (Size 8)",Loose Fit,--,"16.5 "" (Size 8)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,casual chic,0.353396144,2797,,https://www.zalando.co.uk/glamorous-shirred-midi-dress-with-statement-frill-tie-back-day-dress-black-pink-gl921c0re-t11.html,SHIRRED MIDI DRESS WITH STATEMENT FRILL TIE BACK , Day dress,summer-dresses,Â£44.99,black,--,--,--,--,100% cotton,--,"Do not tumble dry, machine wash at 30Â°C",--,--,--,Laces,Backless,Print,--,GL921C0RE-T11,Knee-length,Sleeveless,--,Regular Fit,"Our model is 5' 10""  tall and is wearing size 8",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,trendy,0.51861952,4593,,https://www.zalando.co.uk/mango-day-dress-zwart-m9121c5kk-q11.html,ALMOND , Day dress,summer-dresses,Â£49.99,black,--,--,--,--,100% polyester,100% polyester,"Do not tumble dry, Hand wash only, Dry cleanable",--,--,--,Zip,V-neck,Plain,--,M9121C5KK-Q11,Short,Long,--,Regular Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,casual chic,0.745561325,3203,,https://www.zalando.co.uk/soliver-dress-crochet-beach-accessory-weiss-so281h01a-a11.html,DRESS CROCHET , Day dress,summer-dresses,From Â£34.99,white,--,--,--,Semi-sheer,100% viscose,--,--,--,--,--,--,--,Plain,Bow,SO281H01A-A11,Short,Elbow length,"35.5 "" (Size 8)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,edgy,0.302494766,3022,,https://www.zalando.co.uk/moss-copenhagen-kalika-jalina-dress-day-dress-blue-m0y21c09v-q11.html,KALIKA JALINA DRESS , Day dress,summer-dresses,Â£89.99,black/blue,--,--,--,--,100% viscose,--,--,Standing collar,--,--,--,Cache-coeur,Floral,--,M0Y21C09V-Q11,Calf-length,"26.5 "" (Size S)","44.0 "" (Size S)",Loose Fit,"Our model is 5' 9""  tall and is wearing size S",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,casual chic,0.137041477,1991,,https://www.zalando.co.uk/cotton-on-petite-petite-dress-day-dress-baked-peach-c6a21c008-b11.html,PETITE DRESS , Day dress,summer-dresses,Â£28.99,burnt orange,--,--,Rib,--,"72% viscose, 28% polyimide",--,"Do not tumble dry, Hand wash only",Turn-down collar,--,--,--,Low-cut v-neck,Plain,--,C6A21C008-B11,Short,Short,"32.5 "" (Size S)",Bodycon,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
