,cv_predicted,Styles,brand,description,day dress,category,price,color,Bottom part material,Contains non-textile parts of animal origin,Fabric,Sheer,Outer fabric material,Lining,Care instructions,Collar,Cut,Pockets,Fastening,Neckline,Pattern,Details,Article number,Length,Sleeve length,Total length,Fit,Our model's height,Back width
745,trendy,classic,See by ChloÃ©,Day dress, Day dress,summer-dresses,245.0,sand,100% polyester,Yes,Chiffon,Semi-sheer,100% polyester,100% polyester,"Do not tumble dry, machine wash at 30°C, Machine wash on gentle cycle",Standing collar,Asymmetrical,Hoodie pocket,Zip,Crew neck,Plain,Inseam pockets,SE321C066-J11,Short,"16.0 "" (Size 10)","35.0 "" (Size 10)",Oversized,"Our model is 5' 9""  tall and is wearing size 10","16.5 "" (Size 10)"
746,alternative,alternative,Superdry,Day dress, Day dress,summer-dresses,45.49,black,100% polyester,Yes,Chiffon,Semi-sheer,100% viscose,100% polyester,"Do not tumble dry, Do not bleach",Standing collar,Asymmetrical,Side pockets,Drawstring fastening,Backless,Print,"Adjustable straps, tassels",SU221C0NU-Q11,Calf-length,Spaghetti straps,"34.5 "" (Size S)",Slim Fit,"Our model is 5' 10""  tall and is wearing size 8","14.0 "" (Size 8)"
747,sporty,sporty,Puma,DOWNTOWN V NECK DRESS , Day dress,summer-dresses,64.99,pastel blue,100% polyester,Yes,Sweat,Semi-sheer,100% cotton,100% polyester,"Do not tumble dry, machine wash at 30°C, Machine wash on gentle cycle",Standing collar,Asymmetrical,Hoodie pocket,Zip,Low-cut v-neck,Plain,Elasticated waist,PU121C028-K11,Short,"18.5 "" (Size S)","35.5 "" (Size S)",Oversized,"Our model is 5' 10""  tall and is wearing size 8","14.0 "" (Size 8)"
748,classic,classic,WAL G.,SAGAR CHIFFON SLEEVE MIDI DRESS , Cocktail dress / Party dress,Cocktail Dresses,35.99,black,100% polyester,Yes,"Chiffon, Jersey",Semi-sheer,"95% polyester, 5% elastane",100% polyester,"Do not tumble dry, machine wash at 30°C",Standing collar,Asymmetrical,Hoodie pocket,Zip,Low-cut v-neck,Plain,Bust darts,WG021C0L3-Q11,Calf-length,"Sleeveless, short","39.5 "" (Size 10)",Bodycon,"Our model is 5' 9""  tall and is wearing size 10","14.0 "" (Size 8)"
749,trendy,trendy,Cult Gaia,KISHA DRESS , Cocktail dress / Party dress,Cocktail Dresses,440.0,blue,100% polyester,Yes,Jersey,Semi-sheer,"50% acetate, 45% viscose, 5% elastane",100% polyester,Dry cleaning,Standing collar,Asymmetrical,Hoodie pocket,Laces,Backless,Plain,Adjustable straps,CUI21C00S-K11,Calf-length,Spaghetti straps,"53.0 "" (Size S)",Slim Fit,"Our model is 5' 10""  tall and is wearing size S","14.0 "" (Size 8)"
750,classic,classic,Massimo Dutti,MIT VOLANTS  , Day dress,summer-dresses,119.0,off-white,100% polyester,Yes,Chiffon,Semi-sheer,"82% viscose, 11% wool, 6% polyester, 1% elastane",100% polyester,"Do not tumble dry, machine wash at 30°C, Machine wash on gentle cycle",Standing collar,Asymmetrical,Hoodie pocket,Zip,Low-cut v-neck,Plain,Crochet Detailing,M3I21C0I7-B11,Calf-length,Long,"51.5 "" (Size M)",Regular Fit,"Our model is 5' 10""  tall and is wearing size 8","14.0 "" (Size 8)"
751,classic,classic,Vero Moda,VMDINO CALF DRESS , Day dress,summer-dresses,43.99,navy,100% polyester,Yes,Chiffon,Semi-sheer,100% polyester,100% polyester,"Do not tumble dry, machine wash at 30°C, Machine wash on gentle cycle",Standing collar,Asymmetrical,Hoodie pocket,Button,Crew neck,Plain,Slip,VE121C37H-K11,Calf-length,"18.5 "" (Size S)","43.0 "" (Size S)",Regular Fit,"Our model is 5' 10""  tall and is wearing size S","17.0 "" (Size S)"
752,girly,alternative,JDY,JDYDODO BELTDRESS , Day dress,summer-dresses,18.99,pastel blue,100% polyester,Yes,Jersey,Semi-sheer,"96% polyester, 4% elastane",100% polyester,"Do not tumble dry, machine wash at 30°C",Standing collar,Asymmetrical,Hoodie pocket,Zip,Scoop neck,Plain,"Belt included, border",JY121C0QN-K11,Short,Short,"35.5 "" (Size S)",Regular Fit,"Our model is 5' 10""  tall and is wearing size S","14.0 "" (Size 8)"
753,trendy,trendy,CAPSULE by Simply Be,POPPY , Day dress,summer-dresses,30.59,black/red,100% polyester,Yes,Chiffon,Semi-sheer,100% viscose,100% polyester,"Machine wash at 40°C, do not tumble dry",Standing collar,Asymmetrical,Hoodie pocket,Zip,V-neck,Floral,Slip,CAS21C03I-G11,Calf-length,"23.5 "" (Size 16)","53.0 "" (Size 16)",Regular Fit,"Our model is 5' 10""  tall and is wearing size 8","17.5 "" (Size 16)"
754,trendy,girly,Vila,VICLARETTE V NECK ANKLE DRESS , Day dress,summer-dresses,59.99,white/pink,100% polyester,Yes,Chiffon,Semi-sheer,100% polyester,100% polyester,Machine wash at 30°C,Standing collar,Asymmetrical,Hoodie pocket,Zip,Cache-coeur,Floral,"Elasticated waist, belt included, slip",V1021C2YK-A11,Long,"18.5 "" (Size 8)","55.0 "" (Size 8)",Regular Fit,"Our model is 5' 10""  tall and is wearing size 8","14.0 "" (Size 8)"
755,casual chic,casual chic,MAMALICIOUS,MLCORINA DRESS , Day dress,summer-dresses,43.99,black,100% polyester,Yes,Satin,Semi-sheer,100% polyester,100% polyester,"Machine wash at 30°C, Machine wash on gentle cycle",Standing collar,Asymmetrical,Hoodie pocket,Zip,V-neck,Floral,Bust darts,M6429F0XI-Q11,Knee-length,Long,"34.5 "" (Size S)",Regular Fit,"Our model is 5' 10""  tall and is wearing size 8","14.0 "" (Size 8)"
756,classic,classic,Esprit,DRESSES , Day dress,summer-dresses,50.99,navy,100% polyester,Yes,Chiffon,Semi-sheer,"60% viscose, 40% polyamide",100% polyester,"Do not tumble dry, machine wash at 30°C, Machine wash on gentle cycle",Standing collar,Asymmetrical,Hoodie pocket,Zip,Low-cut v-neck,Marl,"Belt included, inseam pockets",ES121C220-K11,Knee-length,Short,"38.5 "" (Size 8)",Loose Fit,"Our model is 5' 10""  tall and is wearing size 8","14.0 "" (Size 8)"
757,sporty,sporty,G-Star,ILOU ZIP HDD SW DRESS WMN L/S , Day dress,summer-dresses,74.99,black,100% polyester,Yes,Sweat,Semi-sheer,100% cotton,100% polyester,"Machine wash at 40°C, do not tumble dry",Hood,Asymmetrical,Hoodie pocket,Zip,Crew neck,Plain,"Zip fastening, elasticated waist",GS121C06L-Q11,Short,"25.5 "" (Size S)","33.0 "" (Size S)",Wide cut,"Our model is 5' 9""  tall and is wearing size S","14.0 "" (Size 8)"
758,sporty,sporty,IN THE STYLE,STACEY SOLOMON  , Day dress,summer-dresses,42.99,brown,100% polyester,Yes,Sweat,Semi-sheer,100% cotton,100% polyester,"Do not tumble dry, machine wash at 30°C, Machine wash on gentle cycle",Standing collar,Asymmetrical,Hoodie pocket,Zip,Crew neck,Plain,Belt included,I0421C01N-O11,Extra short,"21.5 "" (Size 8)","31.0 "" (Size 8)",Regular Fit,"Our model is 5' 10""  tall and is wearing size 8","14.0 "" (Size 8)"
759,sporty,sporty,Superdry,Day dress, Day dress,summer-dresses,54.99,grey,100% polyester,Yes,"Rib, Sweat",Semi-sheer,"59% cotton, 41% polyester",100% polyester,"Do not bleach, do not tumble dry",Standing collar,Asymmetrical,Hoodie pocket,Zip,Crew neck,Print,"Border, elasticated waist, embroidery",SU221C0OP-C11,Short,Long,"34.5 "" (Size S)",Regular Fit,"Our model is 5' 10""  tall and is wearing size 8","14.0 "" (Size 8)"
760,classic,classic,Moss Copenhagen,LILLIS MOROCCO DRESS , Day dress,summer-dresses,89.99,black,100% polyester,Yes,Chiffon,Semi-sheer,100% viscose,100% polyester,"Do not tumble dry, machine wash at 30°C",Standing collar,Asymmetrical,Hoodie pocket,Zip,Low-cut v-neck,Floral,Belt included,M0Y21C088-Q11,Calf-length,"25.5 "" (Size S)","50.5 "" (Size S)",Regular Fit,"Our model is 5' 10""  tall and is wearing size S","17.5 "" (Size S)"
761,trendy,trendy,Diane von Furstenberg,SILVIE DRESS , Cocktail dress / Party dress,Cocktail Dresses,420.0,bordeaux,100% polyester,Yes,Mesh,Semi-sheer,100% nylon,100% nylon,Dry clean only,Standing collar,Asymmetrical,Hoodie pocket,Belt,Cache-coeur,Plain,"Belt included, slip",DF221C0AQ-G11,Knee-length,"25.0 "" (Size S)","46.5 "" (Size S)",Slim Fit,"Our model is 5' 11""  tall and is wearing size S","14.0 "" (Size 8)"
762,casual chic,casual chic,MAMALICIOUS,MLDAY MIDI DRESS , Day dress,summer-dresses,39.99,multi-coloured,100% polyester,Yes,Chiffon,Semi-sheer,100% polyester,100% polyester,"Machine wash at 30°C, Machine wash on gentle cycle",Standing collar,Asymmetrical,Hoodie pocket,Zip,Cache-coeur,Floral,"Belt included, bust darts",M6429F0VH-Q12,Calf-length,"24.0 "" (Size S)","46.0 "" (Size S)",Regular Fit,"Our model is 5' 11""  tall and is wearing size S","14.0 "" (Size S)"
763,sporty,sporty,Calvin Klein,MODERN HYBRID  , Day dress,summer-dresses,90.99,sand,100% polyester,Yes,Sweat,Semi-sheer,"64% cotton, 36% polyester",100% polyester,Machine wash at 30°C,Standing collar,Asymmetrical,Hoodie pocket,Zip,Crew neck,Plain,Inseam pockets,6CA21C053-B11,Extra short,"24.0 "" (Size S)","34.5 "" (Size S)",Regular Fit,"Our model is 5' 10""  tall and is wearing size S","14.0 "" (Size 8)"
764,girly,girly,Lace & Beads Tall,RUHI MIDI , Cocktail dress / Party dress,Cocktail Dresses,74.99,silver,100% polyester,Yes,"Jersey, tulle",Semi-sheer,100% polyester,100% polyester,"Do not tumble dry, Hand wash only",Standing collar,Asymmetrical,Hoodie pocket,Zip,Low-cut v-neck,Plain,"Adjustable straps, sequins",LAD21C01X-K11,Calf-length,Spaghetti straps,"44.0 "" (Size 8)",Regular Fit,"Our model is 5' 10""  tall and is wearing size 8","14.0 "" (Size 8)"
765,edgy,casual chic,edc by Esprit,CREPE , Day dress,summer-dresses,43.99,black,100% polyester,Yes,Chiffon,Semi-sheer,"95% viscose, 5% elastane",100% polyester,"Do not tumble dry, machine wash at 30°C, Machine wash on gentle cycle",Standing collar,Asymmetrical,Hoodie pocket,Laces,V-neck,Plain,Slip,ED121C0XF-Q11,Short,"25.0 "" (Size S)","35.5 "" (Size S)",Regular Fit,"Our model is 5' 10""  tall and is wearing size S","13.5 "" (Size S)"
766,classic,classic,CAPSULE by Simply Be,SPOT PLEATED DRESS WITH COLLAR , Day dress,summer-dresses,38.99,black/white,100% polyester,Yes,Chiffon,Semi-sheer,100% polyester,100% polyester,"Machine wash at 40°C, do not tumble dry, Machine wash on gentle cycle",Volant collar,Asymmetrical,Hoodie pocket,Button,Crew neck,Animal print,"Bust darts, slip, bow",CAS21C03L-Q11,Calf-length,"20.5 "" (Size 16)","43.5 "" (Size 16)",Loose Fit,"Our model is 5' 10""  tall and is wearing size 8","15.0 "" (Size 16)"
767,casual chic,casual chic,ANDIATA,EDLA DRESS , Day dress,summer-dresses,289.99,sand,100% polyester,Yes,Rib,Semi-sheer,"90% wool, 10% cashmere",100% polyester,"Do not tumble dry, Hand wash only",Standing collar,Asymmetrical,Hoodie pocket,Zip,Crew neck,Marl,Belt included,A4L21C000-B11,Calf-length,"25.0 "" (Size S)","47.0 "" (Size S)",Slim Fit,"Our model is 5' 10""  tall and is wearing size 8","14.0 "" (Size 8)"
768,alternative,sporty,JDY,JDYMATHILDE DRESS , Day dress,summer-dresses,23.99,black,100% polyester,Yes,Sweat,Semi-sheer,"65% polyester, 35% cotton",100% polyester,"Do not tumble dry, machine wash at 30°C, Machine wash on gentle cycle",Standing collar,Asymmetrical,Hoodie pocket,Zip,Crew neck,Plain,Slip,JY121C0HD-Q11,Short,"25.0 "" (Size S)","32.5 "" (Size S)",Regular Fit,"Our model is 5' 9""  tall and is wearing size S","14.0 "" (Size 8)"
769,alternative,classic,Diane von Furstenberg,NELLA , Day dress,summer-dresses,420.0,navy,100% polyester,Yes,Chiffon,Semi-sheer,100% polyester,100% polyester,Dry clean only,Standing collar,Asymmetrical,Hoodie pocket,Zip,Crew neck,Print,Bust darts,DF221C0BI-K11,Calf-length,Elbow length,"46.0 "" (Size 8)",Regular Fit,"Our model is 5' 10""  tall and is wearing size 8","15.0 "" (Size 8)"
770,alternative,alternative,Superdry,Day dress, Day dress,summer-dresses,48.99,orange,100% polyester,Yes,Chiffon,Semi-sheer,100% viscose,100% polyester,"Do not tumble dry, Do not bleach",Standing collar,Asymmetrical,Side pockets,Drawstring fastening,Backless,Print,"Adjustable straps, tassels",SU221C0NU-B11,Calf-length,Spaghetti straps,"34.5 "" (Size S)",Slim Fit,"Our model is 5' 10""  tall and is wearing size 8","14.0 "" (Size 8)"
771,casual chic,alternative,ONLY Carmakoma,CARLOLLILISE , Day dress,summer-dresses,28.04,black multi-coloured,100% polyester,Yes,Chiffon,Semi-sheer,100% viscose,100% polyester,"Do not tumble dry, machine wash at 30°C, A shrinkage of up to 5% may occur",Standing collar,Asymmetrical,Hoodie pocket,Zip,Low-cut v-neck,Floral,Bust darts,ONA21E0FP-Q11,Short,"20.5 "" (Size 16)","38.0 "" (Size 16)",Regular Fit,"Our model is 5' 9""  tall and is wearing size 16","15.5 "" (Size 16)"
772,girly,girly,Vila,VIMILIA PEARL ANKLE DRESS , Occasion wear,Occasion dresses,89.99,white,100% polyester,Yes,Tulle,Semi-sheer,100% nylon,100% polyester,Hand wash only,Standing collar,Asymmetrical,Hoodie pocket,Button,Backless,Plain,"Adjustable straps, slip, rhinestones",V1021C2Y9-A11,Long,Spaghetti straps,"59.0 "" (Size 10)",Regular Fit,"Our model is 5' 10""  tall and is wearing size 10","14.0 "" (Size 8)"
773,girly,girly,Monki,Day dress, Day dress,summer-dresses,31.0,pastel yellow,100% polyester,Yes,Chiffon,Semi-sheer,100% polyester,100% polyester,"Do not tumble dry, machine wash at 30°C, Machine wash on gentle cycle",Standing collar,Asymmetrical,Hoodie pocket,Button,Crew neck,Floral,Slip,MOQ21C0BU-T11,Calf-length,Long,"42.5 "" (Size S)",Regular Fit,"Our model is 5' 10""  tall and is wearing size 8","15.5 "" (Size S)"
774,girly,girly,SUMMERY Copenhagen,THEA DRESS , Day dress,summer-dresses,209.99,pink,100% polyester,Yes,Chiffon,Semi-sheer,"60% cotton, 40% viscose",100% polyester,Machine wash at 30°C,Standing collar,Asymmetrical,Hoodie pocket,Zip,Square neck,Plain,Slip,CEC21C040-H11,Calf-length,Short,"47.0 "" (Size S)",Regular Fit,"Our model is 5' 10""  tall and is wearing size S","14.0 "" (Size S)"
775,sporty,sporty,Moss Copenhagen,IMA DRESS , Jersey dress,summer-dresses,48.74,purple,100% polyester,Yes,Jersey,Semi-sheer,"72% viscose, 23% polyester, 5% elastane",100% polyester,"Do not tumble dry, machine wash at 30°C, Machine wash on gentle cycle",Standing collar,Asymmetrical,Hoodie pocket,Zip,Crew neck,Plain,Slip,M0Y21C08D-Q11,Short,"25.0 "" (Size S/M)","35.0 "" (Size S/M)",Loose Fit,"Our model is 5' 10""  tall and is wearing size S/M","14.0 "" (Size 8)"
776,casual chic,casual chic,s.Oliver,Day dress, Day dress,summer-dresses,69.99,black,100% polyester,Yes,Mesh,Semi-sheer,"98% polyester, 2% elastane",100% polyester,"Do not tumble dry, machine wash at 30°C, Machine wash on gentle cycle",Standing collar,Asymmetrical,Hoodie pocket,Button,Crew neck,Print,Slip,SO221C13E-Q11,Calf-length,"25.0 "" (Size 10)","48.5 "" (Size 10)",Regular Fit,"Our model is 5' 9""  tall and is wearing size 10","14.0 "" (Size 8)"
777,casual chic,casual chic,Vero Moda,VMCAITLYNN DRESS BELT , Day dress,summer-dresses,39.99,black,100% polyester,Yes,Chiffon,Semi-sheer,100% polyester,100% polyester,"Do not tumble dry, machine wash at 30°C",Standing collar,Asymmetrical,Hoodie pocket,Button,Crew neck,Plain,Belt included,VE121C2JM-Q13,Knee-length,"25.5 "" (Size S)","41.0 "" (Size S)",Regular Fit,"Our model is 5' 9""  tall and is wearing size S","14.0 "" (Size S)"
778,classic,sporty,JDY,JDYIVY MATHILDE DRESS , Day dress,summer-dresses,16.14,pastel blue,100% polyester,Yes,Sweat,Semi-sheer,"62% cotton, 38% polyester",100% polyester,"Machine wash at 40°C, do not tumble dry, A shrinkage of up to 5% may occur",Standing collar,Asymmetrical,Hoodie pocket,Zip,Crew neck,Plain,Slip,JY121C0PX-K11,Short,"25.5 "" (Size S)","33.5 "" (Size S)",Loose Fit,"Our model is 5' 9""  tall and is wearing size S","14.0 "" (Size 8)"
779,unknown,trendy,Roksanda,EMINA DRESS , Day dress,summer-dresses,34.99,black multi-coloured,100% polyester,Yes,Chiffon,Semi-sheer,100% wool,100% polyester,Dry clean only,Standing collar,Asymmetrical,Hoodie pocket,Zip,V-neck,Plain,"Inseam pockets, bust darts",R9821C01U-B11,Calf-length,Sleeveless,"34.5 "" (Size S)",Regular Fit,"Our model is 5' 10""  tall and is wearing size 10","14.5 "" (Size 10)"
780,trendy,trendy,Abercrombie & Fitch,Day dress, Day dress,summer-dresses,89.99,black multi-coloured,100% polyester,Yes,Chiffon,Semi-sheer,100% polyester,100% polyester,Machine wash at 30°C,Standing collar,Asymmetrical,Hoodie pocket,Zip,Backless,Floral,"Bust darts, adjustable straps",A0F21C09Q-Q11,Calf-length,Spaghetti straps,"53.0 "" (Size S)",Slim Fit,"Our model is 5' 10""  tall and is wearing size S","14.0 "" (Size S)"
781,girly,girly,Adrianna Papell,BEADED TRAPEZE DRESS , Cocktail dress / Party dress,Cocktail Dresses,244.99,dusty pink,100% polyester,Yes,Tulle,Semi-sheer,100% polyester,100% polyester,"Do not tumble dry, Do not wash",Standing collar,Asymmetrical,Hoodie pocket,Hook fastening ,Crew neck,Plain,"Bust darts, slip, sequins, rhinestones",AD421C0EU-J11,Short,Sleeveless,"33.5 "" (Size 8)",Regular Fit,"Our model is 5' 10""  tall and is wearing size 8","14.0 "" (Size 8)"
782,classic,classic,Vila,VIMILINA LONG DRESS , Occasion wear,Occasion dresses,46.74,navy,100% polyester,Yes,Chiffon,Semi-sheer,100% polyester,100% polyester,"Do not tumble dry, machine wash at 30°C",Standing collar,Asymmetrical,Hoodie pocket,Zip,Low-cut v-neck,Plain,"Slip, bow",V1021C29L-K11,Long,Sleeveless,"56.5 "" (Size 8)",Regular Fit,"Our model is 5' 10""  tall and is wearing size 8","14.0 "" (Size 8)"
783,trendy,trendy,ONLY MATERNITY,OLMJENNY WRAP DRESS , Day dress,summer-dresses,35.99,black,100% polyester,Yes,"Mesh, Jersey",Semi-sheer,"95% polyester, 5% elastane",100% polyester,"Do not tumble dry, machine wash at 30°C, A shrinkage of up to 5% may occur",Standing collar,Asymmetrical,Hoodie pocket,Zip,Cache-coeur,Polka dot,Slip,ON329F00K-Q11,Short,"26.5 "" (Size S)","35.5 "" (Size S)",Regular Fit,"Our model is 5' 10""  tall and is wearing size S","14.0 "" (Size 8)"
784,trendy,trendy,DAY Birger et Mikkelsen,DAY , Cocktail dress / Party dress,Cocktail Dresses,329.99,pastel yellow,100% polyester,Yes,Chiffon,Semi-sheer,"95% polyester, 5% elastane",100% polyester,Hand wash only,Standing collar,Asymmetrical,Hoodie pocket,Button,Crew neck,Plain,Rhinestones,DA321C06Y-E11,Short,"21.5 "" (Size 8)","34.5 "" (Size 8)",Loose Fit,"Our model is 5' 10""  tall and is wearing size 8","10.0 "" (Size 8)"
785,classic,classic,2nd Day,ELLI CRISPY , Day dress,summer-dresses,189.99,white,100% polyester,Yes,Chiffon,Semi-sheer,100% cotton,100% polyester,"Do not tumble dry, machine wash at 30°C",Turn-down collar,Asymmetrical,Hoodie pocket,Button,Crew neck,Plain,Slip,S3821C05V-B11,Long,"25.0 "" (Size 8)","51.0 "" (Size 8)",Loose Fit,"Our model is 5' 10""  tall and is wearing size 8","15.5 "" (Size 8)"
786,trendy,trendy,Ted Baker,HARPIA , Day dress,summer-dresses,194.99,bright multi-coloured,100% polyester,Yes,Chiffon,Semi-sheer,100% polyester,100% polyester,"Hand wash only, Dry cleanable",Standing collar,Asymmetrical,Hoodie pocket,Zip,Crew neck,Floral,"Inseam pockets, bust darts, bow",TE421C0M3-T11,Calf-length,Elbow length,"48.5 "" (Size 10)",Regular Fit,"Our model is 5' 10""  tall and is wearing size 8","12.5 "" (Size 10)"
787,trendy,trendy,Missguided Petite,TAILORED CUT OUT BLAZER DRESS , Day dress,summer-dresses,45.99,pink,100% polyester,Yes,Chiffon,Semi-sheer,"95% polyester, 5% elastane",100% polyester,Machine wash at 30°C,Lapel collar,Asymmetrical,Hoodie pocket,Button,Crew neck,Plain,"Shoulder pads, bust darts",M0V21C0NJ-J11,Short,"22.0 "" (Size 8)","31.5 "" (Size 8)",Slim Fit,"Our model is 5' 10""  tall and is wearing size 8","12.5 "" (Size 8)"
788,girly,girly,ONLY,ONLKARMEN ANNE LIFE DRESS , Day dress,summer-dresses,30.99,white,100% polyester,Yes,Chiffon,Semi-sheer,100% viscose,100% polyester,"Do not tumble dry, machine wash at 30°C, Machine wash on gentle cycle",Standing collar,Asymmetrical,Hoodie pocket,Zip,Backless,Plain,Slip,ON321C1D3-A11,Short,Spaghetti straps,"32.0 "" (Size 10)",Fitted waist,"Our model is 5' 10""  tall and is wearing size 8","14.0 "" (Size 8)"
789,trendy,trendy,Mango,ESMIRNA , Day dress,summer-dresses,59.99,black/pink,100% polyester,Yes,Chiffon,Semi-sheer,100% viscose,100% polyester,"Do not tumble dry, machine wash at 30°C, Machine wash on gentle cycle",Standing collar,Asymmetrical,Hoodie pocket,Button,Backless,Polka dot,Slip,M9121C5HY-Q11,Calf-length,Long,"34.5 "" (Size S)",Slim Fit,"Our model is 5' 10""  tall and is wearing size 8","14.0 "" (Size 8)"
790,casual chic,alternative,Pieces,PCKAITLYN WRAP DRESS  , Day dress,summer-dresses,30.99,black,100% polyester,Yes,Chiffon,Semi-sheer,100% viscose,100% polyester,"Do not tumble dry, machine wash at 30°C",Standing collar,Asymmetrical,Hoodie pocket,Zip,Cache-coeur,Floral,Elasticated waist,PE321C18N-Q11,Short,Elbow length,"36.0 "" (Size S)",Regular Fit,"Our model is 5' 11""  tall and is wearing size S","15.0 "" (Size S)"
791,classic,classic,Alexa Chung,CHAUCER TUNIC DRESS , Day dress,summer-dresses,295.0,white,100% polyester,Yes,Chiffon,Semi-sheer,100% cotton,100% polyester,"Do not tumble dry, machine wash at 30°C",Mandarin collar,Asymmetrical,Hoodie pocket,Button,Crew neck,Print,Slip,A2B21C007-A12,Short,"22.5 "" (Size 8)","38.0 "" (Size 8)",Loose Fit,"Our model is 5' 10""  tall and is wearing size 8","16.5 "" (Size 8)"
