link,heading1,description,day dress,category,price,color,Bottom part material,Contains non-textile parts of animal origin,Fabric,Sheer,Outer fabric material,Lining,Care instructions,Collar,Cut,Pockets,Fastening,Neckline,Pattern,Details,Article number,Length,Sleeve length,Total length,Fit,Our model's height,Back width,Sleeve length,Jacket length,Top part material,Filling,Insert material,Sleeves material,Back material,Middle part material,Outer leg length,,,,,,,,,,,,,,,,,,,,
https://www.zalando.co.uk/only-onldreamer-life-hood-dress-day-dress-black-on321c2dq-q11.html,ONLY,ONLDREAMER LIFE HOOD DRESS , Day dress,Cocktail Dresses,Â£23.99,black,--,--,Sweat,--,"87% cotton, 13% polyester",--,"Do not tumble dry, machine wash at 30Â°C",Hood,--,--,--,--,Plain,--,ON321C2DQ-Q11,Short,"24.0 "" (Size S)","34.5 "" (Size S)",Regular Fit,"Our model is 5' 9""  tall and is wearing size S",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/rich-and-royal-dress-long-printed-day-dress-scarlet-red-ri521c04x-g11.html,Rich & Royal,DRESS LONG PRINTED , Day dress,Cocktail Dresses,Â£104.99,scarlet red,--,--,Jersey,--,"65% modal, 30% polyester, 5% elastane",--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,--,Crew neck,Print,--,RI521C04X-G11,Calf-length,"24.5 "" (Size S)","49.0 "" (Size S)",Regular Fit,"Our model is 5' 9""  tall and is wearing size S",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/lauren-ralph-lauren-belting-print-shirtdress-day-dress-creamtanmulti-l4221c1di-a11.html,Lauren Ralph Lauren,BELTING PRINT SHIRTDRESS , Day dress,Cocktail Dresses,Â£199.99,cream/tan/multi,--,--,Chiffon,--,"94% polyester, 6% elastane",100% polyester,"Machine wash at 30Â°C, Machine wash on gentle cycle",Turn-down collar,--,--,Zip,Cache-coeur,Print,"Belt included, slip",L4221C1DI-A11,Long,"24.5 "" (Size 10)","54.0 "" (Size 10)",Regular Fit,"Our model is 5' 9""  tall and is wearing size 10","12.5 "" (Size 10)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/only-onlprime-midi-shirt-dress-day-dress-black-on321c2s8-q12.html,ONLY,PRIME  , Day dress,Cocktail Dresses,Â£26.24,black,--,--,--,--,"98% viscose, 2% elastane",--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,Button,Low-cut v-neck,Plain,Belt included,ON321C2S8-Q12,Calf-length,"22.5 "" (Size S)","47.0 "" (Size S)",Regular Fit,"Our model is 5' 10""  tall and is wearing size S",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/only-onlprime-midi-shirt-dress-day-dress-black-on321c2s8-q12.html,ONLY,PRIME  , Day dress,Cocktail Dresses,Â£26.24,black,--,--,--,--,"98% viscose, 2% elastane",--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,Button,Low-cut v-neck,Plain,Belt included,ON321C2S8-Q12,Calf-length,"22.5 "" (Size S)","47.0 "" (Size S)",Regular Fit,"Our model is 5' 10""  tall and is wearing size S",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/only-onlprime-midi-shirt-dress-day-dress-black-on321c2s8-q12.html,ONLY,PRIME  , Day dress,Cocktail Dresses,Â£26.24,tofu,--,--,--,--,"98% viscose, 2% elastane",--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,Button,Low-cut v-neck,Plain,Belt included,ON321C2S8-Q12,Calf-length,"22.5 "" (Size S)","47.0 "" (Size S)",Regular Fit,"Our model is 5' 10""  tall and is wearing size S",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/wood-wood-lucille-gathered-dress-day-dress-dandelion-wo421c014-q11.html,Wood Wood,LUCILLE GATHERED DRESS , Day dress,Cocktail Dresses,Â£234.99,dandelion,--,--,--,--,"68% viscose, 20% nylon, 11% polyester, 1% elastane","92% polyester, 8% elastane","Machine wash at 30Â°C, Dry clean only",--,--,--,Zip,--,Plain,Slip,WO421C014-Q11,Calf-length,Spaghetti straps,"45.5 "" (Size 8)",Slim Fit,--,"14.5 "" (Size 8)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/anna-field-day-dress-blacklight-greenlight-grey-an621c1px-q11.html,Anna Field,Day dress,,Cocktail Dresses,Â£25.99,black/light green/light grey,--,--,Jersey,--,"95% viscose, 5% elastane",--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,--,Boat neck,Floral,Bust darts,AN621C1PX-Q11,Knee-length,"25.0 "" (Size M)","37.0 "" (Size M)",Regular Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/vila-petite-vilauren-dress-day-dress-light-pink-vip21c040-j11.html,VILA PETITE,VILAUREN DRESS , Day dress,Cocktail Dresses,Â£34.99,light pink,--,--,--,--,100% viscose,--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,Button,Crew neck,Floral,Belt included,VIP21C040-J11,Knee-length,Long,--,Regular Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/glamorous-care-mini-dresses-with-puff-short-sleeves-day-dress-stone-gl921c0oy-c11.html,Glamorous,CARE MINI DRESSES WITH PUFF SHORT SLEEVES , Day dress,Cocktail Dresses,Â£38.99,stone,--,--,--,--,100% polyester,--,"Do not tumble dry, machine wash at 30Â°C",--,--,--,Zip,Low-cut v-neck,Floral,Bow,GL921C0OY-C11,Extra short,Short,"33.0 "" (Size 8)",--,"Our model is 5' 11""  tall and is wearing size 8",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/seafolly-summer-of-love-day-dress-wild-lime-s1981h05o-m11.html,Seafolly,SUMMER OF LOVE  , Day dress,Cocktail Dresses,Â£94.99,wild lime,--,--,--,--,100% cotton,--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,--,Square neck,Floral,"Inseam pockets, bow",S1981H05O-M11,Calf-length,--,"52.0 "" (Size S)",Loose Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/only-onlmarcela-dress-day-dress-night-skysilver-on321c2o1-k11.html,ONLY,ONLMARCELA WRAP DRESS , Day dress,Cocktail Dresses,Â£29.74,night skysilver,--,--,Chiffon,--,100% polyester,100% polyester,"Do not tumble dry, machine wash at 30Â°C, A shrinkage of up to 5% may occur, Machine wash on gentle cycle",--,--,--,Laces,Cache-coeur,Pinstriped,Slip,ON321C2O1-K11,Short,"24.0 "" (Size S)","35.0 "" (Size S)",Regular Fit,"Our model is 5' 9""  tall and is wearing size S","12.5 "" (Size S)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/only-onlmarcela-dress-day-dress-night-skysilver-on321c2o1-k11.html,ONLY,ONLMARCELA WRAP DRESS , Day dress,Cocktail Dresses,Â£29.74,apple buttergold,--,--,Chiffon,--,100% polyester,100% polyester,"Do not tumble dry, machine wash at 30Â°C, A shrinkage of up to 5% may occur, Machine wash on gentle cycle",--,--,--,Laces,Cache-coeur,Pinstriped,Slip,ON321C2O1-K11,Short,"24.0 "" (Size S)","35.0 "" (Size S)",Regular Fit,"Our model is 5' 9""  tall and is wearing size S","12.5 "" (Size S)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/only-onlmarcela-dress-day-dress-night-skysilver-on321c2o1-k11.html,ONLY,ONLMARCELA WRAP DRESS , Day dress,Cocktail Dresses,Â£29.74,black/gold coloured,--,--,Chiffon,--,100% polyester,100% polyester,"Do not tumble dry, machine wash at 30Â°C, A shrinkage of up to 5% may occur, Machine wash on gentle cycle",--,--,--,Laces,Cache-coeur,Pinstriped,Slip,ON321C2O1-K11,Short,"24.0 "" (Size S)","35.0 "" (Size S)",Regular Fit,"Our model is 5' 9""  tall and is wearing size S","12.5 "" (Size S)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/only-onlmarcela-dress-day-dress-night-skysilver-on321c2o1-k11.html,ONLY,ONLMARCELA WRAP DRESS , Day dress,Cocktail Dresses,Â£29.74,stormy seasilver,--,--,Chiffon,--,100% polyester,100% polyester,"Do not tumble dry, machine wash at 30Â°C, A shrinkage of up to 5% may occur, Machine wash on gentle cycle",--,--,--,Laces,Cache-coeur,Pinstriped,Slip,ON321C2O1-K11,Short,"24.0 "" (Size S)","35.0 "" (Size S)",Regular Fit,"Our model is 5' 9""  tall and is wearing size S","12.5 "" (Size S)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/never-fully-dressed-texas-dress-day-dress-multi-nen21c04h-t11.html,Never Fully Dressed,TEXAS DRESS , Day dress,Cocktail Dresses,Â£104.99,multi,--,--,Satin,--,100% polyester,--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,--,Scoop neck,Print,--,NEN21C04H-T11,Calf-length,"25.0 "" (Size 8)","48.5 "" (Size 8)",Regular Fit,--,"14.0 "" (Size 8)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/only-onlinc-fenja-dress-shift-dress-cashmere-blue-on321c2qj-k11.html,ONLY,ONLINC FENJA DRESS , Day dress,Cocktail Dresses,Â£21.99,cashmere blue,--,--,Rib,--,"95% cotton, 5% elastane",--,"Do not tumble dry, machine wash at 30Â°C",--,--,--,--,Crew neck,Floral,--,ON321C2QJ-K11,Short,Sleeveless,"34.5 "" (Size S)",Bodycon,"Our model is 5' 9""  tall and is wearing size S",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/only-onlinc-fenja-dress-shift-dress-cashmere-blue-on321c2qj-k11.html,ONLY,ONLINC FENJA DRESS , Day dress,Cocktail Dresses,Â£21.99,black ,--,--,Rib,--,"95% cotton, 5% elastane",--,"Do not tumble dry, machine wash at 30Â°C",--,--,--,--,Crew neck,Floral,--,ON321C2QJ-K11,Short,Sleeveless,"34.5 "" (Size S)",Bodycon,"Our model is 5' 9""  tall and is wearing size S",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/only-onlinc-fenja-dress-shift-dress-cashmere-blue-on321c2qj-k11.html,ONLY,ONLINC FENJA DRESS , Day dress,Cocktail Dresses,Â£21.99,flame orange,--,--,Rib,--,"95% cotton, 5% elastane",--,"Do not tumble dry, machine wash at 30Â°C",--,--,--,--,Crew neck,Floral,--,ON321C2QJ-K11,Short,Sleeveless,"34.5 "" (Size S)",Bodycon,"Our model is 5' 9""  tall and is wearing size S",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/maxandco-ligustro-day-dress-navy-blue-mq921c0cc-k11.html,MAX&Co.,LIGUSTRO , Day dress,Cocktail Dresses,Â£219.99,navy blue,--,--,--,--,100% polyester,--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Standing collar,--,--,Laces,Low-cut v-neck,Plain,--,MQ921C0CC-K11,Calf-length,"24.0 "" (Size 8)","45.0 "" (Size 8)",Regular Fit,"Our model is 5' 10""  tall and is wearing size 8","14.0 "" (Size 8)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/monki-day-dress-pink-moq21c0bw-j11.html,Monki,Day dress,,Cocktail Dresses,Â£31.00,pink,--,--,--,--,100% polyester,--,"Machine wash at 40Â°C, do not tumble dry",--,--,--,Laces,Backless,Floral,Elasticated waist,MOQ21C0BW-J11,Calf-length,Elbow length,"44.5 "" (Size S)",Regular Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/monki-day-dress-pink-moq21c0bw-j11.html,Monki,Day dress,,Cocktail Dresses,Â£31.00,purple,--,--,--,--,100% polyester,--,"Machine wash at 40Â°C, do not tumble dry",--,--,--,Laces,Backless,Floral,Elasticated waist,MOQ21C0BW-J11,Calf-length,Elbow length,"44.5 "" (Size S)",Regular Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/vero-moda-petite-vmhenna-wrap-frill-dress-day-dress-goji-berry-vm021c0d8-g11.html,Vero Moda Petite,VMHENNA WRAP FRILL DRESS , Day dress,Cocktail Dresses,Â£30.99,goji berry,--,--,--,--,100% polyester,--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,Belt,Cache-coeur,Polka dot,--,VM021C0D8-G11,Knee-length,Short,"36.0 "" (Size S)",Slim Fit,--,"15.0 "" (Size S)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/vero-moda-petite-vmhenna-wrap-frill-dress-day-dress-goji-berry-vm021c0d8-g11.html,Vero Moda Petite,VMHENNA WRAP FRILL DRESS , Day dress,Cocktail Dresses,Â£30.99,black,--,--,--,--,100% polyester,--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,Belt,Cache-coeur,Polka dot,--,VM021C0D8-G11,Knee-length,Short,"36.0 "" (Size S)",Slim Fit,--,"15.0 "" (Size S)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/pepe-jeans-jasmine-day-dress-multi-pe121c0mj-t11.html,Pepe Jeans,JASMINE , Day dress,Cocktail Dresses,Â£74.99,multi,--,--,--,--,100% viscose,100% viscose,"Do not tumble dry, machine wash at 30Â°C",--,--,--,Zip,Low-cut v-neck,Floral,"Zip fastening, bust darts, slip",PE121C0MJ-T11,Short,"24.0 "" (Size S)","34.5 "" (Size S)",Regular Fit,"Our model is 5' 9""  tall and is wearing size S","14.0 "" (Size S)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/only-onlinc-fenja-dress-shift-dress-black-on321c2qj-q11.html,ONLY,ONLINC FENJA DRESS , Day dress,Cocktail Dresses,Â£21.99,black ,--,--,Rib,--,"95% cotton, 5% elastane",--,"Do not tumble dry, machine wash at 30Â°C",--,--,--,--,Crew neck,Floral,--,ON321C2QJ-Q11,Short,Sleeveless,"34.5 "" (Size S)",Bodycon,"Our model is 5' 9""  tall and is wearing size S",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/only-onlinc-fenja-dress-shift-dress-black-on321c2qj-q11.html,ONLY,ONLINC FENJA DRESS , Day dress,Cocktail Dresses,Â£21.99,cashmere blue,--,--,Rib,--,"95% cotton, 5% elastane",--,"Do not tumble dry, machine wash at 30Â°C",--,--,--,--,Crew neck,Floral,--,ON321C2QJ-Q11,Short,Sleeveless,"34.5 "" (Size S)",Bodycon,"Our model is 5' 9""  tall and is wearing size S",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/only-onlinc-fenja-dress-shift-dress-black-on321c2qj-q11.html,ONLY,ONLINC FENJA DRESS , Day dress,Cocktail Dresses,Â£21.99,flame orange,--,--,Rib,--,"95% cotton, 5% elastane",--,"Do not tumble dry, machine wash at 30Â°C",--,--,--,--,Crew neck,Floral,--,ON321C2QJ-Q11,Short,Sleeveless,"34.5 "" (Size S)",Bodycon,"Our model is 5' 9""  tall and is wearing size S",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/love-copenhagen-linda-dress-day-dress-blue-green-sky-l1g21c05m-k11.html,Love Copenhagen,LINDA DRESS , Day dress,Cocktail Dresses,Â£99.99,blue green sky,--,--,Satin,--,100% polyester,--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Standing collar,--,--,Laces,--,Print,--,L1G21C05M-K11,Calf-length,Short,--,Slim Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/cream-crkimma-aline-dress-kim-fit-day-dress-moonstone-cr221c0n7-o11.html,Cream,CRKIMMA ALINE DRESS , KIM FIT ,Cocktail Dresses,Â£129.99,moonstone,--,--,--,--,"80% viscose, 20% nylon",--,--,--,--,--,--,V-neck,Floral,Bust darts,CR221C0N7-O11,Calf-length,"18.5 "" (Size 10)","46.5 "" (Size 10)",Regular Fit,"Our model is 5' 9""  tall and is wearing size 10","15.5 "" (Size 10)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/drykorn-malasi-day-dress-schwarz-dr221c054-q11.html,DRYKORN,MALASI , Day dress,Cocktail Dresses,Â£179.99,schwarz,100% cotton,--,Jersey,--,"91% cotton, 9% elastane",--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,--,Crew neck,Plain,--,DR221C054-Q11,Calf-length,Short,"51.0 "" (Size S)",Loose Fit,"Our model is 5' 10""  tall and is wearing size S",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/drykorn-malasi-day-dress-schwarz-dr221c054-q11.html,DRYKORN,MALASI , Day dress,Cocktail Dresses,Â£179.99,orange,100% cotton,--,Jersey,--,"91% cotton, 9% elastane",--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,--,Crew neck,Plain,--,DR221C054-Q11,Calf-length,Short,"51.0 "" (Size S)",Loose Fit,"Our model is 5' 10""  tall and is wearing size S",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/soliver-day-dress-black-so221c13e-q11.html,s.Oliver,Day dress,,Cocktail Dresses,Â£69.99,black ,--,--,Mesh,--,"98% polyester, 2% elastane",100% polyester,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,Button,Crew neck,Print,Slip,SO221C13E-Q11,Calf-length,"25.0 "" (Size 10)","48.5 "" (Size 10)",Regular Fit,"Our model is 5' 9""  tall and is wearing size 10",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/soliver-day-dress-black-so221c13e-q11.html,s.Oliver,Day dress,,Cocktail Dresses,Â£69.99,petrol blue ,--,--,Mesh,--,"98% polyester, 2% elastane",100% polyester,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,Button,Crew neck,Print,Slip,SO221C13E-Q11,Calf-length,"25.0 "" (Size 10)","48.5 "" (Size 10)",Regular Fit,"Our model is 5' 9""  tall and is wearing size 10",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/object-objelisabeth-dress-day-dress-black-ob121c0xh-q11.html,Object,OBJELISABETH DRESS , Day dress,Cocktail Dresses,Â£54.99,black,--,--,--,--,100% viscose,--,"Do not tumble dry, machine wash at 30Â°C",--,--,--,--,Cache-coeur,Floral,--,OB121C0XH-Q11,Short,"22.5 "" (Size 8)","36.0 "" (Size 8)",Regular Fit,--,"15.5 "" (Size 8)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/scotch-and-soda-short-straight-dress-day-dress-combo-sc321c07s-t11.html,Scotch & Soda,SHORT STRAIGHT DRESS , Day dress,Cocktail Dresses,Â£114.99,combo,--,--,--,--,"80% viscose, 20% polyester",--,"Do not tumble dry, Hand wash only",Standing collar,--,--,Laces,Low-cut v-neck,Print,--,SC321C07S-T11,Knee-length,"18.5 "" (Size S)","34.5 "" (Size S)",Loose Fit,"Our model is 5' 9""  tall and is wearing size S","13.5 "" (Size S)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/selected-femme-slfelise-short-dress-day-dress-lilac-sachet-se521c14i-j11.html,Selected Femme,SLFELISE SHORT DRESS , Day dress,Cocktail Dresses,Â£59.99,lilac sachet,--,--,--,--,100% cotton,--,Machine wash at 30Â°C,--,--,--,--,Cache-coeur,Floral,Bow,SE521C14I-J11,Knee-length,"18.5 "" (Size 8)","38.5 "" (Size 8)",Regular Fit,--,"14.0 "" (Size 8)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/monki-day-dress-yellow-solid-moq21c0c0-e11.html,Monki,Day dress,,Cocktail Dresses,Â£26.00,yellow solid,--,--,--,Semi-sheer,100% cotton,--,Machine wash at 40Â°C,--,--,--,--,Backless,Plain,--,MOQ21C0C0-E11,Calf-length,Short,"46.0 "" (Size S)",Loose Fit,"Our model is 5' 9""  tall and is wearing size S","14.0 "" (Size S)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/monki-day-dress-yellow-solid-moq21c0c0-e11.html,Monki,Day dress,,Cocktail Dresses,Â£26.00,pink solid,--,--,--,Semi-sheer,100% cotton,--,Machine wash at 40Â°C,--,--,--,--,Backless,Plain,--,MOQ21C0C0-E11,Calf-length,Short,"46.0 "" (Size S)",Loose Fit,"Our model is 5' 9""  tall and is wearing size S","14.0 "" (Size S)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/only-onlalice-dress-day-dress-moonlight-blue-on321c2ov-k11.html,ONLY,ONLALICE DRESS , Day dress,Cocktail Dresses,Â£30.99,moonlight blue,--,--,--,--,100% polyester,100% polyester,"Do not tumble dry, machine wash at 30Â°C, A shrinkage of up to 5% may occur, Machine wash on gentle cycle",--,--,--,Button,Crew neck,Plain,"Belt included, slip",ON321C2OV-K11,Knee-length,"24.0 "" (Size S)","39.5 "" (Size S)",Regular Fit,--,"14.5 "" (Size S)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/only-onlalice-dress-day-dress-moonlight-blue-on321c2ov-k11.html,ONLY,ONLALICE DRESS , Day dress,Cocktail Dresses,Â£30.99,black,--,--,--,--,100% polyester,100% polyester,"Do not tumble dry, machine wash at 30Â°C, A shrinkage of up to 5% may occur, Machine wash on gentle cycle",--,--,--,Button,Crew neck,Plain,"Belt included, slip",ON321C2OV-K11,Knee-length,"24.0 "" (Size S)","39.5 "" (Size S)",Regular Fit,--,"14.5 "" (Size S)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/only-onlalice-dress-day-dress-moonlight-blue-on321c2ov-k11.html,ONLY,ONLALICE DRESS , Day dress,Cocktail Dresses,Â£30.99,desert sand,--,--,--,--,100% polyester,100% polyester,"Do not tumble dry, machine wash at 30Â°C, A shrinkage of up to 5% may occur, Machine wash on gentle cycle",--,--,--,Button,Crew neck,Plain,"Belt included, slip",ON321C2OV-K11,Knee-length,"24.0 "" (Size S)","39.5 "" (Size S)",Regular Fit,--,"14.5 "" (Size S)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
