cv_predicted,IndexID,Style,Link,Brand,"Dress name ",Price,Price Category,Color,Fabric,Outer fabric material,Lining,Care instructions,Collar,Cut,Fastening,Type of dress,Neckline,Consolidated Prints,Details,Dress length,Sleeve length,Consolidated sleeve length,Total length,Fit,Consolidated fit,Our model's height,Back width,Sheer?,Pockets?,Rhinestones?,Shoulderpads?,Backless?
trendy,767,trendy,https://www.zalando.co.uk/day-birger-et-mikkelsen-day-cocktail-dress-party-dress-lime-bean-da321c06y-e11.html,DAY Birger et Mikkelsen,"DAY ",329.99,5,pastel yellow,Chiffon,"95% polyester, 5% elastane",,Hand wash only,Standing collar,,Button,,,,Rhinestones,Short,"21.5 "" (Size 8)",Long,"34.5 "" (Size 8)",Loose Fit,Loose fit,,"10.0 "" (Size 8)",Yes,No,yes,No,No
classic,768,classic,https://www.zalando.co.uk/2nd-day-2nd-elli-day-dress-oatmeal-s3821c05v-b11.html,2nd Day,"ELLI CRISPY ",189.99,4,white,,100% cotton,,"Do not tumble dry, machine wash at 30Â°C",Turn-down collar,,Button,Button down dresses,,,,Maxi/long,"25.0 "" (Size 8)",Long,"51.0 "" (Size 8)",Loose Fit,Loose fit,,"15.5 "" (Size 8)",No,No,No,No,No
trendy,769,trendy,https://www.zalando.co.uk/ted-baker-harpia-day-dress-black-te421c0m3-t11.html,Ted Baker,"HARPIA ",194.99,4,bright multi-coloured,,100% polyester,100% polyester,"Hand wash only, Dry cleanable",,,Zip,,Round neckline,Floral,"Inseam pockets, bust darts, bow",Calf length,Elbow length,Elbow length,"48.5 "" (Size 10)",Regular Fit,Regular fit,,"12.5 "" (Size 10)",No,yes,No,No,No
trendy,770,trendy,https://www.zalando.co.uk/missguided-petite-tailored-cut-out-blazer-dress-day-dress-hot-pink-m0v21c0nj-j11.html,Missguided,"TAILORED CUT OUT BLAZER DRESS ",45.99,2,pink,,"95% polyester, 5% elastane",100% polyester,Machine wash at 30Â°C,Lapel collar,,Button,,Low v-neck,Plain,"Shoulder pads, bust darts",Short,"22.0 "" (Size 8)",Long,"31.5 "" (Size 8)",Slim Fit,Slim fit,,"12.5 "" (Size 8)",No,No,No,yes,No
girly,771,girly,https://www.zalando.co.uk/only-day-dress-cloud-dancer-on321c1d3-a11.html,Only,"ONLKARMEN ANNE LIFE DRESS ",30.99,1,white,,100% viscose,,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",,,,Accentuating the waist,Spaghetti straps,Plain,,Short,Spaghetti straps,Spaghetti straps,"32.0 "" (Size 10)",Fitted waist,Slim fit,,,No,No,No,No,Yes
trendy,772,trendy,https://www.zalando.co.uk/mango-day-dress-schwarz-m9121c5hy-q11.html,Mango,"ESMIRNA ",59.99,2,black/pink,,100% viscose,100% polyester,,,,Button,,Round neckline,Polka dot,Slip,Calf length,Long,Long,,Slim Fit,Slim fit,,,No,No,No,No,Yes
casual chic,773,alternative,https://www.zalando.co.uk/pieces-pckaitlyn-wrap-dress-day-dress-black-pe321c18n-q11.html,Pieces,"PCKAITLYN WRAP DRESS  ",30.99,1,black,,100% viscose,,"Do not tumble dry, machine wash at 30Â°C",,,,Wrap dresses,Low v-neck,Floral,Elasticated waist,Short,Elbow length,Elbow length,"36.0 "" (Size S)",Regular Fit,Regular fit,"Our model is 5' 11""  tall and is wearing size S","15.0 "" (Size S)",No,No,No,No,No
classic,774,classic,https://www.zalando.co.uk/alexa-chung-chaucer-tunic-dress-day-dress-ivorybrown-a2b21c007-a12.html,Alexa Chung,"CHAUCER TUNIC DRESS ",295.0,5,white,,100% cotton,,"Do not tumble dry, machine wash at 30Â°C",Mandarin collar,,Button,,Round neckline,Prints in general,,Short,"22.5 "" (Size 8)",Long,"38.0 "" (Size 8)",Loose Fit,Loose fit,"Our model is 5' 10""  tall and is wearing size 8","16.5 "" (Size 8)",No,No,No,No,No
classic,775,edgy,https://www.zalando.co.uk/superdry-day-dress-black-su221c0pi-q11.html,Superdry,Day dress,30.0,1,black,,100% viscose,,"Do not tumble dry, Do not bleach",,,,Wrap dresses,Low v-neck,Animal Prints in general,Belt included,Short,Long,Long,,Regular Fit,Regular fit,,,No,No,No,No,No
trendy,776,trendy,https://www.zalando.co.uk/wal-g-v-neck-skater-jersey-dress-black-wg021c08q-q11.html,WAL G.,"PLAIN NECK SKATER ",29.99,1,black,Jersey,"95% polyester, 5% elastane",,"Do not tumble dry, machine wash at 30Â°C",,,Zip,Accentuating the waist,Low v-neck,Plain,"Padded bust, wired bustier",Extra short,Sleeveless,Sleeveless,"34.0 "" (Size 10)",Fitted waist,Slim fit,"Our model is 5' 11""  tall and is wearing size 10",,No,No,No,No,No
trendy,777,trendy,https://www.zalando.co.uk/summery-copenhagen-olivia-day-dress-blueprintlavender-violet-cec21c041-k11.html,SUMMERY Copenhagen,"OLIVIA ",164.99,4,purple,,100% cotton,,"Do not tumble dry, Hand wash only",,,Zip,,Round neckline,,Bust darts,Short,Short,Short,"35.0 "" (Size S)",Regular Fit,Regular fit,"Our model is 5' 11""  tall and is wearing size S","15.0 "" (Size S)",No,No,No,No,No
sporty,778,sporty,https://www.zalando.co.uk/ragwear-marselinna-day-dress-white-r5921c0b9-a11.html,Ragwear,"MARSELINNA ",59.99,2,white,Sweat,100% cotton,,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Hood,,,Hooded dresses,,Plain,Inseam pockets,Knee length,"23.5 "" (Size S)",Long,"35.5 "" (Size S)",Loose Fit,Loose fit,"Our model is 5' 10""  tall and is wearing size S",,No,yes,No,No,No
alternative,779,alternative,https://www.zalando.co.uk/superdry-day-dress-rooibos-tea-su221c0nd-o11.html,Superdry,Day dress,54.99,2,burnt orange,,100% viscose,,,,,,Wrap dresses,Low v-neck,,,,Long,Long,,,,,,No,No,No,No,No
sporty,780,trendy,https://www.zalando.co.uk/missguided-tall-sweater-shirt-dress-day-dress-white-mig21c0gp-a11.html,Missguided,"SWEATER SHIRT DRESS ",27.99,1,black/white,Sweat,"52% cotton, 48% polyester",,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Standing collar,,Button,,,,"Button row, bust darts",Short,"27.0 "" (Size 8)",Long,"35.5 "" (Size 8)",Regular Fit,Regular fit,,,No,No,No,No,No
trendy,781,casual chic,https://www.zalando.co.uk/edc-by-esprit-frill-dress-day-dress-black-ed121c0wk-q12.html,Esprit,"FRILL DRESS ",44.99,2,black,Jersey,"95% viscose, 5% elastane",,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",,,Button,,Round neckline,Plain,,Short,"26.5 "" (Size S)",Long,"34.5 "" (Size S)",Loose Fit,Loose fit,"Our model is 5' 9""  tall and is wearing size S",,No,No,No,No,No
trendy,782,trendy,https://www.zalando.co.uk/wal-g-mimi-one-shoulder-dress-occasion-wear-dark-fushia-wg021c0r5-j11.html,WAL G.,"MIMI ONE SHOULDER DRESS ",42.99,2,pink,Jersey,"95% polyester, 5% elastane","95% polyester, 5% elastane","Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",,Asymmetrical,Zip,,strapless,Plain,,Maxi/long,One shoulder,One shoulder,"59.0 "" (Size 10)",Slim Fit,Slim fit,"Our model is 5' 9""  tall and is wearing size 10",,No,No,No,No,No
alternative,783,casual chic,https://www.zalando.co.uk/saint-tropez-edasz-dress-day-dress-mocha-bisque-cottage-core-s2821c07a-o11.html,Saint Tropez,"EDASZ ",54.99,2,brown,,100% viscose,,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Standing collar,,,,Low v-neck,Floral,,Knee length,"26.5 "" (Size S)",Long,"42.0 "" (Size S)",Loose Fit,Loose fit,"Our model is 5' 10""  tall and is wearing size S","15.0 "" (Size S)",No,No,No,No,No
girly,784,girly,https://www.zalando.co.uk/glamorous-curve-midi-dress-with-trim-collar-and-puff-12-sleeves-cocktail-dress-party-dress-whitepink-gla21c097-j11.html,Glamorous,"MIDI DRESS WITH TRIM COLLAR & PUFF 1/2 SLEEVES ",49.99,2,white/pink,,100% polyester,100% polyester,"Do not tumble dry, machine wash at 30Â°C",Peter pan collar,,Zip,,,Prints in general,Bust darts,Calf length,Elbow length,Elbow length,"51.5 "" (Size 16)",Slim Fit,Slim fit,,"14.5 "" (Size 16)",No,No,No,No,No
casual chic,785,casual chic,https://www.zalando.co.uk/more-and-more-dress-short-day-dress-marine-m5821c0n7-k11.html,More & More,"DRESS SHORT ",69.99,2,navy,,"72% cotton, 24% polyamide, 4% elastane",,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",,,Button,,Round neckline,Plain,Bust darts,Knee length,Elbow length,Elbow length,"38.0 "" (Size 10)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 10","17.5 "" (Size 10)",No,No,No,No,No
girly,786,girly,https://www.zalando.co.uk/free-people-undone-mini-day-dress-sea-spray-wash-fp021c0bp-k11.html,Free People,"UNDONE MINI ",129.99,4,pastel blue,,100% cotton,,Machine wash at 30Â°C,,,Laces,,Low v-neck,Checked,,Short,Sleeveless,Sleeveless,"32.5 "" (Size 8/10)",Loose Fit,Loose fit,"Our model is 5' 9""  tall and is wearing size 8/10",,No,Yes,No,No,No
edgy,787,edgy,https://www.zalando.co.uk/superdry-day-dress-mixed-black-floral-su221c0oy-q12.html,Superdry,Day dress,54.99,2,black multi-coloured,Lace,100% viscose,,"Do not bleach, do not tumble dry",,,,,Round neckline,Floral,,Short,Long,Long,,Loose Fit,Loose fit,,,No,No,No,No,No
sporty,788,sporty,https://www.zalando.co.uk/superdry-tonal-city-day-dress-aubergine-su221c0og-i11.html,Superdry,"TONAL CITY  ",41.99,2,burgundy,Sweat,100% cotton,,"Do not bleach, do not tumble dry",Hood,,,Hooded dresses,,Prints in general,Elasticated waist,Short,Long,Long,,Regular Fit,Regular fit,,,No,No,No,No,No
sporty,789,sporty,https://www.zalando.co.uk/noisy-may-nmhelene-dress-day-dress-clove-nm321c0hx-j11.html,Noisy May,"NMHELENE DRESS ",30.99,1,brown,Sweat,"65% polyester, 35% cotton",,"Do not tumble dry, Machine wash on gentle cycle, Do not bleach",Hood,,,Hooded dresses,,Plain,Zip fastening,Calf length,Long,Long,,Loose Fit,Loose fit,,,No,No,No,No,No
casual chic,790,casual chic,https://www.zalando.co.uk/naf-naf-nuisette-day-dress-bleu-marineblanc-na521c189-k11.html,NAF NAF,"NUISETTE ",69.99,2,navy,,100% viscose,,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",,,Zip,Wrap dresses,Low v-neck,Polka dot,Adjustable straps,Calf length,Spaghetti straps,Spaghetti straps,"52.0 "" (Size 8)",Slim Fit,Slim fit,,"13.0 "" (Size 8)",No,No,No,No,No
trendy,791,edgy,https://www.zalando.co.uk/the-kooples-robe-cocktail-dress-party-dress-dark-blue-tha21c0b0-k11.html,The Kooples,"ROBE ",414.99,5,electric blue,,100% silk,100% viscose,Do not wash,,,Zip,,Low v-neck,Prints in general,"Button row, slip",Calf length,Short,Short,"47.0 "" (Size 8)",Regular Fit,Regular fit,"Our model is 5' 9""  tall and is wearing size 8","14.5 "" (Size 8)",No,No,No,No,No
alternative,792,alternative,https://www.zalando.co.uk/desigual-day-dress-verde-caza-de121c0ys-n11.html,Desigual,"VEST LAILA ",119.99,3,army green,,"97% cotton, 3% elastane",,"Do not tumble dry, machine wash at 30Â°C",Turn-down collar,,Button,Button down dresses,,,"Belt included, embroidery",Extra short,Short,Short,"33.5 "" (Size M)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size M","14.0 "" (Size M)",No,No,No,No,No
classic,793,classic,https://www.zalando.co.uk/mykke-hofmann-kusi-cocktail-dress-party-dress-beige-myd21c01v-b12.html,Mykke Hofmann,"KUSI ",299.99,5,sand,Satin,100% lyocell,,"Machine wash at 30Â°C, Machine wash on gentle cycle",Bow/shawl collar,,Zip,,,Plain,,Calf length,"24.5 "" (Size S)",Long,"46.5 "" (Size S)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size S","14.0 "" (Size S)",No,No,No,No,No
girly,794,girly,https://www.zalando.co.uk/swing-cocktail-dress-party-dress-ivory-sg721c0cs-a11.html,Swing,Cocktail dress / Party dress,114.99,3,white,"Lace, chiffon",100% polyester,"97% polyester, 3% elastane",Hand wash only,,,Zip,Accentuating the waist,Round neckline,Plain,"Belt included, slip, sequins",Short,Extra short,Short,"36.5 "" (Size 10)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 10","12.0 "" (Size 10)",No,No,yes,No,No
trendy,795,trendy,https://www.zalando.co.uk/tommy-jeans-signature-bodycon-dress-shift-dress-fresh-pink-tob21c071-j11.html,Tommy Hilfiger,"SIGNATURE BODYCON DRESS ",64.99,2,pink,Jersey,"72% polyester, 23% modal, 5% elastane",,"Machine wash at 30Â°C, Machine wash on gentle cycle",,,,Bodycon dresses,strapless,Plain,"Bust darts, embroidery",Extra short,Strapless,Strapless,"27.0 "" (Size S)",Bodycon,Slim fit,"Our model is 5' 10""  tall and is wearing size S",,No,No,No,No,Yes
casual chic,796,trendy,https://www.zalando.co.uk/mavi-button-dress-day-dress-britany-blue-fun-ma621c023-t11.html,Mavi,"BUTTON DRESS ",49.99,2,bright multi-coloured,,100% viscose,,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",,,Button,,Low v-neck,Floral,Adjustable straps,Calf length,Spaghetti straps,Spaghetti straps,"44.0 "" (Size S)",Slim Fit,Slim fit,"Our model is 5' 10""  tall and is wearing size S",,No,No,No,No,No
edgy,797,edgy,https://www.zalando.co.uk/the-kooples-robe-cocktail-dress-party-dress-blackorange-tha21c0b8-h11.html,The Kooples,"ROBE ",314.99,5,black multi-coloured,Chiffon,"95% viscose, 5% metal",100% viscose,Dry clean only,,,Zip,,Low v-neck,Floral,"Elasticated waist, slip",Short,"24.5 "" (Size 8)",Long,"37.5 "" (Size 8)",Regular Fit,Regular fit,,"14.5 "" (Size 8)",No,No,No,No,No
casual chic,798,casual chic,https://www.zalando.co.uk/vero-moda-vmsimply-easy-long-shirt-dress-black-ve121c2th-q11.html,Vero Moda,"VMSIMPLY EASY LONG ",32.99,1,black,,100% viscose,,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Turn-down collar,,Button,Button down dresses,,Floral,"Belt included, bust darts",Calf length,Short,Short,"48.5 "" (Size S)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size S","15.5 "" (Size S)",No,No,No,No,No
casual chic,799,casual chic,https://www.zalando.co.uk/na-kd-frill-v-neck-mini-dress-day-dress-black-naa21c0p6-q11.html,NA-KD,"FRILL V NECK MINI DRESS ",49.99,2,black,Chiffon,100% polyester,"98% polyester, 2% elastane","Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",,,,,Low v-neck,Plain,Bow,Extra short,"24.5 "" (Size 8)",Long,"33.5 "" (Size 8)",Regular Fit,Regular fit,"Our model is 5' 9""  tall and is wearing size 8","15.0 "" (Size 8)",No,No,No,No,No
trendy,800,trendy,https://www.zalando.co.uk/day-birger-et-mikkelsen-kinsley-modern-drape-cocktail-dress-party-dress-bok-choy-da321c06q-m11.html,DAY Birger et Mikkelsen,"KINSLEY MODERN DRAPE ",209.99,5,pastel green,Satin,100% polyester,,,,,,Wrap dresses,Low v-neck,Plain,Bow,Calf length,"19.5 "" (Size 8)",Long,"50.0 "" (Size 8)",Loose Fit,Loose fit,,"14.0 "" (Size 8)",No,No,No,No,No
edgy,801,edgy,https://www.zalando.co.uk/the-kooples-robe-col-et-manches-smockesen-imprime-flowers-cocktail-dress-party-dress-blackred-tha21c0be-g11.html,The Kooples,"ROBE COL ET MANCHES SMOCKESEN IMPRIME FLOWERS ",314.99,5,black/red,,100% viscose,100% viscose,Dry clean only,Standing collar,,,,,Floral,Slip,Knee length,"28.5 "" (Size 8)",Long,"38.0 "" (Size 8)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 8","14.0 "" (Size 8)",No,No,No,No,No
classic,802,classic,https://www.zalando.co.uk/esprit-collection-day-dress-off-white-es421c1m9-a11.html,Esprit,Day dress,75.0,2,white multi-coloured,,100% viscose,100% viscose,,Standing collar,,,,,Prints in general,Slip,Knee length,Sleeveless,Sleeveless,,Slim Fit,Slim fit,,,No,No,No,No,No
classic,803,classic,https://www.zalando.co.uk/weekend-maxmara-faiti-day-dress-ciliegia-mw721c091-g11.html,WEEKEND MaxMara,"FAITI ",259.99,5,red,,100% cotton,,Hand wash only,,,,Wrap dresses,Low v-neck,Plain,"Belt included, inseam pockets",Short,"21.5 "" (Size 8)",Long,"36.0 "" (Size 8)",Loose Fit,Loose fit,"Our model is 5' 10""  tall and is wearing size 8","15.0 "" (Size 8)",No,yes,No,No,No
sporty,804,sporty,https://www.zalando.co.uk/tommy-hilfiger-midi-dress-day-dress-white-to121c0i7-a11.html,Tommy Hilfiger,"MIDI DRESS ",93.49,3,white,PiquÃ©,"96% cotton, 4% elastane",,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Polo shirt,,,Polo dresses,,Plain,Belt included,Calf length,Sleeveless,Sleeveless,"48.5 "" (Size S)",Regular Fit,Regular fit,,,Yes,No,No,No,No
trendy,805,trendy,https://www.zalando.co.uk/mango-carol-day-dress-rouge-m9121c5kf-g11.html,Mango,"CAROL ",49.99,2,red,,100% viscose,,"Do not tumble dry, machine wash at 30Â°C, Dry cleanable",,,,,Round neckline,Floral,,Calf length,3/4 length,Elbow length,,Regular Fit,Regular fit,,,No,No,No,No,No
alternative,806,alternative,https://www.zalando.co.uk/noa-noa-dotted-moss-day-dress-brown-nn121c0em-o11.html,Noa Noa,"DOTTED MOSS ",119.99,3,brown,,100% viscose,,"Do not tumble dry, machine wash at 30Â°C",,,,,Low v-neck,Prints in general,,Calf length,"22.0 "" (Size 8)",Long,"46.5 "" (Size 8)",Loose Fit,Loose fit,,"14.0 "" (Size 8)",No,No,No,No,No
trendy,807,classic,https://www.zalando.co.uk/esprit-dresses-day-dress-light-khaki-es121c220-n11.html,Esprit,"DRESSES ",59.99,2,army green,PiquÃ©,"60% viscose, 40% polyamide",,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",,,,Accentuating the waist,Low v-neck,Plain,"Belt included, inseam pockets",Short,Short,Short,"38.5 "" (Size 8)",Loose Fit,Loose fit,,"19.5 "" (Size 8)",No,yes,No,No,No
girly,808,casual chic,https://www.zalando.co.uk/kaffe-kafilana-dress-day-dress-vista-blue-ka321c0sb-k11.html,Kaffe,"KAFILANA DRESS ",64.99,2,pastel blue,,"55% polyester, 45% viscose",,,Mandarin collar,,Button,,Round neckline,Checked,Bust darts,Knee length,Short,Short,"36.0 "" (Size 10)",Loose Fit,Loose fit,"Our model is 5' 10""  tall and is wearing size 10","14.5 "" (Size 10)",Yes,No,No,No,No
sporty,809,sporty,https://www.zalando.co.uk/calvin-klein-jeans-long-dress-day-dress-black-c1821c0ab-q11.html,Calvin Klein,"LONG  DRESS ",64.99,2,black,Rib,"94% cotton, 6% elastane",,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",,,,,Round neckline,Plain,,Calf length,Short,Short,"46.0 "" (Size S)",Slim Fit,Slim fit,"Our model is 5' 10""  tall and is wearing size S",,No,No,No,No,No
edgy,810,edgy,https://www.zalando.co.uk/the-kooples-robe-cocktail-dress-party-dress-black-white-tha21c0ar-q11.html,The Kooples,"ROBE ",294.99,5,black,Chiffon,100% viscose,100% viscose,Hand wash only,,,Zip,,Low v-neck,Prints in general,Slip,,"25.5 "" (Size 8)",Long,"38.0 "" (Size 8)",Regular Fit,Regular fit,"Our model is 5' 11""  tall and is wearing size 8","15.0 "" (Size 8)",Yes,No,No,No,No
trendy,811,trendy,https://www.zalando.co.uk/love-moschino-day-dress-black-lo921c084-q11.html,Love Moschino,Day dress,184.99,4,black,Sweat,100% cotton,,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",,,,,Round neckline,,,Short,"23.5 "" (Size 8)",Long,"31.5 "" (Size 8)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 8",,No,No,No,No,No
alternative,812,alternative,https://www.zalando.co.uk/esprit-light-day-dress-black-es121c235-q12.html,Esprit,"LIGHT  ",29.99,1,black,,100% viscose,,"Do not bleach, machine wash at 30Â°C, Machine wash on gentle cycle",,,,,Round neckline,Prints in general,,Knee length,Long,Long,,Regular Fit,Regular fit,,,No,No,No,No,No
sporty,813,sporty,https://www.zalando.co.uk/vero-moda-vmoctavials-noos-day-dress-chili-oil-ve121c2v2-g11.html,Vero Moda,"VMOCTAVIALS HOODIE DRESS ",23.99,1,red,Sweat,"60% cotton, 40% polyester",,Machine wash at 40Â°C,Hood,,,Hooded dresses,,Plain,,Thigh length,"26.0 "" (Size S)",Long,"34.5 "" (Size S)",Regular Fit,Regular fit,"Our model is 5' 9""  tall and is wearing size S",,No,No,No,No,No
casual chic,814,trendy,https://www.zalando.co.uk/mykke-hofmann-kemana-day-dress-beige-myd21c01y-b11.html,Mykke Hofmann,"KEMANA ",229.99,5,sand,Satin,100% lyocell,,Hand wash only,,,,,Low v-neck,Plain,"Bust darts, adjustable straps, fringing",Calf length,Sleeveless,Sleeveless,"42.5 "" (Size S/M)",Loose Fit,Loose fit,"Our model is 5' 10""  tall and is wearing size S/M","17.5 "" (Size S/M)",No,No,No,No,No
girly,815,girly,https://www.zalando.co.uk/adrianna-papell-halter-gown-occasion-wear-ivory-ad421c0eq-a11.html,Adrianna Papell,"HALTER GOWN ",244.99,5,white,Chiffon,"88% polyester, 12% elastane",100% polyester,Dry clean only,Standing collar,,Hook fasteningÂ ,,Round neckline,Plain,"Zip fastening, slip, rhinestones",Maxi/long,Sleeveless,Sleeveless,"62.0 "" (Size 10)",Slim Fit,Slim fit,"Our model is 5' 10""  tall and is wearing size 10",,No,No,yes,No,Yes
sporty,816,sporty,https://www.zalando.co.uk/marc-opolo-dress-hood-day-dress-black-ma321c0qo-q11.html,Marc'o polo,"DRESS HOOD ",108.49,3,black,Sweat,100% cotton,,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Hood,,,Hooded dresses,,Plain,Elasticated waist,Knee length,"27.5 "" (Size S)",Long,"37.5 "" (Size S)",Oversized,Loose fit,"Our model is 5' 9""  tall and is wearing size S",,No,Yes,No,No,No
girly,817,girly,https://www.zalando.co.uk/vila-visateeny-v-neck-short-dress-cocktail-dress-party-dress-dusty-cedar-v1021c2wt-f11.html,Vila,"VISATEENY V NECK SHORT DRESS ",43.99,2,dusty pink,Satin,100% polyester,,"Do not tumble dry, machine wash at 30Â°C",,,Zip,,V-neck,Plain,,Short,Short,Short,"33.5 "" (Size 10)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 10","14.0 "" (Size 10)",No,No,No,No,Yes
