,Unnamed: 0,Brand,Dress name ,Price,Price Category,Color,Fabric,Outer fabric material,Lining,Care instructions,Collar,Cut,Fastening,Type of dress,Neckline,Consolidated Prints,Details,Dress length,Sleeve length,Consolidated sleeve length,Total length,Fit,Consolidated fit,Our model's height,Back width,Sheer?,Pockets?,Rhinestones?,Shoulderpads?,Backless?,cv_predicted
3154,4093,Jarlo,LEVI ,169.99,4,white,Satin,100% polyester,"98% polyester, 2% elastane","Do not tumble dry, Do not wash",,,Zip,,strapless,,Slip,Maxi/long,One shoulder,One shoulder,"60.0 "" (Size 8)",Regular Fit,Regular fit,"Our model is 5' 9""  tall and is wearing size 8","14.5 "" (Size 8)",No,No,No,No,No,trendy
3155,4094,Mother of Pearl,RAGLAN SLEEVE DRESS WITH GATHERED NECK & CUFFS ,295.0,5,black/white,,100% viscose,,Hand wash only,,,Laces,Accentuating the waist,Round neckline,Checked,"Belt included, bow",Knee length,"19.5 "" (Size S)",Long,"48.5 "" (Size S)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size S","15.5 "" (Size S)",No,No,No,No,No,edgy
3156,4095,LIU JO,ABITO ,124.99,4,navy,Jersey,"95% cotton, 5% elastane",,Hand wash only,,,,,Round neckline,Striped,,Knee length,Short,Short,"34.5 "" (Size S)",Loose Fit,Loose fit,,,No,No,No,No,No,classic
3157,4096,Yas,YASBLICCO DRESS ,69.99,2,brown,Lace,100% cotton,100% cotton,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Volant/frill collar,,,,Low v-neck,Plain,"Bust darts, slip",Short,"25.5 "" (Size S)",Long,"35.5 "" (Size S)",Loose Fit,Loose fit,"Our model is 5' 10""  tall and is wearing size S","9.5 "" (Size S)",No,No,No,No,No,alternative
3158,4097,WAL G.,STACEY ONE SHOULDER A,35.99,1,black,,"95% polyester, 5% elastane",,"Do not tumble dry, machine wash at 30Â°C",Volant/frill collar,Asymmetrical,,,Spaghetti straps,Plain,Bust darts,Extra short,One shoulder,One shoulder,"34.5 "" (Size 10)",Loose Fit,Loose fit,"Our model is 5' 9""  tall and is wearing size 10","15.0 "" (Size 10)",No,No,No,No,No,classic
3159,4098,Kaffe,KALERA AMBER ,34.99,1,black,,100% viscose,,,,,,,Round neckline,Floral,,Knee length,Short,Short,"34.5 "" (Size 8)",Loose Fit,Loose fit,,"14.0 "" (Size 8)",Yes,No,No,No,No,edgy
3160,4099,Freequent,Day dress,69.99,2,red,,"70% polyester, 30% viscose",100% viscose,"Do not tumble dry, machine wash at 30Â°C",,,Button,,Round neckline,Checked,,Calf length,"24.0 "" (Size S)",Long,"42.0 "" (Size S)",Loose Fit,Loose fit,,"14.5 "" (Size S)",No,No,No,No,No,girly
3161,4100,Lindex,DRESS AMIRA FLOUNCE AND FRILL ,30.99,1,navy,,100% viscose,,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Volant/frill collar,,,,Low v-neck,Prints in general,"Bust darts, bow",Short,"19.5 "" (Size S)",Long,"38.0 "" (Size S)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size S","14.0 "" (Size S)",No,No,No,No,No,casual chic
3162,4101,Pepe Jeans,LEANDRA ,69.99,2,navy,,100% polyester,,"Do not bleach, machine wash at 30Â°C",,,,,Low v-neck,Plain,,Short,"24.0 "" (Size S)",Long,"34.5 "" (Size S)",Loose Fit,Loose fit,"Our model is 5' 9""  tall and is wearing size S","12.0 "" (Size S)",No,No,No,No,No,classic
3163,4102,Barbour,OTTERBURN HOODIE DRESS ,89.99,3,black,Sweat,100% cotton,,"Do not tumble dry, machine wash at 30Â°C",Hood,,,Hooded dresses,,,"Inseam pockets, elasticated waist, embroidery",Short,"25.0 "" (Size 10)",Long,"35.5 "" (Size 10)",Loose Fit,Loose fit,"Our model is 5' 11""  tall and is wearing size 10",,No,yes,No,No,No,sporty
3164,4103,Ralph Lauren,LEAF,219.99,5,black/white,Chiffon,"53% cotton, 41% viscose, 6% elastane",100% polyester,"Machine wash at 30Â°C, Machine wash on gentle cycle",,,Zip,Wrap dresses,Low v-neck,Floral,"Belt included, bust darts, slip",Calf length,Short,Short,"47.0 "" (Size 10)",Regular Fit,Regular fit,,"14.0 "" (Size 10)",No,No,No,No,No,trendy
3165,4104,Bruuns Bazaar,EVANTHE MILITY DRESS ,249.99,5,electric blue,Lace,100% viscose,100% polyester,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Standing collar,,Zip,,,Plain,Slip,Short,"25.5 "" (Size 8)",Long,"36.0 "" (Size 8)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 8","13.0 "" (Size 8)",No,No,No,No,No,trendy
3166,4105,Abercrombie & Fitch,Day dress,50.99,2,multi-coloured,,"55% linen, 45% viscose","63% polyester, 37% elastane",Machine wash at 30Â°C,,,Zip,,Low v-neck,Floral,Slip,Short,Extra short,Short,"24.5 "" (Size S)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size S","14.0 "" (Size S)",No,No,No,No,No,casual chic
3167,4107,Esprit,DRESSES ,59.99,2,red,Rib,"95% cotton, 5% elastane",,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Turn-down collar,,,Button down dresses,V-neck,Striped,,Knee length,"19.5 "" (Size 8)",Long,"44.5 "" (Size 8)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 8",,No,No,No,No,No,classic
3168,4108,Swing,Cocktail dress / Party dress,159.99,4,pastel green,Satin,100% polyester,"92% polyester, 8% elastane",,,,Zip,Accentuating the waist,V-neck,Plain,"Belt included, slip",Calf length,Short,Short,,Regular Fit,Regular fit,,,No,No,No,No,Yes,classic
3169,4109,KOCHÃ‰,DRESS ,439.99,5,pastel purple,,"78% viscose, 18% polyamide, 4% elastane",,"Hand wash only, Dry cleanable",,,,,Low round neckline,,,Knee length,Elbow length,Elbow length,"38.0 "" (Size S)",Regular Fit,Regular fit,"Our model is 5' 8""  tall and is wearing size S",,No,No,No,No,No,unknown
3170,4110,EA7 Emporio Armani,DRESS ALLOVER LOGO ,89.99,3,black/white,Jersey,"90% cotton, 10% elastane",,"Do not tumble dry, machine wash at 30Â°C",,,,,Round neckline,Prints in general,,Knee length,Short,Short,"40.5 "" (Size S)",Slim Fit,Slim fit,,,No,No,No,No,No,casual chic
3171,4111,Hugo Boss,Cocktail dress / Party dress,219.0,5,gold,,"52% acetate, 48% viscose",,"Clean with leather care products, do not tumble dry, Hand wash only",,,,,V-neck,Animal Prints in general,,Knee length,3/4 length,Elbow length,,Slim Fit,Slim fit,,,No,No,No,No,No,unknown
3172,4112,Alice + Olivia,TREVOR MIXED MEDIA DRESS ,495.0,5,black/white,,"80% wool, 18% nylon, 2% elastane",,Dry cleaning,Turn-down collar,,Button,Button down dresses,Low v-neck,,,Knee length,"25.0 "" (Size S)",Long,"32.5 "" (Size S)",Slim Fit,Slim fit,"Our model is 5' 9""  tall and is wearing size S",,No,No,No,No,No,unknown
3173,4113,Guess,DRESS ,48.99,2,black,Sweat,100% cotton,,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Hood,,,Hooded dresses,,Prints in general,"Inseam pockets, elasticated waist, rhinestones",Extra short,"25.5 "" (Size S)",Long,"32.5 "" (Size S)",,,"Our model is 5' 10""  tall and is wearing size S",,No,yes,yes,No,No,sporty
3174,4114,Desigual,PANTER ,94.99,3,black,Rib,"95% viscose, 5% elastane",,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Zip neck,,,Bodycon dresses,,Animal Prints in general,,Calf length,Short,Short,,Bodycon,Slim fit,,,No,No,No,No,No,edgy
3175,4115,Sixth June,FINE DRESS BRANDED HALF ZIP ,34.99,1,black,Rib,"95% polyester, 5% elastane",,Machine wash at 30Â°C,Zip neck,,,Bodycon dresses,,,,Short,"23.5 "" (Size S)",Long,"34.5 "" (Size S)",Bodycon,Slim fit,"Our model is 5' 9""  tall and is wearing size S",,No,No,No,No,No,trendy
3176,4116,Mother of Pearl,ASYMMETRIC SLIP DRESS WITH V,225.0,5,black,Satin,100% lyocell,,Hand wash only,,Asymmetrical,,,Low v-neck,Plain,"Bust darts, adjustable straps",Calf length,Spaghetti straps,Spaghetti straps,"53.0 "" (Size 10)",Loose Fit,Loose fit,"Our model is 5' 10""  tall and is wearing size 10","15.5 "" (Size 10)",No,No,No,No,No,alternative
3177,4117,Esprit,DRESSES LIGHT ,46.74,2,navy,,100% viscose,,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",,,,,V-neck,Plain,,Knee length,Long,Long,"39.0 "" (Size 10)",Loose Fit,Loose fit,"Our model is 5' 9""  tall and is wearing size 10","20.5 "" (Size 10)",Yes,No,No,No,No,classic
3178,4118,rag & bone,ELOISE MINI DRESS ,494.99,5,black,Satin,100% silk,100% polyester,Dry clean only,,,Zip,,Low v-neck,Plain,Slip,Short,"25.0 "" (Size 10)",Long,"36.0 "" (Size 10)",Slim Fit,Slim fit,"Our model is 5' 9""  tall and is wearing size 10","17.0 "" (Size 10)",No,No,No,No,No,edgy
3179,4119,SUMMERY Copenhagen,DRESS  ,159.99,4,pink,,100% cotton,,,,,,,Round neckline,,,Knee length,Sleeveless,Sleeveless,"34.5 "" (Size S)",Loose Fit,Loose fit,"Our model is 5' 11""  tall and is wearing size S","14.0 "" (Size S)",Yes,No,No,No,No,casual chic
3180,4120,Yas,ALIRA LONG DRESS ,69.99,2,bright multi-coloured,,100% viscose,,"Do not tumble dry, machine wash at 30Â°C",Mandarin collar,,Button,,Round neckline,Floral,Bust darts,Calf length,"24.5 "" (Size S)",Long,"48.5 "" (Size S)",Loose Fit,Loose fit,"Our model is 5' 9""  tall and is wearing size S","14.0 "" (Size S)",No,No,No,No,No,trendy
3181,4121,Massimo Dutti,MIT STICKEREI  ,79.95,2,black,,100% cotton,,Do not tumble dry,,,,,Low v-neck,Plain,Elasticated waist,Calf length,3/4 length,Elbow length,,Regular Fit,Regular fit,,,No,No,No,No,No,classic
3182,4122,Ioana Ciolacu,DAISY DRESS ,145.0,4,grey,Sweat,"65% polyester, 35% cotton",,Hand wash only,,,,,Round neckline,Plain,,Knee length,Extra short,Short,"40.5 "" (Size S)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size S",,No,No,No,No,No,sporty
3183,4123,Versace Jeans Couture,CADY PANEL BAROQUE ,329.99,5,black/gold,,"96% polyester, 4% elastane",,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",,,Zip,,Round neckline,Animal Prints in general,,Short,Elbow length,Elbow length,"32.5 "" (Size 8)",Loose Fit,Loose fit,,"19.5 "" (Size 8)",No,No,No,No,No,unknown
3184,4124,Roksanda,ADRIANA DRESS ,,5,gold,Satin,100% acetate,"73% acetate, 27% silk",Hand wash only,Standing collar,,Zip,,,,,Calf length,Short,Short,"53.0 "" (Size 10)",Regular Fit,Regular fit,"Our model is 5' 11""  tall and is wearing size 10","14.0 "" (Size 10)",No,No,No,No,No,classic
3185,4125,Armani Exchange,VESTITO ,159.99,4,black,,100% viscose,,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",,,Button,Wrap dresses,Low v-neck,Plain,Bow,Knee length,Elbow length,Elbow length,"33.5 "" (Size 10)",Regular Fit,Regular fit,,"14.5 "" (Size 10)",No,No,No,No,No,classic
3186,4126,JDY,JDYSORO WRAP DRESS ,22.09,1,black multi-coloured,,"97% polyester, 3% elastane",,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",,,,Wrap dresses,Low v-neck,Floral,Belt included,Short,"23.5 "" (Size 8)",Long,"33.0 "" (Size 8)",Regular Fit,Regular fit,,"15.5 "" (Size 8)",No,No,No,No,No,casual chic
3187,4127,DanefÃ¦ KÃ¸benhavn,ORGANIC DRESS ,84.99,3,blue,,"95% cotton, 5% elastane",,,,,Button,,Round neckline,Floral,"Inseam pockets, bust darts",Knee length,Elbow length,Elbow length,"38.5 "" (Size 10)",Regular Fit,Regular fit,,"14.0 "" (Size 10)",No,yes,No,No,No,girly
3188,4128,Missoni,DRESS ,510.0,5,brown,Knit,"63% wool, 35% viscose, 2% polyamide",,Dry clean only,,,,,Round neckline,Plain,,Short,"27.0 "" (Size 10)",Long,"35.5 "" (Size 10)",Slim Fit,Slim fit,"Our model is 5' 9""  tall and is wearing size 10",,No,No,No,No,No,trendy
3189,4129,Vero Moda,VMSATTI LS DRESS  ,26.34,1,navy,,100% polyester,,"Machine wash at 40Â°C, do not tumble dry, Machine wash on gentle cycle",,,,,Round neckline,Floral,,Short,"23.0 "" (Size S)",Long,"32.5 "" (Size S)",Regular Fit,Regular fit,"Our model is 5' 4""  tall and is wearing size S","14.5 "" (Size S)",No,No,No,No,No,girly
3190,4130,NA-KD,NECKLINE DETAIL DRESS ,54.99,2,black,Satin,100% polyester,,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",,,Zip,,Cowl neckline,Plain,,Extra short,"25.0 "" (Size 8)",Long,"32.0 "" (Size 8)",Slim Fit,Slim fit,"Our model is 5' 10""  tall and is wearing size 8","12.5 "" (Size 8)",No,No,No,No,No,edgy
3191,4131,WAL G.,SIMMY DRESS ,37.99,1,gold,Jersey,"95% polyester, 5% elastane",,"Do not tumble dry, machine wash at 30Â°C",,,,Wrap dresses,Low v-neck,Plain,Belt included,Extra short,Short,Short,"33.0 "" (Size 10)",Regular Fit,Regular fit,"Our model is 5' 9""  tall and is wearing size 10",,No,No,No,No,No,girly
3192,4132,MAMALICIOUS,MLCILLE TESS MIDI DRESS ,37.39,1,pastel green,,100% viscose,,"Machine wash at 30Â°C, Machine wash on gentle cycle",,,Zip,Wrap dresses,Low v-neck,Polka dot,"Bust darts, bow",Calf length,"23.0 "" (Size 8)",Long,"45.0 "" (Size 8)",Regular Fit,Regular fit,,"14.0 "" (Size 8)",No,No,No,No,No,trendy
3193,4133,Deadwood,DOLORES DRESS ,319.99,5,black,,100% leather,100% polyester,"Do not tumble dry, Do not wash",Turn-down collar,,Zip,,,Plain,"Button row, slip",Extra short,"26.0 "" (Size 8)",Long,"33.0 "" (Size 8)",Slim Fit,Slim fit,"Our model is 5' 10""  tall and is wearing size 8","13.5 "" (Size 8)",No,No,No,No,No,edgy
3194,4134,CLOSED,GATHERED DRESS ,209.99,5,sand,,100% viscose,,,,,,,Round neckline,Plain,,Knee length,"27.5 "" (Size S)",Long,"38.0 "" (Size S)",Loose Fit,Loose fit,,"22.0 "" (Size S)",Yes,Yes,No,No,No,classic
3195,4135,Vero Moda,VMHENNA WRAP FRILL DRESS ,30.99,1,black,,100% polyester,,"Do not tumble dry, machine wash at 30Â°C, A shrinkage of up to 5% may occur",,,Laces,Wrap dresses,Low v-neck,Polka dot,Bust darts,Knee length,Short,Short,"36.0 "" (Size S)",Regular Fit,Regular fit,,"14.5 "" (Size S)",No,No,No,No,No,casual chic
3196,4136,Ted Baker,FELICI ,164.99,4,black/white,,100% polyester,100% polyester,Hand wash only,,,Laces,,Low v-neck,Floral,Slip,Short,Long,Long,,Regular Fit,Regular fit,,,No,No,No,No,No,casual chic
3197,4137,MUNTHE,CHEW ,219.99,5,black/white,,"53% polyester, 41% cotton, 6% metal",100% viscose,,,,Zip,,Square neckline,Checked,"Inseam pockets, slip",Short,Elbow length,Elbow length,"34.0 "" (Size 8)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 8","17.0 "" (Size 8)",No,yes,No,No,Yes,girly
3198,4138,Holzweiler,VISION DRESS ,330.0,5,black,,"50% cotton, 47% polyamide, 3% elastane",100% acetate,"Machine wash at 40Â°C, do not tumble dry, Machine wash on gentle cycle",,,Zip,,Round neckline,Plain,"Slip, bow",Short,"21.5 "" (Size S)",Long,"36.0 "" (Size S)",Slim Fit,Slim fit,,"17.0 "" (Size S)",No,No,No,No,No,casual chic
3199,4139,Never Fully Dressed,SANDY LOVE MINI SHIRT DRESS ,94.99,3,bright multi-coloured,,100% polyester,,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Turn-down collar,,Laces,Wrap dresses,Low v-neck,Prints in general,"Bust darts, decorative buttons",Extra short,"24.5 "" (Size S)",Long,"32.0 "" (Size S)",Slim Fit,Slim fit,,"13.5 "" (Size S)",No,No,No,No,No,trendy
3200,4140,FUBU,ATHLETICS HARLEM SLEEVELESS DRESS ,43.99,2,black,Mesh,100% polyester,,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",,,,,V-neck,Prints in general,Embroidery,Short,Sleeveless,Sleeveless,"36.0 "" (Size S)",Loose Fit,Loose fit,,,No,No,No,No,No,alternative
3201,4141,Olivia Rubin,MEG ,370.0,5,orange,,100% polyester,100% polyester,Dry clean only,,,Zip,Wrap dresses,Low v-neck,Plain,"Slip, sequins",Short,"25.0 "" (Size 8)",Long,"33.5 "" (Size 8)",Slim Fit,Slim fit,"Our model is 5' 11""  tall and is wearing size 8","12.5 "" (Size 8)",No,No,yes,No,No,alternative
3202,4142,Molly Bracken,LADIES DRESS ,74.99,2,orange,,"80% viscose, 20% linen",,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",,,Button,Accentuating the waist,Low v-neck,Plain,"Belt included, bust darts",Calf length,Sleeveless,Sleeveless,"50.0 "" (Size S)",Slim Fit,Slim fit,,"12.0 "" (Size S)",No,No,No,No,No,alternative
3203,4143,b.young,BYFIONE DRESS ,49.99,2,navy,,100% viscose,,"Do not tumble dry, machine wash at 30Â°C",Standing collar,,Button,Accentuating the waist,,Prints in general,Belt included,Knee length,"26.0 "" (Size 8)",Long,"44.0 "" (Size 8)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 8","15.0 "" (Size 8)",No,No,No,No,No,edgy
3204,4144,Glamorous,LONG SLEEVE TEA DRESS ,34.99,1,black/white,,100% polyester,100% polyester,Hand wash only,,,Zip,Accentuating the waist,Low v-neck,Paisley,"Belt included, bust darts, slip",Extra short,"23.5 "" (Size 8)",Long,"30.0 "" (Size 8)",Slim Fit,Slim fit,"Our model is 5' 6""  tall and is wearing size 8","14.0 "" (Size 8)",No,No,No,No,No,classic
3205,4146,Missguided,Cocktail dress / Party dress,27.99,1,black,Satin,"98% polyester, 2% elastane",,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",,,Zip,,Round neckline,Plain,,Extra short,Sleeveless,Sleeveless,"37.5 "" (Size 8)",Slim Fit,Slim fit,,,No,No,No,No,Yes,edgy
3206,4147,Saint Tropez,LILJA DRESS ,64.99,2,multi-coloured,Chiffon,100% polyester,100% polyester,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Standing collar,,Button,Accentuating the waist,,Floral,"Belt included, slip",Calf length,Short,Short,"45.0 "" (Size S)",Regular Fit,Regular fit,,"14.0 "" (Size S)",Yes,No,No,No,No,alternative
3207,4148,Needle & Thread,SEREN LONG SLEEVE GOWN ,544.99,5,gold,Tulle,100% polyester,100% polyester,Dry clean only,,,Zip,,Round neckline,Plain,"Bust darts, slip, sequins, border",Maxi/long,"24.5 "" (Size 8)",Long,"60.5 "" (Size 8)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 8","14.5 "" (Size 8)",No,No,yes,No,No,girly
3208,4149,MUNTHE,NEBIL ,264.99,5,brown,Satin,"95% viscose, 5% elastane",,,,,Button,,Round neckline,Prints in general,,Short,"23.0 "" (Size 8)",Long,"37.5 "" (Size 8)",Regular Fit,Regular fit,"Our model is 5' 11""  tall and is wearing size 8","16.5 "" (Size 8)",No,No,No,No,No,casual chic
3209,4150,Alice + Olivia,MARLA BONED BALL GOWN ,,5,gold,,"67% viscose, 33% metal","94% polyester, 6% elastane",Dry clean only,,,Zip,,Square neckline,,,Maxi/long,Sleeveless,Sleeveless,"63.0 "" (Size 8)",Regular Fit,Regular fit,,,No,No,No,No,No,alternative
3210,4151,Ralph Lauren,PUFF SLEEVE DRESS ,219.99,5,sand,Lace,"94% cotton, 6% elastane",100% polyester,"Hand wash only, Dry cleanable",,,Zip,,Round neckline,Plain,"Bust darts, slip",Short,Short,Short,"36.0 "" (Size 10)",Regular Fit,Regular fit,"Our model is 5' 9""  tall and is wearing size 10","15.0 "" (Size 10)",No,No,No,No,No,girly
3211,4152,Pieces,PCHARMONY DRESS ,43.99,2,army green,,100% viscose,,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",,,,Wrap dresses,Low v-neck,Floral,Bust darts,Calf length,"23.5 "" (Size S)",Long,"51.0 "" (Size S)",Regular Fit,Regular fit,,"14.0 "" (Size S)",No,No,No,No,No,alternative
3212,4153,WAL G.,MILLY HALTER NECK CONTRAST SKATER DRESS ,37.99,1,black/white,Jersey,"95% polyester, 5% elastane",,"Do not tumble dry, machine wash at 30Â°C",,,Zip,,strapless,,,Short,strapless,Strapless,"38.0 "" (Size 10)",Slim Fit,Slim fit,"Our model is 5' 10""  tall and is wearing size 10",,No,No,No,No,Yes,trendy
3213,4154,Stella Nova,BARBARA ,209.99,5,black multi-coloured,Chiffon,100% polyester,100% polyester,,Standing collar,,Laces,Accentuating the waist,,Floral,"Belt included, slip",Calf length,"23.5 "" (Size 10)",Long,"52.0 "" (Size 10)",Loose Fit,Loose fit,"Our model is 5' 10""  tall and is wearing size 10","15.5 "" (Size 10)",No,No,No,No,No,edgy
3214,4155,Yas,YASKIMMIE DRESS  ,38.99,1,bright multi-coloured,,100% viscose,,"Do not tumble dry, machine wash at 30Â°C",Turn-down collar,,Button,Button down dresses,,Prints in general,,Knee length,"24.5 "" (Size S)",Long,"38.0 "" (Size S)",Loose Fit,Loose fit,"Our model is 5' 9""  tall and is wearing size S","14.0 "" (Size S)",No,No,No,No,No,casual chic
3215,4156,Levi's,YUNA  ,59.99,2,black,Sweat,"60% cotton, 40% polyester",,"Machine wash at 30Â°C, Do not bleach",,,,,Round neckline,Prints in general,Elasticated waist,Short,"20.0 "" (Size S)",Long,"32.5 "" (Size S)",Loose Fit,Loose fit,"Our model is 5' 9""  tall and is wearing size S",,No,No,No,No,No,edgy
3216,4157,BCBGMAXAZRIA,SHORT EVENING ,209.99,5,bright multi-coloured,Chiffon,100% polyester,"88% polyester, 12% elastane",Dry clean only,,Asymmetrical,Zip,,Strapless,Prints in general,"Adjustable straps, slip",Short,One shoulder,One shoulder,,Slim Fit,Slim fit,,,No,No,No,No,No,alternative
3217,4158,Hollister Co.,EMEA SMOCKED BODICE SHORT DRESS ,41.64,2,white,,100% viscose,100% polyester,Machine wash at 30Â°C,,,,,Square neckline,Plain,Crochet Detailing,Short,"23.0 "" (Size SxL)",Long,"33.0 "" (Size SxL)",Regular Fit,Regular fit,"Our model is 5' 9""  tall and is wearing size SxL",,No,No,No,No,Yes,girly
3218,4159,CLOSED,Day dress,269.99,5,multi-coloured,,100% cotton,100% viscose,,,,,,Round neckline,Prints in general,Adjustable straps,Calf length,"23.0 "" (Size S)",Long,"48.0 "" (Size S)",Loose Fit,Loose fit,,"15.5 "" (Size S)",Yes,No,No,No,No,alternative
3219,4160,Desigual,VEST VIENA ,119.99,3,army green,"Jersey, tulle","62% polyester, 29% cotton, 9% elastane","95% viscose, 5% elastane","Do not tumble dry, machine wash at 30Â°C",,,,,Round neckline,,Slip,Maxi/long,Sleeveless,Sleeveless,"54.5 "" (Size M)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size M",,No,No,No,No,No,alternative
