IndexID,Unnamed: 0,Style,Link,Brand,"Dress name ",Price,Price Category,Color,Fabric,Outer fabric material,Lining,Care instructions,Collar,Cut,Fastening,Type of dress,Neckline,Consolidated Prints,Details,Dress length,Sleeve length,Consolidated sleeve length,Total length,Fit,Consolidated fit,Our model's height,Back width,Sheer?,Pockets?,Rhinestones?,Shoulderpads?,Backless?,cv_predicted
2665,3554,,https://www.zalando.co.uk/Hugo Boss-dailuna-day-dress-open-miscellaneous-bb121c0c5-b11.html,Hugo Boss,"DAILUNA ",334.99,5,multi-coloured,,100% viscose,100% viscose,Dry clean only,,,,Wrap dresses,Low v-neck,Floral,Slip,Knee length,"23.0 "" (Size 8)",Long,"38.0 "" (Size 8)",Regular Fit,Regular fit,"Our model is 5' 11""  tall and is wearing size 8","15.5 "" (Size 8)",No,No,No,No,No,unknown
2666,3555,,https://www.zalando.co.uk/materiel-bare-back-robe-dress-day-dress-black-mdh21c00k-q11.html,Materiel,"BARE BACK ROBE DRESS ",699.99,5,black,,"65% polyester, 35% cotton",,Dry clean only,Lapel collar,,Button,Accentuating the waist,Low v-neck,Plain,"Belt included, inseam pockets",Calf length,Sleeveless,Sleeveless,"48.0 "" (Size S)",Slim Fit,Slim fit,"Our model is 5' 10""  tall and is wearing size S","14.5 "" (Size S)",No,yes,No,No,No,unknown
2667,3556,,https://www.zalando.co.uk/esprit-collection-cocktail-dress-party-dress-off-white-es421c1jn-a11.html,Esprit,Cocktail dress / Party dress,104.99,3,white multi-coloured,Jersey,"95% polyester, 5% elastane",,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",,,Zip,Accentuating the waist,V-neck,Floral,Belt included,Maxi/long,Sleeveless,Sleeveless,"57.5 "" (Size S)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size S",,No,No,No,No,No,girly
2668,3557,,https://www.zalando.co.uk/marc-cain-day-dress-brown-m4r21c06f-o11.html,Marc Cain,Day dress,284.99,5,black/brown,Jersey,"70% viscose, 30% polyester",,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Zip neck,,,,,Animal Prints in general,,Short,"23.0 "" (Size 10)",Long,"38.0 "" (Size 10)",Slim Fit,Slim fit,"Our model is 5' 10""  tall and is wearing size 10",,No,No,No,No,No,alternative
2669,3559,,https://www.zalando.co.uk/missguided-tie-waist-flare-sleeve-shirt-dress-cocktail-dress-party-dress-sage-m0q21c24w-m11.html,Missguided,"TIE WAIST FLARE SLEEVE SHIRT DRESS  ",43.99,2,sand,Satin,100% polyester,,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Turn-down collar,,Button,Button down dresses,,Plain,,Extra short,Long,Long,"34.5 "" (Size 8)",Regular Fit,Regular fit,"Our model is 5' 9""  tall and is wearing size 8","14.0 "" (Size 8)",No,No,No,No,No,trendy
2670,3560,,https://www.zalando.co.uk/vero-moda-tall-vmchi-short-dress-day-dress-black-veb21c0bw-q11.html,Vero Moda,"VMCHI SHORT DRESS ",24.74,1,black multi-coloured,Chiffon,100% polyester,100% polyester,,,,,Wrap dresses,Low v-neck,Floral,"Slip, bow",Calf length,"19.5 "" (Size S)",Long,"40.0 "" (Size S)",Slim Fit,Slim fit,,"13.5 "" (Size S)",No,No,No,No,No,alternative
2671,3561,,https://www.zalando.co.uk/tommy-jeans-curve-college-dress-day-dress-twilight-navy-t2c21c00b-k11.html,Tommy Hilfiger,"COLLEGE DRESS ",94.99,3,navy,Sweat,"63% cotton, 37% polyester",,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Polo shirt,,,Polo dresses,,Prints in general,"Inseam pockets, elasticated waist",Short,"24.5 "" (Size 20)",Long,"36.0 "" (Size 20)",Loose Fit,Loose fit,,,No,yes,No,No,No,edgy
2672,3566,,https://www.zalando.co.uk/love-moschino-day-dress-black-lo921c088-q11.html,Love Moschino,Day dress,214.99,5,black/red,Sweat,"64% polyester, 29% cotton, 7% elastane",,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Hood,,,Hooded dresses,,Prints in general,Inseam pockets,Short,"21.5 "" (Size 8)",Long,"32.5 "" (Size 8)",Loose Fit,Loose fit,,,No,yes,No,No,No,trendy
2673,3567,,https://www.zalando.co.uk/victoria-beckham-cut-out-detail-floorlength-occasion-wear-black-v0921c02s-q11.html,Victoria Beckham,"CUT OUT DETAIL FLOORLENGTH ",,5,black,,100% viscose,,Dry clean only,,,Zip,,Round neckline,Plain,Zip fastening,Maxi/long,"25.5 "" (Size 4)",Long,"61.0 "" (Size 4)",Slim Fit,Slim fit,"Our model is 5' 9""  tall and is wearing size 4","13.5 "" (Size 4)",Yes,No,No,No,No,classic
2674,3568,,https://www.zalando.co.uk/fubu-athletics-harlem-sleeveless-dress-day-dress-white-fu421c002-a11.html,FUBU,"ATHLETICS HARLEM SLEEVELESS DRESS ",43.99,2,white,Mesh,100% polyester,,"Machine wash at 30Â°C, Machine wash on gentle cycle",,,,,Round neckline,Prints in general,Embroidery,Short,Sleeveless,Sleeveless,"34.5 "" (Size S)",Loose Fit,Loose fit,,,Yes,No,No,No,No,sporty
2675,3569,,https://www.zalando.co.uk/adrianna-papell-floral-gown-occasion-wear-ice-blue-multi-ad421c0ey-k11.html,Adrianna Papell,"FLORAL GOWN ",254.99,5,white multi-coloured,,"90% polyester, 5% metal, 5% elastane",100% polyester,Dry clean only,,,Zip,,Strapless,Floral,Slip,Maxi/long,Strapless,Strapless,"58.0 "" (Size 8)",Slim Fit,Slim fit,"Our model is 5' 9""  tall and is wearing size 8","13.0 "" (Size 8)",No,No,No,No,No,girly
2676,3570,,https://www.zalando.co.uk/pieces-tall-pchoplina-dress-day-dress-blacksmall-flower-pip21c04q-q11.html,Pieces,"PCHOPLINA DRESS ",34.99,1,navy,,100% cotton,,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Turn-down collar,,Button,Button down dresses,,Floral,Belt included,Knee length,"26.0 "" (Size S)",Long,"37.5 "" (Size S)",Loose Fit,Loose fit,,"15.0 "" (Size S)",No,No,No,No,No,edgy
2677,3571,,https://www.zalando.co.uk/stylein-indo-cocktail-dress-party-dress-nougat-s9621c00o-b11.html,Stylein,"INDO ",284.99,5,sand,,100% polyester,,,,,,,Round neckline,Plain,,Maxi/long,"23.5 "" (Size S)",Long,"49.5 "" (Size S)",Loose Fit,Loose fit,,"19.0 "" (Size S)",No,No,No,No,No,unknown
2678,3572,,https://www.zalando.co.uk/love2wait-dress-nursing-ruffles-day-dress-hot-sauce-lw229f035-g11.html,LOVE2WAIT,"DRESS NURSING RUFFLES ",54.99,2,orange,Sweat,100% cotton,,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",,,,Accentuating the waist,Low round neckline,Plain,"Zip fastening, belt included, elasticated waist, nursing-friendly",Knee length,Sleeveless,Sleeveless,"38.5 "" (Size S)",Regular Fit,Regular fit,,,No,No,No,No,No,sporty
2679,3573,,https://www.zalando.co.uk/never-fully-dressed-curved-wave-sierra-dress-day-dress-multi-nen21c048-t11.html,Never Fully Dressed,"CURVED WAVE SIERRA DRESS ",119.99,3,bright multi-coloured,,100% viscose,,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",,,Zip,,Round neckline,Prints in general,Bust darts,Calf length,"27.5 "" (Size 8)",Long,"51.0 "" (Size 8)",Regular Fit,Regular fit,,"14.0 "" (Size 8)",No,No,No,No,No,alternative
2680,3574,,https://www.zalando.co.uk/2nd-day-clotilde-structural-opacity-cocktail-dress-party-dress-jet-black-s3821c06b-q11.html,2nd Day,"CLOTILDE STRUCTURAL OPACITY ",199.99,4,black,,100% polyester,100% polyester,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",,,Zip,Wrap dresses,Low v-neck,Plain,Slip,Knee length,Elbow length,Elbow length,,Regular Fit,Regular fit,,,No,No,No,No,No,classic
2681,3575,,https://www.zalando.co.uk/michael-michael-kors-diamond-dress-day-dress-moss-mk121c0k4-m11.html,MICHAEL Michael Kors,"DIAMOND DRESS ",194.99,4,black/green,,100% viscose,,Dry clean only,,,Hook fasteningÂ ,Wrap dresses,Low v-neck,Prints in general,Elasticated waist,Short,"21.5 "" (Size S)",Long,"37.0 "" (Size S)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size S","14.0 "" (Size S)",No,No,No,No,No,edgy
2682,3580,,https://www.zalando.co.uk/needle-and-thread-emilana-gown-occasion-wear-graphite-nt521c0ej-q11.html,Needle & Thread,"EMILANA GOWN ",449.99,5,black,Tulle,100% polyester,100% polyester,Dry clean only,Standing collar,,Zip,,,Plain,"Slip, embroidery",Maxi/long,"25.5 "" (Size 8)",Long,"61.0 "" (Size 8)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 8",,No,No,No,No,No,classic
2683,3581,,https://www.zalando.co.uk/marc-cain-day-dress-osetra-m4r21c07m-c11.html,Marc Cain,Day dress,314.99,5,black,Knit,100% wool,,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",,,,,Round neckline,,,Knee length,"23.5 "" (Size 10)",Long,"37.5 "" (Size 10)",Regular Fit,Regular fit,,,No,No,No,No,No,sporty
2684,3584,,https://www.zalando.co.uk/wal-g-seth-frill-midi-dress-cocktail-dress-party-dress-black-wg021c0qm-q11.html,WAL G.,"SETH FRILL MIDI DRESS ",35.99,1,black,Jersey,"95% polyester, 5% elastane",,"Do not tumble dry, machine wash at 30Â°C",,,Zip,Bodycon dresses,Low v-neck,Plain,"Padded bust, wired bustier",Knee length,Sleeveless,Sleeveless,"42.0 "" (Size 10)",Bodycon,Slim fit,"Our model is 5' 9""  tall and is wearing size 10",,No,No,No,No,No,trendy
2685,3586,,https://www.zalando.co.uk/only-carmakoma-carsiv-blockig-dress-day-dress-black-ona21c0fv-q11.html,Only,"CARSIV BLOCKIG DRESS ",29.74,1,black/brown,Jersey,"60% polyester, 40% cotton",,"Do not tumble dry, machine wash at 30Â°C",,,,,Round neckline,,,Short,"21.5 "" (Size S-14/16)",Long,"34.5 "" (Size S-14/16)",Regular Fit,Regular fit,"Our model is 5' 9""  tall and is wearing size S-14/16",,No,No,No,No,No,classic
2686,3587,,https://www.zalando.co.uk/massimo-dutti-day-dress-red-m3i21c0gm-g11.html,Massimo Dutti,Day dress,79.95,2,red,,100% cotton,,,,,,,Round neckline,Plain,,Maxi/long,Sleeveless,Sleeveless,,Regular Fit,Regular fit,,,No,No,No,No,No,alternative
2687,3588,,https://www.zalando.co.uk/bzr-satina-matikka-dress-cocktail-dress-party-dress-surf-the-web-bz121c00v-k11.html,BZR,"SATINA MATIKKA DRESS ",89.99,3,electric blue,,"96% polyester, 4% elastane",,"Do not tumble dry, machine wash at 30Â°C",,,Button,,Round neckline,,Shoulder pads,Calf length,Long,Long,"50.0 "" (Size 8)",Loose Fit,Loose fit,,"16.0 "" (Size 8)",No,No,No,yes,No,classic
2688,3590,,https://www.zalando.co.uk/anna-field-petite-day-dress-multi-coloured-ani21c03n-t11.html,Anna Field,Day dress,32.99,1,black multi-coloured,Tulle,"95% polyester, 5% elastane",100% polyester,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",,,,Bodycon dresses,Low round neckline,Floral,Slip,Calf length,"19.0 "" (Size S)",Elbow length,"42.0 "" (Size S)",Bodycon,Slim fit,,,No,No,No,No,No,edgy
2689,3591,,https://www.zalando.co.uk/mango-day-dress-purple-m9121c5jt-i11.html,Mango,Day dress,49.99,2,black multi-coloured,,100% viscose,100% polyester,"Do not tumble dry, machine wash at 30Â°C",,,,,V-neck,Prints in general,,Maxi/long,Long,Long,,Regular Fit,Regular fit,,,No,No,No,No,No,unknown
2690,3592,,https://www.zalando.co.uk/summery-copenhagen-kenya-dress-day-dress-shell-pink-cec21c03v-h11.html,SUMMERY Copenhagen,"KENYA DRESS ",194.99,4,bright multi-coloured,,100% cotton,,,,,Button,,V-neck,Prints in general,,Short,"19.5 "" (Size S)",Long,"33.5 "" (Size S)",Loose Fit,Loose fit,"Our model is 5' 10""  tall and is wearing size S","14.5 "" (Size S)",No,No,No,No,No,girly
2691,3593,,https://www.zalando.co.uk/kaffe-katilana-india-dress-shift-dress-midnightsand-ka321c0sh-k11.html,Kaffe,"KATILANA INDIA DRESS ",79.99,2,navy,Jersey,"80% polyester, 17% viscose, 3% elastane",100% polyester,,,,Zip,,Round neckline,Floral,Slip,Knee length,Extra short,Short,"36.5 "" (Size M)",Slim Fit,Slim fit,"Our model is 5' 10""  tall and is wearing size M",,No,No,No,No,No,casual chic
2692,3594,,https://www.zalando.co.uk/free-people-wildflower-patchwork-mini-day-dress-indigo-combo-fp021c0bk-k11.html,Free People,"WILDFLOWER PATCHWORK MINI ",139.99,4,multi-coloured,,100% cotton,100% modal,Machine wash at 30Â°C,,,,,Low v-neck,Floral,Slip,Extra short,Short,Short,"33.0 "" (Size 8/10)",Loose Fit,Loose fit,"Our model is 5' 9""  tall and is wearing size 8/10",,No,No,No,No,No,girly
2693,3595,,https://www.zalando.co.uk/versace-jeans-couture-cady-day-dress-poppy-rosso-vei21c04e-g11.html,Versace Jeans Couture,"CADY ",259.99,5,red,,"95% polyester, 5% elastane",100% polyester,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",,,Zip,,Round neckline,Plain,Bust darts,Extra short,Elbow length,Elbow length,"31.0 "" (Size 10)",Slim Fit,Slim fit,,"14.5 "" (Size 10)",No,No,No,No,No,alternative
2694,3596,,https://www.zalando.co.uk/esprit-collection-day-dress-grey-blue-es421c1ma-k11.html,Esprit,Day dress,75.0,2,blue,,"88% polyamide, 12% elastane",,"Do not bleach, do not tumble dry",,,,,V-neck,Plain,,Knee length,3/4 length,Elbow length,,Slim Fit,Slim fit,,,No,No,No,No,No,girly
2695,3597,,https://www.zalando.co.uk/ted-baker-nikkita-contrast-tulip-bow-cocktail-dress--party-dress-purple-te421c0cw-g11.html,Ted Baker,"NIKKITA CONTRAST TULIP BOW  ",179.99,4,bright multi-coloured,,"95% polyester, 5% elastane","94% polyester, 6% elastane","Hand wash only, Dry cleanable",,,Zip,,Round neckline,,"Inseam pockets, slip",Knee length,Sleeveless,Sleeveless,"44.5 "" (Size 10)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 10","14.0 "" (Size 10)",No,yes,No,No,No,unknown
2696,3599,,https://www.zalando.co.uk/esprit-collection-day-dress-off-white-es421c1m6-a11.html,Esprit,"LENZING ECOVERO ",75.0,2,black/white,,100% viscose,,"Do not bleach, do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",,,,,V-neck,Prints in general,Elasticated waist,Knee length,Long,Long,,Regular Fit,Regular fit,,,No,No,No,No,No,trendy
2697,3600,,https://www.zalando.co.uk/esprit-collection-matt-shiny-day-dress-black-es421c135-q11.html,Esprit,"MATT SHINY ",54.99,2,black/white,,"61% polyester, 39% Elastomultiester",100% polyester,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",,,Zip,,Low v-neck,Polka dot,"Slip, bow",Knee length,"19.5 "" (Size 8)",Long,"36.5 "" (Size 8)",,,"Our model is 5' 10""  tall and is wearing size 8","15.0 "" (Size 8)",No,No,No,No,No,casual chic
2698,3601,,https://www.zalando.co.uk/edc-by-esprit-day-dress-navy-ed121c0z7-k11.html,Esprit,Day dress,45.0,2,burgundy,,"58% cotton, 35% viscose, 7% linen",,"Do not tumble dry, machine wash at 30Â°C, dry cleaning, Do not bleach",,,Button,Accentuating the waist,Square neckline,Floral,Belt included,Short,3/4 length,Elbow length,,Regular Fit,Regular fit,,,No,No,No,No,No,casual chic
2699,3602,,https://www.zalando.co.uk/lace-and-beads-diva-occasion-wear-dark-olive-ls721c0go-m11.html,Lace & Beads,"DIVA ",84.99,3,army green,Tulle,100% polyester,100% polyester,"Do not tumble dry, Hand wash only",,,Zip,,Boat neckline (wide),Plain,Slip,Maxi/long,Short,Short,"58.5 "" (Size 8)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 8","14.5 "" (Size 8)",No,No,No,No,Yes,trendy
2700,3604,,https://www.zalando.co.uk/gap-tall-dress-houndstooth-day-dress-red-gah21c01d-g11.html,GAP,"DRESS HOUNDSTOOTH ",64.99,2,burgundy,,100% cotton,,"Machine wash at 30Â°C, Machine wash on gentle cycle",,,Button,Accentuating the waist,Round neckline,Checked,Belt included,Short,"25.5 "" (Size S)",Long,"35.5 "" (Size S)",Regular Fit,Regular fit,"Our model is 5' 11""  tall and is wearing size S","16.0 "" (Size S)",No,No,No,No,No,classic
2701,3605,,https://www.zalando.co.uk/Hugo Boss-delaca-day-dress-open-miscellaneous-bb121c0c1-b11.html,Hugo Boss,"DELACA ",174.99,4,white multi-coloured,,100% viscose,100% viscose,,,,Zip,,Round neckline,Prints in general,Slip,Knee length,"26.5 "" (Size 8)",Long,"38.0 "" (Size 8)",Regular Fit,Regular fit,"Our model is 5' 11""  tall and is wearing size 8","15.0 "" (Size 8)",No,No,No,No,No,unknown
2702,3606,,https://www.zalando.co.uk/diesel-robbie-day-dress-black-di121c0br-q11.html,Diesel,"ROBBIE ",159.99,4,black,Sweat,"97% cotton, 3% elastane",,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",,,,,Round neckline,,"Inseam pockets, elasticated waist, embroidery",Short,"25.0 "" (Size S)",Long,"38.0 "" (Size S)",Loose Fit,Loose fit,"Our model is 5' 11""  tall and is wearing size S",,No,yes,No,No,No,sporty
2703,3612,,https://www.zalando.co.uk/edc-by-esprit-cocktail-dress-party-dress-black-ed121c0yw-q11.html,Esprit,Cocktail dress / Party dress,29.99,1,black,,"95% polyester, 5% elastane",100% viscose,"Machine wash at 40Â°C, do not tumble dry, Do not bleach",,,Zip,,Round neckline,,"Sequins, slip",Short,Sleeveless,Sleeveless,,Slim Fit,Slim fit,,,No,No,yes,No,No,alternative
2704,3614,,https://www.zalando.co.uk/esprit-collection-per-dress-cocktail-dress-party-dress-navy-es421c1dv-k11.html,Esprit,"PER DRESS ",99.99,3,navy,"Lace, chiffon","88% polyamide, 12% elastane",100% polyester,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Mandarin collar,,Zip,Accentuating the waist,Low v-neck,Plain,"Belt included, bust darts, slip, border",Knee length,"19.0 "" (Size S)",Elbow length,"38.0 "" (Size S)",Regular Fit,Regular fit,,,No,No,No,No,No,casual chic
2705,3615,,https://www.zalando.co.uk/never-fully-dressed-taylor-mini-dress-day-dress-blue-nen21c04e-k11.html,Never Fully Dressed,"TAYLOR MINI DRESS ",94.99,3,bright multi-coloured,,100% viscose,,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",,,Drawstring fastening,,Round neckline,Prints in general,,Short,"23.0 "" (Size 8)",Long,"30.0 "" (Size 8)",Regular Fit,Regular fit,,"17.5 "" (Size 8)",No,No,No,No,No,girly
2706,3616,,https://www.zalando.co.uk/swing-cocktail-dress--party-dress-hellrosa-sg721c0cs-j11.html,Swing,Cocktail dress / Party dress,114.99,3,pastel pink,"Lace, chiffon",100% polyester,"97% polyester, 3% elastane",Hand wash only,,,Zip,Accentuating the waist,Round neckline,Plain,"Slip, sequins",Knee length,Extra short,Short,"35.5 "" (Size 10)",Fitted waist,Slim fit,"Our model is 5' 9""  tall and is wearing size 10","13.5 "" (Size 10)",No,No,yes,No,No,girly
2707,3617,,https://www.zalando.co.uk/victoria-beckham-dolman-cocktail-dress-party-dress-marine-v0921c02t-k11.html,Victoria Beckham,"LONG SLEEVE DOLMAN MIDI ",,5,dark green,,100% viscose,,Dry clean only,,,Zip,,Round neckline,Plain,"Zip fastening, shoulder pads",Calf length,"25.0 "" (Size 4)",Long,"48.5 "" (Size 4)",Loose Fit,Loose fit,"Our model is 5' 10""  tall and is wearing size 4","16.5 "" (Size 4)",No,No,No,yes,No,classic
2708,3618,,https://www.zalando.co.uk/only-petite-onlmarcela-wrap-dress-day-dress-apple-butter-op421c0c4-g11.html,Only,"ONLMARCELA WRAP DRESS ",29.74,1,dusty pink,Chiffon,100% polyester,100% polyester,"Do not tumble dry, machine wash at 30Â°C, A shrinkage of up to 5% may occur, Machine wash on gentle cycle",,,,Wrap dresses,Low v-neck,Striped,Slip,Short,"23.0 "" (Size S)",Long,"33.0 "" (Size S)",Regular Fit,Regular fit,,,No,No,No,No,No,girly
2709,3620,,https://www.zalando.co.uk/selected-femme-petite-slffiola-petite-day-dress-blue-bell-sel21c01z-k11.html,Selected Femme,"SLFFIOLA  PETITE ",69.99,2,pastel blue,,100% viscose,,,Turn-down collar,,Button,Button down dresses,,Floral,"Belt included, bust darts",Knee length,"23.5 "" (Size 10)",Long,"37.5 "" (Size 10)",Regular Fit,Regular fit,,"15.5 "" (Size 10)",No,No,No,No,No,girly
2710,3623,,https://www.zalando.co.uk/capsule-by-simply-be-adjustable-day-dress-black-ecru-print-cas21c03j-q11.html,CAPSULE by Simply Be,"ADJUSTABLE  ",20.39,1,black/white,,100% viscose,,"Machine wash at 40Â°C, do not tumble dry, Machine wash on gentle cycle",Polo shirt,,,Polo dresses,,Prints in general,Inseam pockets,Knee length,"26.0 "" (Size 16)",Long,"42.5 "" (Size 16)",Loose Fit,Loose fit,,"15.5 "" (Size 16)",No,yes,No,No,No,edgy
2711,3625,,https://www.zalando.co.uk/fila-budva-tee-dress-day-dress-bright-whiteblack-1fi21c01g-a11.html,Fila,"BUDVA TEE DRESS ",39.99,1,white,Jersey,"93% cotton, 7% elastane",,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",,,,,Round neckline,Prints in general,,Short,Short,Short,"35.5 "" (Size S)",Loose Fit,Loose fit,"Our model is 5' 10""  tall and is wearing size S",,Yes,No,No,No,No,unknown
2712,3626,,https://www.zalando.co.uk/missguided-plus-tie-belt-dress-day-dress-black-m0u21c0ih-q11.html,Missguided,"TIE BELT DRESS ",41.99,2,black,,100% polyester,100% polyester,Machine wash at 30Â°C,Lapel collar,,Button,Accentuating the waist,Low v-neck,Plain,"Belt included, inseam pockets, shoulder pads",Short,"23.5 "" (Size 16)",Long,"35.5 "" (Size 16)",Regular Fit,Regular fit,,"16.5 "" (Size 16)",No,yes,No,yes,No,edgy
2713,3627,,https://www.zalando.co.uk/nly-by-nelly-feel-free-dress-occasion-wear-black-neg21c0hk-q11.html,Nly by Nelly,"FEEL FREE DRESS ",64.99,2,black,Satin,"97% polyester, 3% elastane",100% polyester,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",,,Laces,Bodycon dresses,Spaghetti straps,Plain,"Zip fastening, bust darts, slip",Maxi/long,Spaghetti straps,Spaghetti straps,"59.0 "" (Size 8)",Bodycon,Slim fit,"Our model is 5' 10""  tall and is wearing size 8",,No,No,No,No,Yes,trendy
2714,3628,,https://www.zalando.co.uk/jdy-jdyfifi-dress-shift-dress-chanterelle-jy121c0mw-o11.html,JDY,"JDYFIFI SHORT DRESS ",23.99,1,gold,Satin,100% polyester,,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",,,,Accentuating the waist,Low v-neck,Plain,Belt included,Short,"21.5 "" (Size 8)",Long,"35.5 "" (Size 8)",Regular Fit,Regular fit,,"15.0 "" (Size 8)",No,No,No,No,No,girly
