,Article number,Back material,Back width,Bottom part material,Care instructions,Collar,Contains non-textile parts of animal origin,Cut,Details,Fabric,Fastening,Filling,Fit,Front material,Insert material,Jacket length,Length,Licensed characters,Lining,Middle part material,Neckline,Our model's height,Outer fabric material,Outer leg length,Pattern,Pockets,Sheer,Sleeve length,Sleeve length.1,Sleeves material,Sport,Top part material,Total length,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,category,color,day dress,description,heading1,link,price
6987,D0T21C011-Q11,--,"15.0 "" (Size 10)",--,Dry clean only,--,--,--,--,Rib,Hook fasteningÂ ,--,Bodycon,,--,--,Short,,--,--,Backless,"Our model is 5' 10""  tall and is wearing size 10","75% viscose, 23% nylon, 2% elastane",--,Plain,--,--,"25.0 "" (Size 10)",--,--,,--,"35.5 "" (Size 10)",,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Cocktail Dresses,black,,Cocktail dress / Party dress,David Koma,https://www.zalando.co.uk/david-koma-cocktail-dress-party-dress-black-d0t21c011-q11.html,Â£550.00
6988,D0T21C011-Q11,--,"15.0 "" (Size 10)",--,Dry clean only,--,--,--,--,Rib,Hook fasteningÂ ,--,Bodycon,,--,--,Short,,--,--,Backless,"Our model is 5' 10""  tall and is wearing size 10","75% viscose, 23% nylon, 2% elastane",--,Plain,--,--,"25.0 "" (Size 10)",--,--,,--,"35.5 "" (Size 10)",,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Cocktail Dresses,lilac,,Cocktail dress / Party dress,David Koma,https://www.zalando.co.uk/david-koma-cocktail-dress-party-dress-black-d0t21c011-q11.html,Â£550.00
6989,D0T21C011-Q11,--,"15.0 "" (Size 10)",--,Dry clean only,--,--,--,--,Rib,Hook fasteningÂ ,--,Bodycon,,--,--,Short,,--,--,Backless,"Our model is 5' 10""  tall and is wearing size 10","75% viscose, 23% nylon, 2% elastane",--,Plain,--,--,"25.0 "" (Size 10)",--,--,,--,"35.5 "" (Size 10)",,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Cocktail Dresses,white,,Cocktail dress / Party dress,David Koma,https://www.zalando.co.uk/david-koma-cocktail-dress-party-dress-black-d0t21c011-q11.html,Â£550.00
6990,M1X21C024-A11,--,"11.5 "" (Size 8)",--,Dry clean only,--,--,--,--,Satin,--,--,Slim Fit,,--,--,Calf-length,,--,--,Scoop neck,"Our model is 5' 11""  tall and is wearing size 8",100% acetate,--,Plain,--,--,Sleeveless,--,--,,--,"49.5 "" (Size 8)",,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Cocktail Dresses,ecru, Cocktail dress / Party dress,TALETE ,Max Mara Leisure,https://www.zalando.co.uk/max-mara-leisure-talete-cocktail-dress-party-dress-ecru-m1x21c024-a11.html,Â£209.99
6991,FOP21C010-T11,--,--,--,"Do not tumble dry, machine wash at 30Â°C",--,--,Asymmetrical,"Belt included, slip",--,--,--,Regular Fit,,--,--,Calf-length,,100% polyester,--,--,--,100% polyester,--,Floral,--,--,"Strapless, short",--,--,,--,"52.0 "" (Size 16)",,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Cocktail Dresses,positano bloom, Cocktail dress / Party dress,WILLA CURVE ONE SHOULDER DRESS ,Forever New Curve,https://www.zalando.co.uk/forever-new-curve-willa-curve-one-shoulder-dress-cocktail-dress-party-dress-positano-bloom-fop21c010-t11.html,Â£124.99
6992,T4021C00U-Q11,--,"14.0 "" (Size 10)",--,Dry clean only,--,--,--,--,--,Zip,--,Regular Fit,,--,--,Knee-length,,--,--,V-neck,"Our model is 5' 10""  tall and is wearing size 10","70% triacetate, 30% polyester",--,Plain,--,--,"23.0 "" (Size 10)",--,--,,--,"34.5 "" (Size 10)",,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Cocktail Dresses,video overlay, Cocktail dress / Party dress,HEART NECK ADMIRA ,Theory,https://www.zalando.co.uk/theory-heart-neck-admira-cocktail-dress-party-dress-black-t4021c00u-q11.html,Â£295.00
6993,MX121C07S-J11,--,--,--,Dry cleaning,--,--,Asymmetrical,"Slip, wired bustier",--,Zip,--,Regular Fit,,--,--,Short,,"92% polyester, 8% elastane",--,--,--,100% viscose,--,Plain,--,--,"Strapless, elbow length",--,--,,--,--,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Cocktail Dresses,shocking pink, Cocktail dress / Party dress,SHORT EVENING ,BCBGMAXAZRIA,https://www.zalando.co.uk/bcbgmaxazria-short-evening-cocktail-dress-party-dress-shocking-pink-mx121c07s-j11.html,Â£209.99
6994,M1X21C029-K11,--,--,--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,Adjustable straps,Satin,--,--,Loose Fit,,--,--,Calf-length,,--,--,Cowl neck,--,100% polyester,--,Plain,--,--,Spaghetti straps,--,--,,--,"49.5 "" (Size 8)",,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Cocktail Dresses,acqua, Cocktail dress / Party dress,GAETANA ,Max Mara Leisure,https://www.zalando.co.uk/max-mara-leisure-gaetana-cocktail-dress-party-dress-acqua-m1x21c029-k11.html,Â£159.99
6995,M1X21C029-K11,--,--,--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,Adjustable straps,Satin,--,--,Loose Fit,,--,--,Calf-length,,--,--,Cowl neck,--,100% polyester,--,Plain,--,--,Spaghetti straps,--,--,,--,"49.5 "" (Size 8)",,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Cocktail Dresses,grigio medio, Cocktail dress / Party dress,GAETANA ,Max Mara Leisure,https://www.zalando.co.uk/max-mara-leisure-gaetana-cocktail-dress-party-dress-acqua-m1x21c029-k11.html,Â£159.99
6996,M1X21C029-K11,--,--,--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,Adjustable straps,Satin,--,--,Loose Fit,,--,--,Calf-length,,--,--,Cowl neck,--,100% polyester,--,Plain,--,--,Spaghetti straps,--,--,,--,"49.5 "" (Size 8)",,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Cocktail Dresses,rosa, Cocktail dress / Party dress,GAETANA ,Max Mara Leisure,https://www.zalando.co.uk/max-mara-leisure-gaetana-cocktail-dress-party-dress-acqua-m1x21c029-k11.html,Â£159.99
6997,THA21C09O-Q11,--,"17.0 "" (Size 8)",--,Dry clean only,--,--,--,"Button row, slip",Chiffon,Zip,--,Regular Fit,,--,--,Calf-length,,100% viscose,--,Crew neck,"Our model is 5' 10""  tall and is wearing size 8",100% polyester,--,Plain,--,--,"25.0 "" (Size 8)",--,--,,--,"49.0 "" (Size 8)",,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Cocktail Dresses,video overlay, Cocktail dress / Party dress,DRESS ,The Kooples,https://www.zalando.co.uk/the-kooples-dress-cocktail-dress-party-dress-black-tha21c09o-q11.html,Â£349.99
6998,L1G21C05D-Q11,--,--,--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Standing collar,--,--,--,--,--,--,Loose Fit,,--,--,Knee-length,,--,--,--,"Our model is 5' 10""  tall and is wearing size 8","74% polyester, 23% cotton, 3% elastane",--,Plain,--,--,"25.0 "" (Size 8)",--,--,,--,"35.0 "" (Size 8)",,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Cocktail Dresses,pitch black, Cocktail dress / Party dress,COFA DRESS ,Love Copenhagen,https://www.zalando.co.uk/love-copenhagen-cofa-dress-cocktail-dress-party-dress-pitch-black-l1g21c05d-q11.html,Â£99.99
6999,GID21C094-Q11,--,--,--,"Do not tumble dry, machine wash at 30Â°C",--,--,--,--,Jersey,--,--,Slim Fit,,--,--,Extra short,,--,--,Square neck,--,"95% polyester, 5% elastane",--,Plain,--,--,Spaghetti straps,--,--,,--,"38.5 "" (Size 14)",,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Cocktail Dresses,black, Cocktail dress / Party dress,LIO DRESS ,Gina Tricot,https://www.zalando.co.uk/gina-tricot-lio-dress-cocktail-dress-party-dress-black-gid21c094-q11.html,Â£25.99
7000,MUO21C00B-K11,--,"17.0 "" (Size 8)",--,--,--,--,--,"Inseam pockets, slip",--,Zip,--,Regular Fit,,--,--,Short,,100% viscose,--,Backless,"Our model is 5' 10""  tall and is wearing size 8","53% polyester, 41% cotton, 6% metal",--,Checked,--,--,Elbow length,--,--,,--,"34.0 "" (Size 8)",,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Cocktail Dresses,video overlay, Cocktail dress / Party dress,CHEW ,MUNTHE,https://www.zalando.co.uk/munthe-chew-day-dress-blue-muo21c00b-k11.html,Â£219.99
7001,EF121C0BK-B11,--,"14.0 "" (Size 10)",--,Hand wash only,Lapel collar,--,--,"Belt included, zip fastening, slip",Faux leather,Zip,--,Regular Fit,,--,--,Short,,"97% polyester, 3% elastane",--,--,"Our model is 5' 9""  tall and is wearing size 10",100% polyester,--,Plain,--,--,Short,--,--,,--,"36.5 "" (Size 10)",,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Cocktail Dresses,cammello, Cocktail dress / Party dress,WOMENS DRESS WITH BELT ,Elisabetta Franchi,https://www.zalando.co.uk/elisabetta-franchi-womens-dress-with-belt-cocktail-dress-party-dress-cammello-ef121c0bk-b11.html,Â£514.99
7002,HU721C0I6-A11,--,--,--,"Do not tumble dry, Dry cleanable, Machine wash on gentle cycle",--,--,--,Slip,--,--,--,Regular Fit,,--,--,Knee-length,,100% polyester,--,V-neck,--,100% polyester,--,Print,--,--,Short,--,--,,--,--,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Cocktail Dresses,natural,,Cocktail dress / Party dress,HUGO,https://www.zalando.co.uk/hugo-cocktail-dress-party-dress-natural-hu721c0i6-a11.html,Â£225.00
7003,SG721C0LQ-A11,--,"14.0 "" (Size 10)",100% polyester,--,--,--,--,Slip,"Crocheted, chiffon",Zip,--,Regular Fit,,--,--,Calf-length,,"97% polyester, 3% elastane",--,Crew neck,--,100% polyester,--,Plain,--,--,Short,--,--,,--,"46.0 "" (Size 10)",,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Cocktail Dresses,ivory, Cocktail dress / Party dress,DRESS ,Swing,https://www.zalando.co.uk/swing-dress-cocktail-dress-party-dress-ivory-sg721c0lq-a11.html,Â£149.99
7004,YA521C035-A11,--,--,--,"Do not tumble dry, machine wash at 30Â°C",--,--,--,Bust darts,Lace,Button,--,Regular Fit,,--,--,Calf-length,,100% polyester,--,Backless,--,"48% cotton, 32% nylon, 20% viscose",--,Plain,--,--,Short,--,--,,--,"45.5 "" (Size S)",,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Cocktail Dresses,antique white, Cocktail dress / Party dress,YASKAT LONG DRESS ,YAS Petite,https://www.zalando.co.uk/yas-petite-yaskat-long-dress-cocktail-dress-party-dress-antique-white-ya521c035-a11.html,Â£104.99
7005,HK021C00N-Q11,--,--,--,"Do not tumble dry, machine wash at 30Â°C",--,--,Asymmetrical,--,Velvet/velour,Zip,--,Bodycon,,--,--,Calf-length,,--,--,Crew neck,"Our model is 5' 10""  tall and is wearing size S","95% polyester, 5% elastane",--,Animal print,--,--,Sleeveless,--,--,,--,"46.0 "" (Size S)",,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Cocktail Dresses,video overlay, Cocktail dress / Party dress,RUCHE DRESS ,Han KjÃ¸benhavn,https://www.zalando.co.uk/han-kjoebenhavn-ruche-dress-cocktail-dress-party-dress-black-hk021c00n-q11.html,Â£154.99
7006,HK021C00N-Q11,--,--,--,"Do not tumble dry, machine wash at 30Â°C",--,--,Asymmetrical,--,Velvet/velour,Zip,--,Bodycon,,--,--,Calf-length,,--,--,Crew neck,"Our model is 5' 10""  tall and is wearing size S","95% polyester, 5% elastane",--,Animal print,--,--,Sleeveless,--,--,,--,"46.0 "" (Size S)",,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Cocktail Dresses,black, Cocktail dress / Party dress,RUCHE DRESS ,Han KjÃ¸benhavn,https://www.zalando.co.uk/han-kjoebenhavn-ruche-dress-cocktail-dress-party-dress-black-hk021c00n-q11.html,Â£154.99
7007,HK021C00N-Q11,--,--,--,"Do not tumble dry, machine wash at 30Â°C",--,--,Asymmetrical,--,Velvet/velour,Zip,--,Bodycon,,--,--,Calf-length,,--,--,Crew neck,"Our model is 5' 10""  tall and is wearing size S","95% polyester, 5% elastane",--,Animal print,--,--,Sleeveless,--,--,,--,"46.0 "" (Size S)",,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Cocktail Dresses,light brown, Cocktail dress / Party dress,RUCHE DRESS ,Han KjÃ¸benhavn,https://www.zalando.co.uk/han-kjoebenhavn-ruche-dress-cocktail-dress-party-dress-black-hk021c00n-q11.html,Â£154.99
7008,NEM21C01S-J11,--,--,--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,"Bust darts, slip",Satin,--,--,Slim Fit,,--,--,Short,,100% polyester,--,Low-cut v-neck,--,"95% polyester, 5% elastane",--,Plain,--,--,"25.5 "" (Size 8)",--,--,,--,"31.0 "" (Size 8)",,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Cocktail Dresses,pink, Cocktail dress / Party dress,FLARE SLEEVE DRESS ,NEW girl ORDER,https://www.zalando.co.uk/new-girl-order-flare-sleeve-dress-cocktail-dress-party-dress-pink-nem21c01s-j11.html,Â£54.99
7009,CRG21C01D-Q12,--,--,--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,Bust darts,--,Laces,--,Loose Fit,,--,--,Knee-length,,--,--,Crew neck,--,100% polyester,--,Floral,--,--,Elbow length,--,--,,--,--,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Cocktail Dresses,purple queen, Cocktail dress / Party dress,LILI DRESS ,Cras,https://www.zalando.co.uk/cras-lili-dress-cocktail-dress-party-dress-purple-queen-crg21c01d-q12.html,Â£159.99
7010,CRG21C01D-Q12,--,--,--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,Bust darts,--,Laces,--,Loose Fit,,--,--,Knee-length,,--,--,Crew neck,--,100% polyester,--,Floral,--,--,Elbow length,--,--,,--,--,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Cocktail Dresses,green rose, Cocktail dress / Party dress,LILI DRESS ,Cras,https://www.zalando.co.uk/cras-lili-dress-cocktail-dress-party-dress-purple-queen-crg21c01d-q12.html,Â£159.99
7011,CRG21C01D-Q12,--,--,--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,Bust darts,--,Laces,--,Loose Fit,,--,--,Knee-length,,--,--,Crew neck,--,100% polyester,--,Floral,--,--,Elbow length,--,--,,--,--,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Cocktail Dresses,leo tanned, Cocktail dress / Party dress,LILI DRESS ,Cras,https://www.zalando.co.uk/cras-lili-dress-cocktail-dress-party-dress-purple-queen-crg21c01d-q12.html,Â£159.99
7012,CRG21C01D-Q12,--,--,--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,Bust darts,--,Laces,--,Loose Fit,,--,--,Knee-length,,--,--,Crew neck,--,100% polyester,--,Floral,--,--,Elbow length,--,--,,--,--,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Cocktail Dresses,pink, Cocktail dress / Party dress,LILI DRESS ,Cras,https://www.zalando.co.uk/cras-lili-dress-cocktail-dress-party-dress-purple-queen-crg21c01d-q12.html,Â£159.99
7013,CRG21C01D-Q12,--,--,--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,Bust darts,--,Laces,--,Loose Fit,,--,--,Knee-length,,--,--,Crew neck,--,100% polyester,--,Floral,--,--,Elbow length,--,--,,--,--,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Cocktail Dresses,wild leo, Cocktail dress / Party dress,LILI DRESS ,Cras,https://www.zalando.co.uk/cras-lili-dress-cocktail-dress-party-dress-purple-queen-crg21c01d-q12.html,Â£159.99
7014,M0Q21C23A-Q11,--,--,--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,Rhinestones,Jersey,Zip,--,Slim Fit,,--,--,Short,,--,--,Backless,"Our model is 5' 9""  tall and is wearing size 8","95% polyester, 4% viscose, 1% elastane",--,--,--,--,Sleeveless,--,--,,--,"34.0 "" (Size 8)",,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Cocktail Dresses,black, Jersey dress,EMBELLISHED DRESS ,Missguided,https://www.zalando.co.uk/missguided-diamante-embellished-dress-cocktail-dress-party-dress-black-m0q21c23a-q11.html,Â£31.99
7015,L1G21C05J-K11,--,"14.0 "" (Size 8)",--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,"Elasticated waist, bust darts",Satin,--,--,Regular Fit,,--,--,Short,,--,--,V-neck,"Our model is 5' 10""  tall and is wearing size 8",100% polyester,--,Plain,--,--,"21.5 "" (Size 8)",--,--,,--,"32.5 "" (Size 8)",,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Cocktail Dresses,harbor blue, Cocktail dress / Party dress,DRESS ,Love Copenhagen,https://www.zalando.co.uk/love-copenhagen-lchelsa-dress-cocktail-dress-party-dress-harbor-blue-l1g21c05j-k11.html,Â£99.99
7016,NT521C0G0-J11,--,--,--,Dry cleanable,--,--,--,"Slip, sequins",Tulle,Zip,--,Regular Fit,,--,--,Short,,100% polyester,--,Crew neck,"Our model is 5' 9""  tall and is wearing size 8",100% polyester,--,Plain,--,--,Short,--,--,,--,"37.5 "" (Size 8)",,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Cocktail Dresses,petal pink, Cocktail dress / Party dress,AMALIE MINI DRESS ,Needle & Thread,https://www.zalando.co.uk/needle-and-thread-amalie-mini-dress-cocktail-dress-party-dress-petal-pink-nt521c0g0-j11.html,Â£359.99
7017,D0T21C00T-Q11,--,"12.0 "" (Size 8)",--,--,--,--,--,Rhinestones,--,Zip,--,Bodycon,,--,--,Extra short,,"68% acetate, 32% polyester",--,Low-cut v-neck,"Our model is 5' 10""  tall and is wearing size 8","52% acetate, 45% viscose, 3% elastane",--,Plain,--,--,Spaghetti straps,--,--,,--,"22.5 "" (Size 8)",,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Cocktail Dresses,black, Cocktail dress / Party dress,CRYSTAL CHAIN STRAPS MINI DRESS ,David Koma,https://www.zalando.co.uk/david-koma-crystal-chain-straps-mini-dress-cocktail-dress-party-dress-black-d0t21c00t-q11.html,"Â£1,225.00"
7018,IV321C03E-M11,--,--,--,--,Standing collar,--,--,--,Lace,Button,--,Normal fit,,--,--,Knee-length,,"65% cotton, 32% nylon, 3% elastane",--,Backless,"Our model is 5' 10""  tall and is wearing size 8","75% cotton, 25% nylon",--,Plain,--,--,Short,--,--,,--,"41.0 "" (Size 8)",,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Cocktail Dresses,video overlay, Cocktail dress / Party dress,DRESS ,IVY & OAK BRIDAL,https://www.zalando.co.uk/ivy-and-oak-dress-cocktail-dress--party-dress-iv321c03e-m11.html,Â£239.99
7019,IV321C03E-M11,--,--,--,--,Standing collar,--,--,--,Lace,Button,--,Normal fit,,--,--,Knee-length,,"65% cotton, 32% nylon, 3% elastane",--,Backless,"Our model is 5' 10""  tall and is wearing size 8","75% cotton, 25% nylon",--,Plain,--,--,Short,--,--,,--,"41.0 "" (Size 8)",,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Cocktail Dresses,bottle green, Cocktail dress / Party dress,DRESS ,IVY & OAK BRIDAL,https://www.zalando.co.uk/ivy-and-oak-dress-cocktail-dress--party-dress-iv321c03e-m11.html,Â£239.99
7020,IV321C03E-M11,--,--,--,--,Standing collar,--,--,--,Lace,Button,--,Normal fit,,--,--,Knee-length,,"65% cotton, 32% nylon, 3% elastane",--,Backless,"Our model is 5' 10""  tall and is wearing size 8","75% cotton, 25% nylon",--,Plain,--,--,Short,--,--,,--,"41.0 "" (Size 8)",,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Cocktail Dresses,black, Cocktail dress / Party dress,DRESS ,IVY & OAK BRIDAL,https://www.zalando.co.uk/ivy-and-oak-dress-cocktail-dress--party-dress-iv321c03e-m11.html,Â£239.99
7021,IV321C03E-M11,--,--,--,--,Standing collar,--,--,--,Lace,Button,--,Normal fit,,--,--,Knee-length,,"65% cotton, 32% nylon, 3% elastane",--,Backless,"Our model is 5' 10""  tall and is wearing size 8","75% cotton, 25% nylon",--,Plain,--,--,Short,--,--,,--,"41.0 "" (Size 8)",,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Cocktail Dresses,snow white, Cocktail dress / Party dress,DRESS ,IVY & OAK BRIDAL,https://www.zalando.co.uk/ivy-and-oak-dress-cocktail-dress--party-dress-iv321c03e-m11.html,Â£239.99
7022,DK121C0EG-A11,--,"17.5 "" (Size 8)",--,Dry clean only,--,--,--,"Belt included, slip",--,Zip,--,Regular Fit,,--,--,Calf-length,,100% polyester,--,Cache-coeur,--,100% polyester,--,Plain,--,--,Sleeveless,--,--,,--,"50.0 "" (Size 8)",,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Cocktail Dresses,ivory, Cocktail dress / Party dress,DOUBLE V FAUX WRAP GOWN WITH TIE WAIST ,DKNY,https://www.zalando.co.uk/dkny-double-v-faux-wrap-gown-with-tie-waist-cocktail-dress-party-dress-ivory-dk121c0eg-a11.html,Â£214.99
7023,SA321C0FE-T11,--,--,--,Hand wash only,--,--,--,Slip,--,Laces,--,Slim Fit,,--,--,Calf-length,,100% polyester,--,Cowl neck,--,100% viscose,--,Print,--,--,Spaghetti straps,--,--,,--,"52.0 "" (Size S)",,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Cocktail Dresses,cloudy night, Cocktail dress / Party dress,APPLESI DRESS ,SamsÃ¸e SamsÃ¸e,https://www.zalando.co.uk/samsoee-samsoee-applesi-dress-cocktail-dress-party-dress-cloudy-night-sa321c0fe-t11.html,Â£179.99
7024,BIO21C02A-Q11,--,--,--,"Do not tumble dry, machine wash at 30Â°C",--,--,--,Shoulder pads,Jersey,--,--,Bodycon,,--,--,Knee-length,,--,--,Cache-coeur,"Our model is 5' 9""  tall and is wearing size 10","95% viscose, 5% elastane",--,Plain,--,--,"25.0 "" (Size 10)",--,--,,--,"36.0 "" (Size 10)",,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Cocktail Dresses,black, Cocktail dress / Party dress,IBEN DRESS ,Birgitte Herskind,https://www.zalando.co.uk/birgitte-herskind-iben-dress-cocktail-dress-party-dress-black-bio21c02a-q11.html,Â£139.99
7025,DEA21C03K-C11,--,--,--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,Bust darts,--,--,--,Regular Fit,,--,--,Calf-length,,--,--,Low-cut v-neck,--,100% polyester,--,Plain,--,Semi-sheer,Spaghetti straps,--,--,,--,--,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Cocktail Dresses,light grey, Cocktail dress / Party dress,VALERIE ,DESIGNERS REMIX,https://www.zalando.co.uk/designers-remix-valerie-slip-cocktail-dress-party-dress-light-grey-dea21c03k-c11.html,Â£119.99
7026,DEA21C03K-C11,--,--,--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,Bust darts,--,--,--,Regular Fit,,--,--,Calf-length,,--,--,Low-cut v-neck,--,100% polyester,--,Plain,--,Semi-sheer,Spaghetti straps,--,--,,--,--,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Cocktail Dresses,black, Cocktail dress / Party dress,VALERIE ,DESIGNERS REMIX,https://www.zalando.co.uk/designers-remix-valerie-slip-cocktail-dress-party-dress-light-grey-dea21c03k-c11.html,Â£119.99
7027,DEA21C03K-C11,--,--,--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,Bust darts,--,--,--,Regular Fit,,--,--,Calf-length,,--,--,Low-cut v-neck,--,100% polyester,--,Plain,--,Semi-sheer,Spaghetti straps,--,--,,--,--,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Cocktail Dresses,charcoal, Cocktail dress / Party dress,VALERIE ,DESIGNERS REMIX,https://www.zalando.co.uk/designers-remix-valerie-slip-cocktail-dress-party-dress-light-grey-dea21c03k-c11.html,Â£119.99
